"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","65+","Planning Inspectors","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectors","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectors","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectors","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","London","G6/G7","10","[c]","63100","61190"
"Leaver CS","2021","65+","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Policy","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Outside London","SEO/HEO","40","[c]","36580","33660"
"Leaver CS","2021","65+","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Outside London","AA/AO","25","[c]","18630","17230"
"Leaver CS","2021","65+","Property","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Property","Outside London","SEO/HEO","35","[c]","38460","36460"
"Leaver CS","2021","65+","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Psychology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Psychology","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Psychology","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","Outside London","AA/AO","25","[c]","21910","22500"
"Leaver CS","2021","65+","Science and Engineering","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","Outside London","G6/G7","10","[c]","67860","67560"
"Leaver CS","2021","65+","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Science and Engineering","Outside London","SEO/HEO","25","[c]","37900","37540"
"Leaver CS","2021","65+","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Security","Outside London","AA/AO","45","[c]","24110","20060"
"Leaver CS","2021","65+","Security","Outside London","EO","10","[c]","23090","19470"
"Leaver CS","2021","65+","Security","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Statistics","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Statistics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","AA/AO","80","[c]","24300","25110"
"Leaver CS","2021","65+","Unknown","London","EO","60","[c]","30640","31060"
"Leaver CS","2021","65+","Unknown","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Outside London","AA/AO","720","[c]","20770","21010"
"Leaver CS","2021","65+","Unknown","Outside London","EO","500","[c]","27430","27570"
"Leaver CS","2021","65+","Unknown","Outside London","G6/G7","40","[c]","63690","62890"
"Leaver CS","2021","65+","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Outside London","SEO/HEO","205","[c]","36480","34290"
"Leaver CS","2021","65+","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Veterinarian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Veterinarian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Operational Delivery","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Unknown","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Commercial","Outside London","SEO/HEO","20","[c]","30010","30420"
"Leaver Dept.","2021","20-29","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","London","EO","15","[c]","27410","27490"
"Leaver Dept.","2021","20-29","Communications","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","London","SEO/HEO","40","[c]","37000","36890"
"Leaver Dept.","2021","20-29","Communications","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Counter Fraud","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","London","SEO/HEO","20","[c]","34850","35070"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","London","G6/G7","10","[c]","55280","54980"
"Leaver Dept.","2021","20-29","Economics","London","SEO/HEO","55","[c]","33410","32880"
"Leaver Dept.","2021","20-29","Economics","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Economics","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","London","SEO/HEO","20","[c]","38570","37010"
"Leaver Dept.","2021","20-29","Finance","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Finance","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","London","SEO/HEO","40","[c]","33370","32830"
"Leaver Dept.","2021","20-29","Human Resources","Outside London","AA/AO","20","[c]","21290","20940"
"Leaver Dept.","2021","20-29","Human Resources","Outside London","EO","10","[c]","25000","25630"
"Leaver Dept.","2021","20-29","Human Resources","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Outside London","SEO/HEO","20","[c]","32480","32660"
"Leaver Dept.","2021","20-29","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Intelligence Analysis","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Intelligence Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Intelligence Analysis","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Internal Audit","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","London","G6/G7","10","[c]","52530","51970"
"Leaver Dept.","2021","20-29","International Trade","London","SEO/HEO","25","[c]","34700","32400"
"Leaver Dept.","2021","20-29","International Trade","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","International Trade","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Medicine","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","London","AA/AO","40","[c]","23010","22680"
"Leaver Dept.","2021","20-29","Operational Delivery","London","EO","70","[c]","27890","27370"
"Leaver Dept.","2021","20-29","Operational Delivery","London","G6/G7","10","[c]","54200","53600"
"Leaver Dept.","2021","20-29","Operational Delivery","London","SEO/HEO","90","[c]","34680","33640"
"Leaver Dept.","2021","20-29","Operational Delivery","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","Outside London","AA/AO","290","[c]","20440","20430"
"Leaver Dept.","2021","20-29","Operational Delivery","Outside London","EO","90","[c]","24040","24250"
"Leaver Dept.","2021","20-29","Operational Delivery","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","Outside London","SEO/HEO","55","[c]","30920","30190"
"Leaver Dept.","2021","20-29","Operational Delivery","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","London","SEO/HEO","15","[c]","37460","36960"
"Leaver Dept.","2021","20-29","Operational Research","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Operational Research","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","London","EO","30","[c]","27290","27350"
"Leaver Dept.","2021","20-29","Other","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","London","SEO/HEO","30","[c]","35190","32830"
"Leaver Dept.","2021","20-29","Other","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","Outside London","EO","15","[c]","22260","21950"
"Leaver Dept.","2021","20-29","Other","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Planning","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","London","EO","125","[c]","27970","27650"
"Leaver Dept.","2021","20-29","Policy","London","G6/G7","105","[c]","53440","52850"
"Leaver Dept.","2021","20-29","Policy","London","SEO/HEO","415","[c]","35360","33610"
"Leaver Dept.","2021","20-29","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Policy","Outside London","EO","15","[c]","25560","25300"
