"Status","Year","Organisation","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Serious Fraud Office","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Attorney General's Departments","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","Attorney General's Departments","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","Scottish Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","Scottish Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Department for Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","Department for Education","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Ministry of Defence","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","Ministry of Defence","Outside London","Unknown","10","[c]","45830","40750"
"Leaver Dept.","2021","Teaching Regulation Agency","Department for Education","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Teaching Regulation Agency","Department for Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","The National Archives","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","UK Export Finance","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Ministry of Defence","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Ministry of Defence","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","Ministry of Defence","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","10","[c]","39100","40050"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","AA/AO","25","[c]","19510","19130"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","G6/G7","30","[c]","54920","54420"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","United Kingdom Statistics Authority","Outside London","SEO/HEO","70","[c]","33550","34700"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","Outside London","AA/AO","25","[c]","20840","21100"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","Outside London","EO","15","[c]","25540","25860"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Valuation Office Agency","HM Revenue and Customs","Outside London","SEO/HEO","10","[c]","34610","32240"
"Leaver Dept.","2021","Vehicle Certification Agency","Department for Transport","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Department for Transport","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Vehicle Certification Agency","Department for Transport","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Wales Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Outside London","SEO/HEO","15","[c]","39770","37410"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","Welsh Government","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Welsh Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","Welsh Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","Scottish Government","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","EO","105","[c]","24210","24250"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","25","[c]","31610","30950"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","EO","25","[c]","30490","31460"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","240","[c]","22040","21050"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","EO","165","[c]","25230","24920"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","50","[c]","34940","35900"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Attorney General's Office","Attorney General's Departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","AA/AO","70","[c]","22620","24490"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","EO","210","[c]","27240","27500"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","G6/G7","205","[c]","61830","55000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","SCS level","130","[c]","85400","72000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","London","SEO/HEO","600","[c]","31600","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","AA/AO","65","[c]","20670","20800"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","EO","25","[c]","23690","23850"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","G6/G7","25","[c]","70770","72590"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","SCS level","40","[c]","74670","70000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Outside London","SEO/HEO","160","[c]","29330","28000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","AA/AO","30","[c]","21170","20800"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","EO","25","[c]","26330","27500"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","G6/G7","30","[c]","60630","54700"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","SCS level","15","[c]","97960","95000"
"New entrant CS","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","SEO/HEO","120","[c]","29960","28000"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","15","[c]","30690","29270"
"New entrant CS","2021","Charity Commission","Charity Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Outside London","EO","15","[c]","24440","24440"
"New entrant CS","2021","Charity Commission","Charity Commission","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","Charity Commission","Outside London","SEO/HEO","15","[c]","33860","33540"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","20","[c]","19870","19850"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","EO","10","[c]","30490","32640"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","10","[c]","56530","55020"
"New entrant CS","2021","Companies House","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","30","[c]","39400","39820"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","G6/G7","35","[c]","61490","58720"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","London","SEO/HEO","15","[c]","37310","35500"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Competition and Markets Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Outside London","SEO/HEO","15","[c]","27700","26550"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","AA/AO","10","[c]","18930","18870"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","EO","35","[c]","23220","22230"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","G6/G7","25","[c]","54340","54500"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","Other Cabinet Office Agencies","Outside London","SEO/HEO","75","[c]","33250","34800"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","AA/AO","85","[c]","20790","20760"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","EO","30","[c]","25410","25410"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Outside London","SEO/HEO","35","[c]","33810","33550"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","London","AA/AO","80","[c]","21120","20120"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","London","EO","30","[c]","27360","26970"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","London","G6/G7","60","[c]","53420","53630"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","London","SEO/HEO","10","[c]","38780","40000"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Outside London","AA/AO","230","[c]","20140","20120"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Outside London","EO","55","[c]","26320","25480"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Outside London","G6/G7","160","[c]","50810","48080"
"New entrant CS","2021","Crown Prosecution Service","Attorney General's Departments","Outside London","SEO/HEO","95","[c]","37790","38000"
"New entrant CS","2021","Debt Management Office","HM Treasury","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","HM Treasury","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt Management Office","HM Treasury","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Outside London","EO","290","[c]","21090","19550"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Outside London","G6/G7","55","[c]","58670","55000"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Outside London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","Ministry of Defence","Outside London","SEO/HEO","360","[c]","35890","35000"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","AA/AO","40","[c]","17340","17180"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","EO","25","[c]","23150","22780"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","G6/G7","45","[c]","51100","47500"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Science and Technology Laboratory","Ministry of Defence","Outside London","SEO/HEO","110","[c]","31360","28650"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","AA/AO","20","[c]","24700","24900"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","EO","110","[c]","28470","27680"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","G6/G7","95","[c]","58320","53380"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","455","[c]","35880","33570"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","20","[c]","32630","30360"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","EO","65","[c]","27340","26180"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","G6/G7","75","[c]","56470","51730"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","SEO/HEO","205","[c]","36070","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","EO","10","[c]","26180","26180"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","15","[c]","53820","51730"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","20","[c]","34870","34020"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","London","EO","80","[c]","28010","28500"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","London","G6/G7","50","[c]","56770","53420"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","London","SEO/HEO","80","[c]","36360","34550"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Outside London","EO","135","[c]","24960","25000"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Outside London","G6/G7","70","[c]","53590","49860"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Outside London","SEO/HEO","180","[c]","33410","32870"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Department for Education","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","AA/AO","15","[c]","23060","24370"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","EO","90","[c]","24280","25170"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","G6/G7","100","[c]","55600","53200"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","SCS level","15","[c]","85910","78310"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","SEO/HEO","300","[c]","34190","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","20","[c]","20480","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","EO","85","[c]","24190","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","110","[c]","52020","48920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","285","[c]","32390","29920"
"New entrant CS","2021","Department for International Trade","Department for International Trade","London","AA/AO","45","[c]","19090","18200"
"New entrant CS","2021","Department for International Trade","Department for International Trade","London","EO","65","[c]","26040","26250"
"New entrant CS","2021","Department for International Trade","Department for International Trade","London","G6/G7","40","[c]","56150","56400"
"New entrant CS","2021","Department for International Trade","Department for International Trade","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","London","SEO/HEO","185","[c]","34090","31800"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Outside London","G6/G7","10","[c]","51630","51710"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Department for International Trade","Outside London","SEO/HEO","25","[c]","31760","31800"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","London","EO","110","[c]","28370","29970"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","London","G6/G7","70","[c]","57190","54110"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","London","SEO/HEO","270","[c]","35110","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Outside London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Department for Transport","Outside London","EO","20","[c]","21140","20900"
