"Status","Year","Ethnicity","Parent_department","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Home Office","SEO","Female","60","[c]","41780","41950"
"New entrant CS","2021","Unknown","Home Office","SEO","Male","60","[c]","42350","41950"
"New entrant CS","2021","Unknown","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","AA","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","AA","Male","65","[c]","19130","19560"
"New entrant CS","2021","Unknown","Ministry of Defence","AO","Female","65","[c]","22220","20920"
"New entrant CS","2021","Unknown","Ministry of Defence","AO","Male","155","[c]","27540","25540"
"New entrant CS","2021","Unknown","Ministry of Defence","EO","Female","60","[c]","23420","26350"
"New entrant CS","2021","Unknown","Ministry of Defence","EO","Male","140","[c]","21980","19120"
"New entrant CS","2021","Unknown","Ministry of Defence","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","HEO","Female","45","[c]","34110","33180"
"New entrant CS","2021","Unknown","Ministry of Defence","HEO","Male","55","[c]","32490","33000"
"New entrant CS","2021","Unknown","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","SEO","Male","45","[c]","41160","40000"
"New entrant CS","2021","Unknown","Ministry of Defence","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence","Unknown","Male","40","[c]","27710","26080"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","AA","Female","430","[c]","19720","20600"
"New entrant CS","2021","Unknown","Ministry of Justice","AA","Male","335","[c]","19830","20600"
"New entrant CS","2021","Unknown","Ministry of Justice","AO","Female","910","[c]","22460","22680"
"New entrant CS","2021","Unknown","Ministry of Justice","AO","Male","810","[c]","23830","22850"
"New entrant CS","2021","Unknown","Ministry of Justice","EO","Female","125","[c]","23960","24440"
"New entrant CS","2021","Unknown","Ministry of Justice","EO","Male","75","[c]","24650","24620"
"New entrant CS","2021","Unknown","Ministry of Justice","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","G7","Female","40","[c]","56130","55490"
"New entrant CS","2021","Unknown","Ministry of Justice","G7","Male","45","[c]","61630","60000"
"New entrant CS","2021","Unknown","Ministry of Justice","HEO","Female","125","[c]","28950","28600"
"New entrant CS","2021","Unknown","Ministry of Justice","HEO","Male","70","[c]","29850","30850"
"New entrant CS","2021","Unknown","Ministry of Justice","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice","SEO","Female","70","[c]","38420","36900"
"New entrant CS","2021","Unknown","Ministry of Justice","SEO","Male","60","[c]","39270","38150"
"New entrant CS","2021","Unknown","Ministry of Justice","Unknown","Female","295","[c]","22450","22920"
"New entrant CS","2021","Unknown","Ministry of Justice","Unknown","Male","100","[c]","22340","22350"
"New entrant CS","2021","Unknown","National Crime Agency","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","EO","Female","30","[c]","31480","32260"
"New entrant CS","2021","Unknown","National Crime Agency","EO","Male","30","[c]","33160","33420"
"New entrant CS","2021","Unknown","National Crime Agency","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Standards in Education","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other Cabinet Office Agencies","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","AA","Female","90","[c]","19860","20060"
"New entrant CS","2021","Unknown","Scottish Government","AA","Male","80","[c]","20400","20060"
"New entrant CS","2021","Unknown","Scottish Government","AO","Female","140","[c]","21310","20810"
"New entrant CS","2021","Unknown","Scottish Government","AO","Male","150","[c]","21950","20810"
"New entrant CS","2021","Unknown","Scottish Government","EO","Female","90","[c]","26330","26160"
"New entrant CS","2021","Unknown","Scottish Government","EO","Male","60","[c]","26910","26160"
"New entrant CS","2021","Unknown","Scottish Government","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","G7","Female","65","[c]","51250","48930"
"New entrant CS","2021","Unknown","Scottish Government","G7","Male","40","[c]","51420","48930"
"New entrant CS","2021","Unknown","Scottish Government","HEO","Female","100","[c]","31340","30650"
"New entrant CS","2021","Unknown","Scottish Government","HEO","Male","60","[c]","32210","30650"
"New entrant CS","2021","Unknown","Scottish Government","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government","SEO","Female","60","[c]","40400","38540"
"New entrant CS","2021","Unknown","Scottish Government","SEO","Male","45","[c]","41030","38540"
"New entrant CS","2021","Unknown","The National Archives","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Export Finance","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","AA","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","HEO","Female","40","[c]","30710","29540"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","HEO","Male","45","[c]","30780","29540"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","SEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","AO","Female","135","[c]","20370","20120"
"New entrant CS","2021","White","Attorney General's Departments","AO","Male","50","[c]","20600","20120"
"New entrant CS","2021","White","Attorney General's Departments","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","EO","Female","70","[c]","27200","26970"
"New entrant CS","2021","White","Attorney General's Departments","EO","Male","45","[c]","27180","26950"
"New entrant CS","2021","White","Attorney General's Departments","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Attorney General's Departments","G7","Female","105","[c]","51330","50520"
