"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared disabled","Department of Health and Social Care","SEO/HEO","SEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","ESTYN","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","ESTYN","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Foreign, Commonwealth and Development Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Land Registry","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","AA/AO","AO","80","[c]","20460","20140"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","SEO/HEO","HEO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","HM Treasury","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence","AA/AO","AA","30","[c]","18690","18760"
"New entrant CS","2021","Declared disabled","Ministry of Defence","AA/AO","AO","55","[c]","22070","20920"
"New entrant CS","2021","Declared disabled","Ministry of Defence","EO","EO","60","[c]","25000","26350"
"New entrant CS","2021","Declared disabled","Ministry of Defence","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence","SEO/HEO","HEO","45","[c]","31390","33000"
"New entrant CS","2021","Declared disabled","Ministry of Defence","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Defence","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Justice","AA/AO","AA","80","[c]","19640","20600"
"New entrant CS","2021","Declared disabled","Ministry of Justice","AA/AO","AO","190","[c]","22290","22680"
"New entrant CS","2021","Declared disabled","Ministry of Justice","EO","EO","45","[c]","24230","24620"
"New entrant CS","2021","Declared disabled","Ministry of Justice","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Justice","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Justice","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Ministry of Justice","SEO/HEO","HEO","35","[c]","28770","27700"
"New entrant CS","2021","Declared disabled","Ministry of Justice","SEO/HEO","SEO","30","[c]","37500","36800"
"New entrant CS","2021","Declared disabled","Ministry of Justice","Unknown","Unknown","125","[c]","23450","22920"
"New entrant CS","2021","Declared disabled","National Crime Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","National Crime Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office for Standards in Education","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other Cabinet Office Agencies","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other Cabinet Office Agencies","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other Cabinet Office Agencies","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other Cabinet Office Agencies","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other Cabinet Office Agencies","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other Cabinet Office Agencies","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Other Cabinet Office Agencies","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scotland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government","AA/AO","AA","55","[c]","20090","20060"
"New entrant CS","2021","Declared disabled","Scottish Government","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Scottish Government","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Supreme Court","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","UK Supreme Court","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","SEO/HEO","HEO","30","[c]","30920","29540"
"New entrant CS","2021","Declared disabled","United Kingdom Statistics Authority","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Wales Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Welsh Government","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","EO","EO","80","[c]","27600","26950"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","G6/G7","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","G6/G7","G7","80","[c]","51560","50500"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","SEO/HEO","HEO","50","[c]","42460","43920"
"New entrant CS","2021","Declared non-disabled","Attorney General's Departments","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","AA/AO","AO","70","[c]","22300","20800"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","EO","EO","155","[c]","26950","27500"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","G6/G7","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","G6/G7","G7","100","[c]","55000","54700"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","SCS level","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","SEO/HEO","HEO","135","[c]","33900","34550"
"New entrant CS","2021","Declared non-disabled","Cabinet Office","SEO/HEO","SEO","65","[c]","40100","40600"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Chancellor's other departments","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Competition and Markets Authority","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","AO","65","[c]","22250","21140"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","EO","EO","155","[c]","26640","27520"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","G7","70","[c]","53000","53380"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","280","[c]","33350","33570"
"New entrant CS","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","125","[c]","40750","40050"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","EO","55","[c]","27110","26180"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","G7","60","[c]","55000","51730"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","170","[c]","36150","34020"
"New entrant CS","2021","Declared non-disabled","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","AO","230","[c]","21790","21050"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","EO","EO","245","[c]","25720","24920"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","G6","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","G7","100","[c]","51550","52290"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","SCS level","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","280","[c]","31070","31540"
"New entrant CS","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","155","[c]","37350","35900"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","EO","EO","30","[c]","25900","26250"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","SEO/HEO","HEO","85","[c]","31410","31800"
"New entrant CS","2021","Declared non-disabled","Department for International Trade","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Transport","AA/AO","AA","70","[c]","18260","18060"
"New entrant CS","2021","Declared non-disabled","Department for Transport","AA/AO","AO","125","[c]","22400","21590"
"New entrant CS","2021","Declared non-disabled","Department for Transport","EO","EO","155","[c]","26900","26130"
"New entrant CS","2021","Declared non-disabled","Department for Transport","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Transport","G6/G7","G7","50","[c]","54490","54110"
"New entrant CS","2021","Declared non-disabled","Department for Transport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Department for Transport","SEO/HEO","HEO","180","[c]","33020","34710"
