"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","HM Land Registry","AA/AO","AO","25","20","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","EO","EO","95","85","27650","27130"
"In post","2021","Undeclared","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","SEO/HEO","HEO","70","65","34790","33840"
"In post","2021","Undeclared","HM Land Registry","SEO/HEO","SEO","35","30","42290","40860"
"In post","2021","Undeclared","HM Revenue and Customs","AA/AO","AA","40","30","20280","20070"
"In post","2021","Undeclared","HM Revenue and Customs","AA/AO","AO","780","670","21180","21400"
"In post","2021","Undeclared","HM Revenue and Customs","EO","EO","755","690","27090","26000"
"In post","2021","Undeclared","HM Revenue and Customs","G6/G7","G6","130","125","68840","68920"
"In post","2021","Undeclared","HM Revenue and Customs","G6/G7","G7","340","325","54400","52580"
"In post","2021","Undeclared","HM Revenue and Customs","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","SEO/HEO","HEO","785","740","32910","31810"
"In post","2021","Undeclared","HM Revenue and Customs","SEO/HEO","SEO","430","410","40010","38630"
"In post","2021","Undeclared","HM Treasury","AA/AO","AO","15","15","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","EO","EO","35","35","26330","26750"
"In post","2021","Undeclared","HM Treasury","G6/G7","G6","35","35","67110","65550"
"In post","2021","Undeclared","HM Treasury","G6/G7","G7","105","105","55400","53930"
"In post","2021","Undeclared","HM Treasury","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","SEO/HEO","HEO","165","165","33690","32320"
"In post","2021","Undeclared","HM Treasury","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Home Office","AA/AO","AA","35","30","19730","17990"
"In post","2021","Undeclared","Home Office","AA/AO","AO","255","225","22630","21430"
"In post","2021","Undeclared","Home Office","EO","EO","785","715","27390","27370"
"In post","2021","Undeclared","Home Office","G6/G7","G6","45","45","70240","68940"
"In post","2021","Undeclared","Home Office","G6/G7","G7","120","120","57690","57680"
"In post","2021","Undeclared","Home Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","SEO/HEO","HEO","340","330","33660","33460"
"In post","2021","Undeclared","Home Office","SEO/HEO","SEO","200","195","41280","41970"
"In post","2021","Undeclared","Home Office","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","AA/AO","AA","340","330","19300","19560"
"In post","2021","Undeclared","Ministry of Defence","AA/AO","AO","780","750","24640","21580"
"In post","2021","Undeclared","Ministry of Defence","EO","EO","825","800","27970","26740"
"In post","2021","Undeclared","Ministry of Defence","G6/G7","G6","85","85","69470","68230"
"In post","2021","Undeclared","Ministry of Defence","G6/G7","G7","440","430","52520","53500"
"In post","2021","Undeclared","Ministry of Defence","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","SEO/HEO","HEO","850","830","33900","33300"
"In post","2021","Undeclared","Ministry of Defence","SEO/HEO","SEO","705","685","41720","40580"
"In post","2021","Undeclared","Ministry of Defence","Unknown","Unknown","150","145","43240","41180"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","EO","EO","20","20","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","G6/G7","G7","45","45","53140","53130"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","40","40","33340","33210"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","AA/AO","AA","1120","990","21310","21000"
"In post","2021","Undeclared","Ministry of Justice","AA/AO","AO","4045","3635","27840","31650"
"In post","2021","Undeclared","Ministry of Justice","EO","EO","1605","1520","30640","32040"
"In post","2021","Undeclared","Ministry of Justice","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","G6/G7","G7","215","210","61470","60190"
"In post","2021","Undeclared","Ministry of Justice","SCS level","SCS level","30","30","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","SEO/HEO","HEO","925","885","35310","36510"
"In post","2021","Undeclared","Ministry of Justice","SEO/HEO","SEO","590","570","47390","46870"
"In post","2021","Undeclared","Ministry of Justice","Unknown","Unknown","540","505","30340","30210"
"In post","2021","Undeclared","National Crime Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","EO","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scotland Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","AA/AO","AA","20","20","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","AA/AO","AO","40","40","23100","22220"
"In post","2021","Undeclared","Scottish Government","EO","EO","55","55","29550","29190"
"In post","2021","Undeclared","Scottish Government","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","G6/G7","G7","45","45","59430","61010"
"In post","2021","Undeclared","Scottish Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","SEO/HEO","HEO","65","65","33600","33890"
"In post","2021","Undeclared","Scottish Government","SEO/HEO","SEO","65","60","46860","46600"
"In post","2021","Undeclared","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","AA/AO","AA","10","5","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","AA/AO","AO","45","30","19530","19520"
"In post","2021","Undeclared","United Kingdom Statistics Authority","EO","EO","15","10","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Wales Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","AA/AO","AO","25","25","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","EO","EO","25","25","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","G6/G7","G7","30","25","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","SEO/HEO","HEO","40","40","36910","37410"
"In post","2021","Undeclared","Welsh Government","SEO/HEO","SEO","45","45","46760","47000"
"In post","2021","Unknown","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","AA/AO","AO","470","450","21350","21950"
"In post","2021","Unknown","Attorney General's Departments","EO","EO","320","305","27390","26970"
"In post","2021","Unknown","Attorney General's Departments","G6/G7","G6","195","180","69220","67470"
"In post","2021","Unknown","Attorney General's Departments","G6/G7","G7","650","605","54300","53350"
"In post","2021","Unknown","Attorney General's Departments","SCS level","SCS level","45","40","91080","80670"
"In post","2021","Unknown","Attorney General's Departments","SEO/HEO","HEO","255","250","36910","38000"
"In post","2021","Unknown","Attorney General's Departments","SEO/HEO","SEO","65","65","39860","39750"
"In post","2021","Unknown","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","AA/AO","AO","165","155","21270","20920"
"In post","2021","Unknown","Cabinet Office","EO","EO","175","170","27210","27500"
"In post","2021","Unknown","Cabinet Office","G6/G7","G6","315","310","75470","70880"
"In post","2021","Unknown","Cabinet Office","G6/G7","G7","670","660","54660","54700"
"In post","2021","Unknown","Cabinet Office","SCS level","SCS level","460","455","86880","72580"
"In post","2021","Unknown","Cabinet Office","SEO/HEO","HEO","1990","1980","30500","29250"
"In post","2021","Unknown","Cabinet Office","SEO/HEO","SEO","190","190","40460","40600"
"In post","2021","Unknown","Chancellor's other departments","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","EO","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Charity Commission","AA/AO","AO","10","5","[c]","[c]"
"In post","2021","Unknown","Charity Commission","EO","EO","50","45","25010","24440"
"In post","2021","Unknown","Charity Commission","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Charity Commission","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Unknown","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","SEO/HEO","HEO","60","55","29550","29160"
"In post","2021","Unknown","Charity Commission","SEO/HEO","SEO","50","50","38270","37910"
"In post","2021","Unknown","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","EO","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","G6/G7","G6","30","25","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","G6/G7","G7","15","10","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","AA","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","AO","500","460","21410","20880"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","EO","EO","640","615","25800","24330"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","G6","105","100","68620","66900"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","G7","385","375","55100","53600"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","755","725","33800","33570"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","475","460","42010","40640"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","EO","EO","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","G6","30","30","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","G7","85","85","55840","52250"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","110","110","37270","34020"
"In post","2021","Unknown","Department for Education","AA/AO","AO","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Education","EO","EO","285","285","26330","25000"
"In post","2021","Unknown","Department for Education","G6/G7","G6","80","80","65080","64180"
"In post","2021","Unknown","Department for Education","G6/G7","G7","250","245","52440","53420"
"In post","2021","Unknown","Department for Education","SCS level","SCS level","30","30","88470","79600"
"In post","2021","Unknown","Department for Education","SEO/HEO","HEO","300","295","31510","30320"
"In post","2021","Unknown","Department for Education","SEO/HEO","SEO","285","280","38740","36780"
"In post","2021","Unknown","Department for Education","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","AO","100","90","22240","21050"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","EO","EO","165","150","26250","25190"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","G6","90","90","63360","63450"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","G7","265","255","51680","52290"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","SCS level","SCS level","40","40","85060","76180"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","280","270","31370","30440"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","280","265","38320","37480"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","EO","EO","90","90","26730","26510"
"In post","2021","Unknown","Department for International Trade","G6/G7","G6","85","85","63520","62170"
"In post","2021","Unknown","Department for International Trade","G6/G7","G7","300","295","52610","51970"
"In post","2021","Unknown","Department for International Trade","SCS level","SCS level","50","50","90860","80000"
"In post","2021","Unknown","Department for International Trade","SEO/HEO","HEO","265","260","32190","32120"
"In post","2021","Unknown","Department for International Trade","SEO/HEO","SEO","205","205","39000","38540"
"In post","2021","Unknown","Department for Transport","AA/AO","AA","195","155","18510","18060"
"In post","2021","Unknown","Department for Transport","AA/AO","AO","705","665","23060","21590"
"In post","2021","Unknown","Department for Transport","EO","EO","615","600","27690","26700"
"In post","2021","Unknown","Department for Transport","G6/G7","G6","30","30","73990","70630"
"In post","2021","Unknown","Department for Transport","G6/G7","G7","115","110","57460","54760"
"In post","2021","Unknown","Department for Transport","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Transport","SEO/HEO","HEO","195","190","33210","32200"
"In post","2021","Unknown","Department for Transport","SEO/HEO","SEO","145","145","42680","42470"
"In post","2021","Unknown","Department for Work and Pensions","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","AA/AO","AO","900","835","21260","21010"
"In post","2021","Unknown","Department for Work and Pensions","EO","EO","1915","1845","28340","27570"
"In post","2021","Unknown","Department for Work and Pensions","G6/G7","G6","40","40","69410","70940"
"In post","2021","Unknown","Department for Work and Pensions","G6/G7","G7","100","100","55100","54070"
"In post","2021","Unknown","Department for Work and Pensions","SCS level","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions","SEO/HEO","HEO","160","155","34310","33660"
"In post","2021","Unknown","Department for Work and Pensions","SEO/HEO","SEO","100","100","39820","39330"
"In post","2021","Unknown","Department of Health and Social Care","AA/AO","AA","45","40","20740","20870"
"In post","2021","Unknown","Department of Health and Social Care","AA/AO","AO","145","135","22730","22920"
"In post","2021","Unknown","Department of Health and Social Care","EO","EO","660","630","27150","27270"
"In post","2021","Unknown","Department of Health and Social Care","G6/G7","G6","515","495","68660","66230"
"In post","2021","Unknown","Department of Health and Social Care","G6/G7","G7","1175","1145","53380","53360"
"In post","2021","Unknown","Department of Health and Social Care","SCS level","SCS level","370","350","101330","93000"
"In post","2021","Unknown","Department of Health and Social Care","SEO/HEO","HEO","1010","980","32660","32790"
"In post","2021","Unknown","Department of Health and Social Care","SEO/HEO","SEO","880","850","40630","40650"
"In post","2021","Unknown","ESTYN","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","AA/AO","AO","85","85","24550","23000"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","EO","EO","145","140","28680","28530"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","G6/G7","G6","235","230","66290","66680"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","G6/G7","G7","515","500","54080","54470"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","SCS level","SCS level","100","100","84830","77420"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","325","320","35530","34770"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","185","185","41480","41460"
"In post","2021","Unknown","HM Land Registry","AA/AO","AA","20","20","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","AA/AO","AO","1300","1245","22470","22350"
"In post","2021","Unknown","HM Land Registry","EO","EO","310","300","27840","27130"
"In post","2021","Unknown","HM Land Registry","G6/G7","G6","20","20","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","G6/G7","G7","70","70","57720","57000"
"In post","2021","Unknown","HM Land Registry","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","SEO/HEO","HEO","110","110","36420","37290"
"In post","2021","Unknown","HM Land Registry","SEO/HEO","SEO","105","105","41460","39100"
"In post","2021","Unknown","HM Revenue and Customs","AA/AO","AA","365","280","20090","20070"
"In post","2021","Unknown","HM Revenue and Customs","AA/AO","AO","8520","7540","20630","20140"
"In post","2021","Unknown","HM Revenue and Customs","EO","EO","4860","4565","26170","25560"
"In post","2021","Unknown","HM Revenue and Customs","G6/G7","G6","350","340","67410","65290"
"In post","2021","Unknown","HM Revenue and Customs","G6/G7","G7","1045","1010","53940","52580"
"In post","2021","Unknown","HM Revenue and Customs","SCS level","SCS level","75","75","90800","79930"
"In post","2021","Unknown","HM Revenue and Customs","SEO/HEO","HEO","3495","3360","32690","31810"
"In post","2021","Unknown","HM Revenue and Customs","SEO/HEO","SEO","1355","1310","39320","38630"
"In post","2021","Unknown","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury","EO","EO","15","15","[c]","[c]"
"In post","2021","Unknown","HM Treasury","G6/G7","G6","35","30","79530","73330"
"In post","2021","Unknown","HM Treasury","G6/G7","G7","70","70","59500","56940"
"In post","2021","Unknown","HM Treasury","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","HM Treasury","SEO/HEO","HEO","50","50","36020","35290"
"In post","2021","Unknown","HM Treasury","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2021","Unknown","Home Office","AA/AO","AA","30","30","20270","22210"
"In post","2021","Unknown","Home Office","AA/AO","AO","540","520","21920","21430"
"In post","2021","Unknown","Home Office","EO","EO","750","730","26630","24890"
"In post","2021","Unknown","Home Office","G6/G7","G6","40","40","69720","68700"
"In post","2021","Unknown","Home Office","G6/G7","G7","190","190","57300","57430"
"In post","2021","Unknown","Home Office","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Home Office","SEO/HEO","HEO","235","235","34220","35050"
"In post","2021","Unknown","Home Office","SEO/HEO","SEO","200","200","41870","41950"
"In post","2021","Unknown","Home Office","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","AA/AO","AA","1065","1030","19360","19560"
"In post","2021","Unknown","Ministry of Defence","AA/AO","AO","1950","1885","27210","22920"
"In post","2021","Unknown","Ministry of Defence","EO","EO","1425","1380","26610","26670"
"In post","2021","Unknown","Ministry of Defence","G6/G7","G6","175","160","70700","68070"
"In post","2021","Unknown","Ministry of Defence","G6/G7","G7","765","720","56890","54570"
"In post","2021","Unknown","Ministry of Defence","SCS level","SCS level","45","40","97190","91450"
"In post","2021","Unknown","Ministry of Defence","SEO/HEO","HEO","1455","1405","34940","33300"
"In post","2021","Unknown","Ministry of Defence","SEO/HEO","SEO","1050","1015","41780","40800"
"In post","2021","Unknown","Ministry of Defence","Unknown","Unknown","2140","2130","38200","34460"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","AA/AO","AO","50","45","21690","21270"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","EO","EO","40","40","27280","27850"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","G6/G7","G6","70","60","63570","63470"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","G6/G7","G7","95","90","51850","53130"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","60","60","32680","33210"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","55","55","39990","39600"
"In post","2021","Unknown","Ministry of Justice","AA/AO","AA","1130","1095","20070","20600"
"In post","2021","Unknown","Ministry of Justice","AA/AO","AO","4180","4085","24900","24440"
"In post","2021","Unknown","Ministry of Justice","EO","EO","485","480","26250","26410"
"In post","2021","Unknown","Ministry of Justice","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","G6/G7","G7","280","275","58870","57950"
"In post","2021","Unknown","Ministry of Justice","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","SEO/HEO","HEO","470","450","30540","30850"
"In post","2021","Unknown","Ministry of Justice","SEO/HEO","SEO","355","350","40450","40000"
"In post","2021","Unknown","Ministry of Justice","Unknown","Unknown","715","645","24130","22920"
"In post","2021","Unknown","National Crime Agency","AA/AO","AO","245","235","23190","22600"
"In post","2021","Unknown","National Crime Agency","EO","EO","1770","1735","33020","32770"
"In post","2021","Unknown","National Crime Agency","G6/G7","G6","45","45","75250","73770"
"In post","2021","Unknown","National Crime Agency","G6/G7","G7","140","140","60830","60980"
"In post","2021","Unknown","National Crime Agency","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","SEO/HEO","HEO","920","900","41640","40210"
"In post","2021","Unknown","National Crime Agency","SEO/HEO","SEO","385","380","49990","48900"
"In post","2021","Unknown","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","EO","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","AA/AO","AO","30","30","21160","21160"
"In post","2021","Unknown","Office for Standards in Education","EO","EO","25","25","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","G6/G7","G7","20","20","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SEO/HEO","SEO","70","65","49260","51360"
"In post","2021","Unknown","Office of Gas and Electricity Markets","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","EO","EO","25","25","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","G6/G7","G7","30","30","56710","56000"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","EO","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","G7","25","25","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","10","10","[c]","[c]"
