"Status","Year","Ethnicity","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Mixed","Devon CC","AA/AO","25","25","[c]","[c]"
"In post","2021","Mixed","Devon CC","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Devon CC","G6/G7","10","10","[c]","[c]"
"In post","2021","Mixed","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Devon CC","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Mixed","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Dorset CC","AA/AO","10","10","[c]","[c]"
"In post","2021","Mixed","Dorset CC","EO","5","5","[c]","[c]"
"In post","2021","Mixed","Dorset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Dorset CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Dorset CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Mixed","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Dudley","AA/AO","10","5","[c]","[c]"
"In post","2021","Mixed","Dudley","EO","5","5","[c]","[c]"
"In post","2021","Mixed","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Dudley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Dudley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Dumfries and Galloway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Dumfries and Galloway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Durham CC","AA/AO","30","30","24500","22350"
"In post","2021","Mixed","Durham CC","EO","5","5","[c]","[c]"
"In post","2021","Mixed","Durham CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Durham CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Durham CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Mixed","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ealing","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ealing","EO","15","15","[c]","[c]"
"In post","2021","Mixed","Ealing","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Ayrshire and North Ayrshire mainland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Ayrshire and North Ayrshire mainland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Ayrshire and North Ayrshire mainland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Ayrshire and North Ayrshire mainland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Ayrshire and North Ayrshire mainland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Kent","AA/AO","15","15","[c]","[c]"
"In post","2021","Mixed","East Kent","EO","25","25","[c]","[c]"
"In post","2021","Mixed","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Kent","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Kent","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Mixed","East Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Lothian and Midlothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Merseyside","EO","5","5","[c]","[c]"
"In post","2021","Mixed","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Riding of Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","East Riding of Yorkshire","EO","5","5","[c]","[c]"
"In post","2021","Mixed","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Surrey","AA/AO","15","15","[c]","[c]"
"In post","2021","Mixed","East Surrey","EO","10","10","[c]","[c]"
"In post","2021","Mixed","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Sussex CC","AA/AO","25","25","[c]","[c]"
"In post","2021","Mixed","East Sussex CC","EO","15","15","[c]","[c]"
"In post","2021","Mixed","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","East Sussex CC","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Mixed","East Sussex CC","Unknown","5","5","[c]","[c]"
"In post","2021","Mixed","Enfield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Enfield","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Enfield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Essex Haven Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Essex Haven Gateway","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Essex Haven Gateway","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Essex Haven Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Essex Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Essex Thames Gateway","EO","5","5","[c]","[c]"
"In post","2021","Mixed","Essex Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Essex Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Falkirk","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","Falkirk","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Falkirk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Falkirk","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Falkirk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Fermanagh and Omagh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Flintshire and Wrexham","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Flintshire and Wrexham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Glasgow City","AA/AO","30","25","[c]","[c]"
"In post","2021","Mixed","Glasgow City","EO","20","20","[c]","[c]"
"In post","2021","Mixed","Glasgow City","G6/G7","10","10","[c]","[c]"
"In post","2021","Mixed","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Glasgow City","SEO/HEO","30","30","35500","32310"
"In post","2021","Mixed","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gloucestershire","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","Gloucestershire","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Greater Manchester North East","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","Greater Manchester North East","EO","15","10","[c]","[c]"
"In post","2021","Mixed","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Greater Manchester North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Greater Manchester North West","AA/AO","10","10","[c]","[c]"
"In post","2021","Mixed","Greater Manchester North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Greater Manchester North West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Greater Manchester North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Greater Manchester South East","AA/AO","15","15","[c]","[c]"
"In post","2021","Mixed","Greater Manchester South East","EO","5","5","[c]","[c]"
"In post","2021","Mixed","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Greater Manchester South East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Greater Manchester South West","AA/AO","25","20","[c]","[c]"
"In post","2021","Mixed","Greater Manchester South West","EO","35","35","25410","25560"
"In post","2021","Mixed","Greater Manchester South West","G6/G7","5","5","[c]","[c]"
"In post","2021","Mixed","Greater Manchester South West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Greater Manchester South West","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Mixed","Greater Manchester South West","Unknown","10","10","[c]","[c]"
"In post","2021","Mixed","Gwent Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gwent Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gwent Valleys","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gwynedd","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gwynedd","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gwynedd","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gwynedd","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Hackney and Newham","AA/AO","20","20","[c]","[c]"
"In post","2021","Mixed","Hackney and Newham","EO","30","30","30890","31060"
"In post","2021","Mixed","Hackney and Newham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Hackney and Newham","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Mixed","Hackney and Newham","Unknown","5","5","[c]","[c]"
"In post","2021","Mixed","Haringey and Islington","AA/AO","20","20","[c]","[c]"
"In post","2021","Mixed","Haringey and Islington","EO","30","30","30810","31060"
"In post","2021","Mixed","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Haringey and Islington","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Haringey and Islington","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Mixed","Haringey and Islington","Unknown","15","15","[c]","[c]"
"In post","2021","Mixed","Harrow and Hillingdon","AA/AO","15","15","[c]","[c]"
"In post","2021","Mixed","Harrow and Hillingdon","EO","40","35","30400","31030"
"In post","2021","Mixed","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Harrow and Hillingdon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Harrow and Hillingdon","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Mixed","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Hartlepool and Stockton-on-Tees","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","Hartlepool and Stockton-on-Tees","EO","5","5","[c]","[c]"
"In post","2021","Mixed","Hartlepool and Stockton-on-Tees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Hartlepool and Stockton-on-Tees","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heart of Essex","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","Heart of Essex","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Heart of Essex","G6/G7","5","5","[c]","[c]"
"In post","2021","Mixed","Heart of Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Herefordshire, County of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Herefordshire, County of","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Herefordshire, County of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Herefordshire, County of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Hertfordshire","AA/AO","25","25","[c]","[c]"
"In post","2021","Mixed","Hertfordshire","EO","25","20","[c]","[c]"
"In post","2021","Mixed","Hertfordshire","G6/G7","10","10","[c]","[c]"
"In post","2021","Mixed","Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Hertfordshire","SEO/HEO","35","35","38080","38530"
"In post","2021","Mixed","Hertfordshire","Unknown","5","5","[c]","[c]"
"In post","2021","Mixed","Hounslow and Richmond upon Thames","AA/AO","30","30","[c]","[c]"
"In post","2021","Mixed","Hounslow and Richmond upon Thames","EO","35","35","30460","31060"
"In post","2021","Mixed","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Hounslow and Richmond upon Thames","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Hounslow and Richmond upon Thames","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Mixed","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inverclyde, East Renfrewshire and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inverclyde, East Renfrewshire and Renfrewshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inverclyde, East Renfrewshire and Renfrewshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inverness and Nairn and Moray, Badenoch and Strathspey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inverness and Nairn and Moray, Badenoch and Strathspey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inverness and Nairn and Moray, Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inverness and Nairn and Moray, Badenoch and Strathspey","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inverness and Nairn and Moray, Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Isle of Anglesey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Isle of Anglesey","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Isle of Anglesey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Isle of Anglesey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Isle of Wight","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","25","25","[c]","[c]"
"In post","2021","Mixed","Kensington & Chelsea and Hammersmith & Fulham","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Kent Thames Gateway","AA/AO","10","10","[c]","[c]"
"In post","2021","Mixed","Kent Thames Gateway","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Kent Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Kingston upon Hull, City of","AA/AO","10","10","[c]","[c]"
"In post","2021","Mixed","Kingston upon Hull, City of","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Kingston upon Hull, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lambeth","AA/AO","25","20","[c]","[c]"
"In post","2021","Mixed","Lambeth","EO","55","50","31100","31060"
"In post","2021","Mixed","Lambeth","G6/G7","20","20","[c]","[c]"
"In post","2021","Mixed","Lambeth","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lambeth","SEO/HEO","45","40","40240","40170"
"In post","2021","Mixed","Lambeth","Unknown","5","5","[c]","[c]"
"In post","2021","Mixed","Lancaster and Wyre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lancaster and Wyre","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lancaster and Wyre","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lancaster and Wyre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Leeds","AA/AO","55","55","21420","21010"
"In post","2021","Mixed","Leeds","EO","60","60","26760","27570"
"In post","2021","Mixed","Leeds","G6/G7","25","20","[c]","[c]"
"In post","2021","Mixed","Leeds","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Leeds","SEO/HEO","50","45","34630","31990"
"In post","2021","Mixed","Leeds","Unknown","10","5","[c]","[c]"
"In post","2021","Mixed","Leicester","AA/AO","25","20","[c]","[c]"
"In post","2021","Mixed","Leicester","EO","15","15","[c]","[c]"
"In post","2021","Mixed","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Leicester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Leicester","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Mixed","Leicester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Leicestershire CC and Rutland","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","Leicestershire CC and Rutland","EO","5","5","[c]","[c]"
"In post","2021","Mixed","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Leicestershire CC and Rutland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Leicestershire CC and Rutland","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Mixed","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lewisham and Southwark","AA/AO","10","10","[c]","[c]"
"In post","2021","Mixed","Lewisham and Southwark","EO","25","25","[c]","[c]"
"In post","2021","Mixed","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lewisham and Southwark","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lewisham and Southwark","Unknown","20","15","[c]","[c]"
"In post","2021","Mixed","Lincolnshire","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","Lincolnshire","EO","10","5","[c]","[c]"
"In post","2021","Mixed","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lincolnshire","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Mixed","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lisburn and Castlereagh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lisburn and Castlereagh","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lisburn and Castlereagh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lisburn and Castlereagh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Liverpool","AA/AO","50","45","21580","21430"
"In post","2021","Mixed","Liverpool","EO","50","45","25640","25040"
"In post","2021","Mixed","Liverpool","G6/G7","10","10","[c]","[c]"
"In post","2021","Mixed","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Liverpool","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Mixed","Liverpool","Unknown","15","10","[c]","[c]"
"In post","2021","Mixed","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","EO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Luton","AA/AO","10","5","[c]","[c]"
"In post","2021","Mixed","Luton","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Luton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Manchester","AA/AO","40","35","21170","20920"
"In post","2021","Mixed","Manchester","EO","55","55","26360","27570"
"In post","2021","Mixed","Manchester","G6/G7","20","20","[c]","[c]"
"In post","2021","Mixed","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Manchester","SEO/HEO","50","50","34380","33560"
"In post","2021","Mixed","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Medway","AA/AO","5","5","[c]","[c]"
"In post","2021","Mixed","Medway","EO","5","5","[c]","[c]"
"In post","2021","Mixed","Medway","G6/G7","[c]","[c]","[c]","[c]"
