"Status","Year","Function_of_post","Organisation","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Government Actuary's Department","Eastern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","EO","10","10","28300","28230"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","G6","85","75","92120","89720"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","G7","10","10","58100","57250"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","HEO","25","25","36180","36230"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","SEO","25","25","47840","48780"
"In post","2021","Analysis","Government Internal Audit Agency","Inner London - West","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Derbyshire and Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Derbyshire and Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Inner London - East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Merseyside","G7","10","5","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Merseyside","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Merseyside","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","North Yorkshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Northumberland and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","South Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Inner London - East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Inner London - East","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Inner London - East","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Inner London - West","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Devon","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","East Anglia","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Outer London - South","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Outer London - South","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Shropshire and Staffordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Shropshire and Staffordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","West Midlands","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","East Anglia","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Essex","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Essex","G7","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Essex","HEO","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Essex","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester","G6","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester","G7","35","35","51390","52580"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester","HEO","65","65","31880","31810"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester","SEO","50","50","37280","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","EO","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","G6","10","10","68400","71290"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","G7","35","35","57810","59160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","HEO","35","35","36070","36160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","SEO","25","25","41430","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - West","AO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - West","EO","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - West","G6","20","20","69840","71290"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - West","G7","60","55","57330","59160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - West","HEO","70","70","36410","36160"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - West","SCS level","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - West","SEO","30","30","41500","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Merseyside","G7","30","25","47260","52580"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Merseyside","HEO","20","15","31810","31810"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Merseyside","SEO","25","25","37800","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Outer London - South","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Outer London - South","G7","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Outer London - South","HEO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Outer London - South","SEO","10","10","42180","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Central Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Central Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","East Anglia","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","East Anglia","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Inner London - West","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Inner London - West","EO","5","5","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Inner London - West","G6","20","20","66420","66040"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Inner London - West","G7","40","40","55150","55530"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Inner London - West","HEO","40","40","34220","32320"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Inner London - West","SCS level","10","10","81660","75240"
"In post","2021","Analysis","Insolvency Service","Derbyshire and Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Devon","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Eastern Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Greater Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Inner London - East","G6","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Inner London - East","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Inner London - East","HEO","[c]","[c]","[c]","[c]"
