"Status","Year","Function_of_post","Organisation","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","South Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","Tees Valley and Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","Tees Valley and Durham","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","West Central Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","West Central Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","West Midlands","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","West Wales and The Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Courts and Tribunals Service","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Derbyshire and Nottinghamshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Derbyshire and Nottinghamshire","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Derbyshire and Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Derbyshire and Nottinghamshire","SEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Devon","AA","25","25","20820","21040"
"In post","2021","Digital, Data & Technology","HM Land Registry","Devon","AO","20","15","22350","22350"
"In post","2021","Digital, Data & Technology","HM Land Registry","Devon","EO","145","135","30060","31740"
"In post","2021","Digital, Data & Technology","HM Land Registry","Devon","G6","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Devon","G7","30","30","57340","56750"
"In post","2021","Digital, Data & Technology","HM Land Registry","Devon","HEO","155","145","38290","38450"
"In post","2021","Digital, Data & Technology","HM Land Registry","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Devon","SEO","135","130","44550","43710"
"In post","2021","Digital, Data & Technology","HM Land Registry","Dorset and Somerset","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Dorset and Somerset","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Dorset and Somerset","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","East Anglia","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","East Anglia","SEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","East Yorkshire and Northern Lincolnshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Lancashire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Leicestershire, Rutland and Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Merseyside","EO","15","10","27460","27130"
"In post","2021","Digital, Data & Technology","HM Land Registry","Merseyside","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Merseyside","SEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outer London - South","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outer London - South","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outer London - South","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outer London - South","HEO","10","10","40220","41900"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Outer London - South","SEO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Shropshire and Staffordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Shropshire and Staffordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Tees Valley and Durham","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Tees Valley and Durham","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","West Midlands","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","West Midlands","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","West Wales and The Valleys","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","West Wales and The Valleys","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","West Wales and The Valleys","SEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","EO","10","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","HEO","10","10","31140","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Devon","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Wales","AO","10","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Wales","EO","25","20","26110","25560"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Wales","G7","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Wales","HEO","30","30","31260","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Wales","SEO","20","20","38390","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Eastern Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Eastern Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Eastern Scotland","G7","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Eastern Scotland","HEO","25","25","31420","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Eastern Scotland","SEO","20","20","37490","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Essex","AA","10","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Essex","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Essex","EO","45","40","26350","25560"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Essex","G6","15","15","62810","64670"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Essex","G7","30","25","52230","52580"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Essex","HEO","105","100","32720","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Essex","SCS level","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Essex","SEO","80","70","39460","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","25","25","25610","25560"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G6","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G7","15","15","52820","52580"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","15","15","31100","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","20","20","37320","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Greater Manchester","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Greater Manchester","EO","15","15","25580","25560"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Greater Manchester","G6","10","10","66810","64670"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Greater Manchester","G7","40","40","51460","52580"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Greater Manchester","HEO","70","65","31500","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Greater Manchester","SEO","70","65","37870","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - East","AO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - East","EO","30","30","30370","29570"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - East","G6","20","20","72250","71290"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - East","G7","35","35","58340","59160"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - East","HEO","30","30","36380","36160"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - East","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - East","SEO","45","40","42080","41760"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - West","EO","15","15","30620","29570"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - West","G6","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - West","G7","15","15","58180","59160"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - West","HEO","20","20","35980","36160"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Inner London - West","SEO","10","10","41790","41760"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Lancashire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Lancashire","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Lancashire","HEO","15","15","31740","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Merseyside","EO","10","10","25710","25560"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Merseyside","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Merseyside","G7","15","10","50270","52580"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Merseyside","HEO","40","40","31170","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Merseyside","SEO","20","20","38470","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northern Ireland","HEO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","EO","65","60","25550","25560"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","G6","35","35","63450","64670"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","G7","100","100","50880","52580"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","HEO","175","165","31880","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","SCS level","15","15","84530","76430"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","SEO","170","165","38100","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outer London - South","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outer London - South","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outer London - South","HEO","15","15","35380","36160"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outer London - South","SEO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","EO","40","40","25860","25560"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","G6","30","30","64520","64670"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","G7","85","85","52650","52580"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","HEO","70","65","32400","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","SEO","95","90","38660","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Southern Scotland","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Southern Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Southern Scotland","HEO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Southern Scotland","SEO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","AO","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","EO","25","25","25680","25560"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","G6","10","10","64900","64670"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","G7","30","25","51970","52580"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","HEO","60","55","31320","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","SEO","45","45","39040","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Central Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Central Scotland","HEO","25","25","31550","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Central Scotland","SEO","10","10","36670","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands","EO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands","HEO","40","40","32110","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands","SEO","15","15","37610","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Yorkshire","AO","20","20","20480","20140"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Yorkshire","EO","80","75","25800","25560"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Yorkshire","G6","15","15","65260","64670"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Yorkshire","G7","50","50","52470","52580"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Yorkshire","HEO","95","90","31750","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Yorkshire","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Yorkshire","SEO","65","65","38140","38630"
"In post","2021","Digital, Data & Technology","HM Treasury (excl. agencies)","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury (excl. agencies)","East Anglia","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury (excl. agencies)","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury (excl. agencies)","Inner London - West","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury (excl. agencies)","Inner London - West","G7","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury (excl. agencies)","Inner London - West","HEO","15","15","39240","38000"
"In post","2021","Digital, Data & Technology","HM Treasury (excl. agencies)","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","Derbyshire and Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","Devon","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","Inner London - East","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","Inner London - East","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","Outer London - South","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","West Midlands","EO","10","10","27860","29650"
"In post","2021","Digital, Data & Technology","Insolvency Service","West Midlands","G6","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","West Midlands","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","West Midlands","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","West Midlands","SEO","15","15","44540","43340"
"In post","2021","Digital, Data & Technology","Insolvency Service","West Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","West Yorkshire","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Insolvency Service","West Yorkshire","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Inner London - West","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Inner London - West","G7","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Inner London - West","HEO","[c]","[c]","[c]","[c]"
