"Status","Year","Disability","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Legal","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Legal","G6/G7","100","95","60370","60830"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Legal","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Medicine","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Medicine","EO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Medicine","G6/G7","45","45","60420","60830"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Medicine","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Medicine","SEO/HEO","60","55","40940","37410"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Operational Delivery","AA/AO","420","375","23460","23830"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Operational Delivery","EO","295","280","28710","28850"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Operational Delivery","G6/G7","180","175","63500","60830"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Operational Delivery","SCS level","35","35","90820","82600"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Operational Delivery","SEO/HEO","460","440","40520","37410"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Other","AA/AO","35","35","23450","23830"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Other","EO","45","45","28830","28850"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Other","G6/G7","95","90","62870","60830"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Other","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Other","SEO/HEO","340","320","40200","37410"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Planning","SEO/HEO","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Policy","AA/AO","120","115","23400","23830"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Policy","EO","240","230","28780","28850"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Policy","G6/G7","285","275","60580","60830"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Policy","SCS level","65","60","89350","79260"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Policy","SEO/HEO","685","650","40790","37410"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Project Delivery","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Project Delivery","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Project Delivery","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Project Delivery","SEO/HEO","35","35","40200","39310"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Property","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Property","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Property","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Property","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Science and Engineering","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Science and Engineering","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Science and Engineering","SEO/HEO","35","30","42800","47000"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Social Research","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Social Research","SEO/HEO","115","115","45990","47000"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Statistics","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Statistics","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Statistics","SEO/HEO","40","40","39320","39310"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Veterinarian","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Government (excl. agencies)","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Welsh Revenue Authority","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Operational Delivery","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Policy","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Project Delivery","EO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Project Delivery","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Wilton Park","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Accountant in Bankruptcy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Accountant in Bankruptcy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","15","10","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Operational Delivery","AA/AO","25","25","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Operational Delivery","EO","35","30","26340","25360"
"In post","2021","Undeclared","Animal and Plant Health Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Science and Engineering","AA/AO","5","5","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Science and Engineering","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","15","15","[c]","[c]"
