"Status","Year","Disability","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Policy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Development","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport (excl. agencies)","Unknown","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","65","[c]","21250","21010"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","EO","50","[c]","27860","27570"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Operational Delivery","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Licensing Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Operational Delivery","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Driver and Vehicle Standards Agency","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Education and Skills Funding Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Education and Skills Funding Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Education and Skills Funding Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Education and Skills Funding Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","FCDO Services","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign and Commonwealth Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign and Commonwealth Office (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Internal Audit Agency","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Internal Audit Agency","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Internal Audit Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Legal Department","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Government Legal Department","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Health and Safety Executive","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Legal","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Operational Delivery","AA/AO","55","[c]","19480","19930"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Operational Delivery","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Courts and Tribunals Service","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Operational Delivery","AA/AO","355","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Operational Delivery","EO","40","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Operational Delivery","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Operational Delivery","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Psychology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Psychology","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Unknown","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Unknown","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Unknown","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","Unknown","AA/AO","145","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","Unknown","EO","85","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","Unknown","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs (excl. agencies)","Unknown","SEO/HEO","80","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury (excl. agencies)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Operational Delivery","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Security","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Unknown","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office (incl. agencies)","Unknown","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Insolvency Service","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal Aid Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Maritime and Coastguard Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Maritime and Coastguard Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Maritime and Coastguard Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Maritime and Coastguard Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Medicines and Healthcare Products Regulatory Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Medicine","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Other","AA/AO","35","[c]","20510","21020"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Other","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Property","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Property","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Science and Engineering","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Security","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Legal","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice (excl. agencies)","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Budget Responsibility","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of the Public Guardian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of the Public Guardian","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectorate","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectorate","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectorate","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectorate","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectorate","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectorate","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectorate","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Planning Inspectorate","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Science and Engineering","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Public Health England","Science and Engineering","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Social Security Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Standards and Testing Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Submarine Delivery Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Submarine Delivery Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Hydrographic Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Hydrographic Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Hydrographic Office","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
