"Status","Year","Ethnicity","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Food Standards Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Veterinarian","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Commercial","Outside London","25","25","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Communications","London","35","35","48370","45660"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Outside London","75","75","39560","38850"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Economics","London","35","30","50840","53880"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Economics","Overseas","5","5","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Finance","London","20","20","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Finance","Outside London","25","25","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Human Resources","London","15","15","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","15","15","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Internal Audit","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","10","10","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Legal","London","10","10","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Operational Delivery","London","50","50","35890","34770"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","40","40","27010","24750"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Operational Delivery","Overseas","5","5","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Operational Research","London","5","5","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Other","London","45","40","59820","56250"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Other","Overseas","15","15","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Policy","London","285","280","49100","52700"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Policy","Outside London","35","35","44350","48940"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Policy","Overseas","180","180","55140","54080"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Project Delivery","London","50","50","43570","38600"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Project Delivery","Outside London","25","25","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Project Delivery","Overseas","15","15","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Property","London","5","5","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Property","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Property","Overseas","5","5","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Science and Engineering","Overseas","5","5","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Security","London","20","20","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Security","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Security","Overseas","5","5","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Statistics","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Statistics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Tax","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Unknown","London","20","20","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","Unknown","Overseas","5","5","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Communications","London","5","5","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Digital, Data and Technology","London","10","10","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Digital, Data and Technology","Outside London","120","115","34450","31740"
"In post","2021","Unknown","HM Land Registry","Finance","London","5","5","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Finance","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Human Resources","Outside London","15","15","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Legal","Outside London","40","40","46050","56750"
"In post","2021","Unknown","HM Land Registry","Operational Delivery","London","30","30","28560","25850"
"In post","2021","Unknown","HM Land Registry","Operational Delivery","Outside London","755","715","23920","22350"
"In post","2021","Unknown","HM Land Registry","Other","London","10","10","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Project Delivery","Outside London","30","30","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Revenue and Customs","Commercial","Outside London","10","10","[c]","[c]"
"In post","2021","Unknown","HM Revenue and Customs","Communications","London","20","20","[c]","[c]"
"In post","2021","Unknown","HM Revenue and Customs","Communications","Outside London","25","25","[c]","[c]"
"In post","2021","Unknown","HM Revenue and Customs","Digital, Data and Technology","London","45","45","49040","41760"
"In post","2021","Unknown","HM Revenue and Customs","Digital, Data and Technology","Outside London","395","385","37320","31810"
"In post","2021","Unknown","HM Revenue and Customs","Economics","London","15","15","[c]","[c]"
"In post","2021","Unknown","HM Revenue and Customs","Economics","Outside London","5","5","[c]","[c]"
"In post","2021","Unknown","HM Revenue and Customs","Finance","London","25","25","[c]","[c]"
"In post","2021","Unknown","HM Revenue and Customs","Finance","Outside London","180","155","27550","20140"
