"Status","Year","Ethnicity","Parent_department","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office for Standards in Education","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Gas and Electricity Markets","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Qualifications and Examinations Regulation","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Rail and Road","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Rail and Road","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Rail and Road","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Rail and Road","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Rail and Road","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Rail and Road","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Rail and Road","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Office of Rail and Road","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Other Cabinet Office Agencies","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Other Cabinet Office Agencies","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Other Cabinet Office Agencies","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Other Cabinet Office Agencies","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Other Cabinet Office Agencies","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Other Cabinet Office Agencies","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Other Cabinet Office Agencies","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Other Cabinet Office Agencies","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Other Cabinet Office Agencies","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Other Cabinet Office Agencies","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scotland Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Scottish Government","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","The National Archives","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","The National Archives","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","The National Archives","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","The National Archives","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","The National Archives","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","The National Archives","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","The National Archives","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Export Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Export Finance","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Export Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Export Finance","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Export Finance","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Export Finance","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Export Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Supreme Court","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Supreme Court","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Supreme Court","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Supreme Court","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","UK Supreme Court","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","United Kingdom Statistics Authority","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Wales Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Wales Office","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Water Services Regulation Authority","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Welsh Government","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Attorney General's Departments","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Attorney General's Departments","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Attorney General's Departments","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Attorney General's Departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chancellor's other departments","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Unknown","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Economics","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","International Trade","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Other","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Policy","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Operational Delivery","Outside London","35","[c]","26730","26700"
"Leaver CS","2021","Undeclared","Department for Transport","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Unknown","London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Unknown","Outside London","155","[c]","25480","25490"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Science and Engineering","Outside London","45","[c]","30350","34530"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Operational Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Property","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Unknown","London","50","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Unknown","Outside London","265","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Policy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Operational Delivery","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Operational Delivery","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Unknown","London","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Unknown","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Defence","Intelligence Analysis","Outside London","5","[c]","[c]","[c]"
