"Status","Year","Age","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Mixed","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","HM Courts and Tribunals Service","Outside London","15","10","[c]","[c]"
"In post","2021","60-64","Mixed","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","HM Prison and Probation Service","London","10","10","[c]","[c]"
"In post","2021","60-64","Mixed","HM Prison and Probation Service","Outside London","35","25","33320","31650"
"In post","2021","60-64","Mixed","HM Revenue and Customs (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","60-64","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","30","25","[c]","[c]"
"In post","2021","60-64","Mixed","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Home Office (incl. agencies)","London","20","20","[c]","[c]"
"In post","2021","60-64","Mixed","Home Office (incl. agencies)","Outside London","15","10","[c]","[c]"
"In post","2021","60-64","Mixed","Home Office (incl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Ministry of Defence (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","60-64","Mixed","Ministry of Defence (excl. agencies)","Outside London","25","20","[c]","[c]"
"In post","2021","60-64","Mixed","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Public Health England","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Scottish Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","United Kingdom Statistics Authority","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Mixed","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Wales Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Mixed","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Crown Prosecution Service","London","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Work and Pensions (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Work and Pensions (excl. agencies)","Outside London","30","25","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Government Legal Department","London","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Courts and Tribunals Service","Outside London","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Prison and Probation Service","London","10","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Prison and Probation Service","Outside London","15","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Revenue and Customs (excl. agencies)","London","10","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Revenue and Customs (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Home Office (incl. agencies)","London","15","15","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Home Office (incl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Home Office (incl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","London","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Ministry of Defence (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Public Health England","London","5","5","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Scottish Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other ethnicity","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
