"Status","Year","Age","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Chinese","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Home Office (incl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Home Office (incl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Home Office (incl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Scottish Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Social Security Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Welsh Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Chinese","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for International Development","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for International Development","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for International Development","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Foreign and Commonwealth Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Foreign and Commonwealth Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Foreign and Commonwealth Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Mixed","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
