"Status","Year","Parent_department","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","AO","Female","310","[c]","22350","22350"
"New entrant CS","2021","HM Land Registry","Outside London","AO","Male","205","[c]","22350","22350"
"New entrant CS","2021","HM Land Registry","Outside London","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","EO","Male","30","[c]","27740","27130"
"New entrant CS","2021","HM Land Registry","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Outside London","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","London","AO","Female","50","[c]","24140","24120"
"New entrant CS","2021","HM Revenue and Customs","London","AO","Male","40","[c]","24140","24120"
"New entrant CS","2021","HM Revenue and Customs","London","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","London","EO","Male","40","[c]","28990","29570"
"New entrant CS","2021","HM Revenue and Customs","London","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","London","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","London","G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","London","HEO","Female","50","[c]","36030","36160"
"New entrant CS","2021","HM Revenue and Customs","London","HEO","Male","80","[c]","36170","36160"
"New entrant CS","2021","HM Revenue and Customs","London","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","London","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","London","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Outside London","AO","Female","1565","[c]","20180","20140"
"New entrant CS","2021","HM Revenue and Customs","Outside London","AO","Male","1390","[c]","20160","20140"
"New entrant CS","2021","HM Revenue and Customs","Outside London","EO","Female","445","[c]","25430","25560"
"New entrant CS","2021","HM Revenue and Customs","Outside London","EO","Male","600","[c]","25460","25560"
"New entrant CS","2021","HM Revenue and Customs","Outside London","G6","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Outside London","G6","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Outside London","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Outside London","G7","Male","45","[c]","52730","52580"
"New entrant CS","2021","HM Revenue and Customs","Outside London","HEO","Female","225","[c]","31780","31810"
"New entrant CS","2021","HM Revenue and Customs","Outside London","HEO","Male","270","[c]","31640","31810"
"New entrant CS","2021","HM Revenue and Customs","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Outside London","SEO","Female","60","[c]","39460","38630"
"New entrant CS","2021","HM Revenue and Customs","Outside London","SEO","Male","60","[c]","38930","38630"
"New entrant CS","2021","HM Revenue and Customs","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Unknown","Female","215","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs","Unknown","Unknown","Male","105","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","London","AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","London","AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","London","EO","Female","45","[c]","26010","26750"
"New entrant CS","2021","HM Treasury","London","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","London","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","London","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","London","G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","London","G7","Male","35","[c]","55290","54750"
"New entrant CS","2021","HM Treasury","London","HEO","Female","125","[c]","31890","32320"
"New entrant CS","2021","HM Treasury","London","HEO","Male","130","[c]","31530","32320"
"New entrant CS","2021","HM Treasury","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","London","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","London","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Outside London","AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Outside London","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Outside London","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","HM Treasury","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","London","AA","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","London","AA","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","London","AO","Female","35","[c]","25610","25630"
"New entrant CS","2021","Home Office","London","AO","Male","30","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","London","EO","Female","170","[c]","28970","28650"
"New entrant CS","2021","Home Office","London","EO","Male","125","[c]","28960","28650"
"New entrant CS","2021","Home Office","London","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","London","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","London","G7","Female","60","[c]","58150","57430"
"New entrant CS","2021","Home Office","London","G7","Male","85","[c]","58220","57430"
"New entrant CS","2021","Home Office","London","HEO","Female","90","[c]","35190","35050"
"New entrant CS","2021","Home Office","London","HEO","Male","105","[c]","35250","35050"
"New entrant CS","2021","Home Office","London","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","London","SEO","Female","85","[c]","42680","41950"
"New entrant CS","2021","Home Office","London","SEO","Male","70","[c]","42880","41950"
"New entrant CS","2021","Home Office","London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Outside London","AA","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Outside London","AA","Male","15","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Outside London","AO","Female","230","[c]","21450","21430"
"New entrant CS","2021","Home Office","Outside London","AO","Male","240","[c]","21430","21430"
"New entrant CS","2021","Home Office","Outside London","EO","Female","200","[c]","25470","24880"
"New entrant CS","2021","Home Office","Outside London","EO","Male","360","[c]","25420","24880"
"New entrant CS","2021","Home Office","Outside London","G6","Female","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Outside London","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Outside London","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2021","Home Office","Outside London","G7","Male","35","[c]","54880","55050"
"New entrant CS","2021","Home Office","Outside London","HEO","Female","25","[c]","[c]","[c]"
