"Status","Year","Parent_department","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","ESTYN","Outside London","G6","Female","30","30","74220","74730"
"In post","2021","ESTYN","Outside London","G6","Male","35","35","74730","74730"
"In post","2021","ESTYN","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","London","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","London","EO","Female","20","20","[c]","[c]"
"In post","2021","Food Standards Agency","London","EO","Male","25","25","[c]","[c]"
"In post","2021","Food Standards Agency","London","G6","Female","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","London","G6","Male","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","London","G7","Female","50","50","55760","56130"
"In post","2021","Food Standards Agency","London","G7","Male","45","45","55370","56130"
"In post","2021","Food Standards Agency","London","HEO","Female","70","65","33070","32830"
"In post","2021","Food Standards Agency","London","HEO","Male","75","75","32530","32480"
"In post","2021","Food Standards Agency","London","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","London","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","London","SEO","Female","70","65","41270","40960"
"In post","2021","Food Standards Agency","London","SEO","Male","75","75","40940","40960"
"In post","2021","Food Standards Agency","Outside London","AO","Female","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Outside London","EO","Female","70","65","26620","26750"
"In post","2021","Food Standards Agency","Outside London","EO","Male","320","305","27210","26750"
"In post","2021","Food Standards Agency","Outside London","G6","Female","5","5","[c]","[c]"
"In post","2021","Food Standards Agency","Outside London","G6","Male","15","15","[c]","[c]"
"In post","2021","Food Standards Agency","Outside London","G7","Female","35","35","52340","52070"
"In post","2021","Food Standards Agency","Outside London","G7","Male","40","40","52580","52070"
"In post","2021","Food Standards Agency","Outside London","HEO","Female","80","75","30780","30810"
"In post","2021","Food Standards Agency","Outside London","HEO","Male","75","75","31380","30810"
"In post","2021","Food Standards Agency","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","Outside London","SEO","Female","100","100","38520","37910"
"In post","2021","Food Standards Agency","Outside London","SEO","Male","80","80","38770","37910"
"In post","2021","Foreign, Commonwealth and Development Office","London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","London","AO","Female","140","135","27610","28000"
"In post","2021","Foreign, Commonwealth and Development Office","London","AO","Male","130","130","28300","28000"
"In post","2021","Foreign, Commonwealth and Development Office","London","EO","Female","300","290","31700","30650"
"In post","2021","Foreign, Commonwealth and Development Office","London","EO","Male","200","200","31440","30680"
"In post","2021","Foreign, Commonwealth and Development Office","London","G6","Female","270","255","68070","68200"
"In post","2021","Foreign, Commonwealth and Development Office","London","G6","Male","295","290","69540","69230"
"In post","2021","Foreign, Commonwealth and Development Office","London","G7","Female","590","560","56240","56050"
"In post","2021","Foreign, Commonwealth and Development Office","London","G7","Male","530","520","57130","57400"
"In post","2021","Foreign, Commonwealth and Development Office","London","HEO","Female","610","600","37170","37590"
"In post","2021","Foreign, Commonwealth and Development Office","London","HEO","Male","490","490","37100","37560"
"In post","2021","Foreign, Commonwealth and Development Office","London","SCS level","Female","125","120","85270","78010"
"In post","2021","Foreign, Commonwealth and Development Office","London","SCS level","Male","165","165","89220","78810"
"In post","2021","Foreign, Commonwealth and Development Office","London","SEO","Female","205","200","43780","44110"
"In post","2021","Foreign, Commonwealth and Development Office","London","SEO","Male","205","200","45200","45120"
"In post","2021","Foreign, Commonwealth and Development Office","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","AA","Female","5","5","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","AO","Female","170","160","23740","24750"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","AO","Male","130","130","23540","23320"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","EO","Female","220","205","26760","26120"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","EO","Male","175","170","27790","26920"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","G6","Female","60","55","65890","65470"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","G6","Male","70","70","66720","66470"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","G7","Female","175","165","52340","52600"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","G7","Male","190","175","54580","54490"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","HEO","Female","225","220","33510","33930"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","HEO","Male","220","215","34440","33930"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","SEO","Female","155","150","41250","41520"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","SEO","Male","230","230","43310","42810"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","Unknown","Male","30","30","21610","21600"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","AO","Female","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","AO","Male","10","10","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","EO","Female","30","30","27370","27450"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","EO","Male","40","40","27680","27460"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","G6","Female","170","170","65900","65210"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","G6","Male","225","225","66290","65400"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","G7","Female","310","310","55020","55060"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","G7","Male","395","395","55180","55060"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","HEO","Female","245","245","34360","34220"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","HEO","Male","410","410","34370","34220"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","SCS level","Female","100","100","84440","75920"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","SCS level","Male","145","145","85780","77070"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","SEO","Female","70","70","40830","40580"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","SEO","Male","115","115","41650","40490"
"In post","2021","HM Land Registry","London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","London","AO","Female","40","40","25870","25850"
"In post","2021","HM Land Registry","London","AO","Male","35","30","25850","25850"
"In post","2021","HM Land Registry","London","EO","Female","60","50","30720","30600"
"In post","2021","HM Land Registry","London","EO","Male","30","30","30910","30600"
"In post","2021","HM Land Registry","London","G6","Female","10","10","[c]","[c]"
"In post","2021","HM Land Registry","London","G6","Male","10","10","[c]","[c]"
"In post","2021","HM Land Registry","London","G7","Female","20","15","[c]","[c]"
"In post","2021","HM Land Registry","London","G7","Male","15","15","[c]","[c]"
"In post","2021","HM Land Registry","London","HEO","Female","45","40","38030","37290"
"In post","2021","HM Land Registry","London","HEO","Male","40","40","37630","37290"
"In post","2021","HM Land Registry","London","SCS level","Female","5","5","[c]","[c]"
"In post","2021","HM Land Registry","London","SCS level","Male","5","5","[c]","[c]"
"In post","2021","HM Land Registry","London","SEO","Female","25","25","[c]","[c]"
"In post","2021","HM Land Registry","London","SEO","Male","40","35","46310","44260"
"In post","2021","HM Land Registry","Outside London","AA","Female","10","10","[c]","[c]"
"In post","2021","HM Land Registry","Outside London","AA","Male","20","20","[c]","[c]"
"In post","2021","HM Land Registry","Outside London","AO","Female","1085","1010","22360","22350"
"In post","2021","HM Land Registry","Outside London","AO","Male","660","645","22350","22350"
"In post","2021","HM Land Registry","Outside London","EO","Female","1395","1170","27240","27130"
"In post","2021","HM Land Registry","Outside London","EO","Male","670","635","27600","27130"
"In post","2021","HM Land Registry","Outside London","G6","Female","25","25","[c]","[c]"
"In post","2021","HM Land Registry","Outside London","G6","Male","15","15","[c]","[c]"
"In post","2021","HM Land Registry","Outside London","G7","Female","115","110","59480","60520"
"In post","2021","HM Land Registry","Outside London","G7","Male","90","90","59420","57000"
"In post","2021","HM Land Registry","Outside London","HEO","Female","655","555","34150","33840"
"In post","2021","HM Land Registry","Outside London","HEO","Male","545","500","34940","33840"
"In post","2021","HM Land Registry","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2021","HM Land Registry","Outside London","SEO","Female","315","295","41220","40860"
"In post","2021","HM Land Registry","Outside London","SEO","Male","355","330","42110","40860"
"In post","2021","HM Revenue and Customs","London","AA","Female","10","10","[c]","[c]"
"In post","2021","HM Revenue and Customs","London","AA","Male","5","5","[c]","[c]"
"In post","2021","HM Revenue and Customs","London","AO","Female","600","515","24950","25600"
"In post","2021","HM Revenue and Customs","London","AO","Male","345","335","24840","24630"
"In post","2021","HM Revenue and Customs","London","EO","Female","990","910","30530","29570"
"In post","2021","HM Revenue and Customs","London","EO","Male","845","825","30370","29570"
"In post","2021","HM Revenue and Customs","London","G6","Female","320","300","71470","71290"
"In post","2021","HM Revenue and Customs","London","G6","Male","425","405","72100","71290"
"In post","2021","HM Revenue and Customs","London","G7","Female","640","610","58660","59160"
"In post","2021","HM Revenue and Customs","London","G7","Male","820","795","58870","59160"
"In post","2021","HM Revenue and Customs","London","HEO","Female","1020","965","36600","36160"
"In post","2021","HM Revenue and Customs","London","HEO","Male","1175","1140","36960","36160"
"In post","2021","HM Revenue and Customs","London","SCS level","Female","120","115","88390","81950"
"In post","2021","HM Revenue and Customs","London","SCS level","Male","130","125","88170","79950"
"In post","2021","HM Revenue and Customs","London","SEO","Female","570","550","42370","41760"
"In post","2021","HM Revenue and Customs","London","SEO","Male","710","685","43080","41840"
"In post","2021","HM Revenue and Customs","Outside London","AA","Female","605","425","20040","20070"
"In post","2021","HM Revenue and Customs","Outside London","AA","Male","365","335","20040","20070"
"In post","2021","HM Revenue and Customs","Outside London","AO","Female","11600","9485","20690","20140"
"In post","2021","HM Revenue and Customs","Outside London","AO","Male","8075","7625","20470","20140"
"In post","2021","HM Revenue and Customs","Outside London","EO","Female","7375","6525","25980","25560"
"In post","2021","HM Revenue and Customs","Outside London","EO","Male","6430","6175","25830","25560"
"In post","2021","HM Revenue and Customs","Outside London","G6","Female","585","560","63520","64670"
"In post","2021","HM Revenue and Customs","Outside London","G6","Male","750","730","64870","64670"
"In post","2021","HM Revenue and Customs","Outside London","G7","Female","1835","1745","51460","52580"
"In post","2021","HM Revenue and Customs","Outside London","G7","Male","2325","2265","52310","52580"
"In post","2021","HM Revenue and Customs","Outside London","HEO","Female","5795","5370","31780","31810"
"In post","2021","HM Revenue and Customs","Outside London","HEO","Male","5960","5770","32010","31810"
"In post","2021","HM Revenue and Customs","Outside London","SCS level","Female","120","115","80900","74580"
"In post","2021","HM Revenue and Customs","Outside London","SCS level","Male","135","135","84870","78860"
"In post","2021","HM Revenue and Customs","Outside London","SEO","Female","2865","2700","38610","38630"
"In post","2021","HM Revenue and Customs","Outside London","SEO","Male","2940","2835","38840","38630"
"In post","2021","HM Treasury","London","AO","Female","25","25","[c]","[c]"
"In post","2021","HM Treasury","London","AO","Male","30","25","[c]","[c]"
"In post","2021","HM Treasury","London","EO","Female","135","130","27770","26950"
"In post","2021","HM Treasury","London","EO","Male","75","75","26820","26750"
"In post","2021","HM Treasury","London","G6","Female","135","125","66120","63710"
"In post","2021","HM Treasury","London","G6","Male","190","185","68790","66040"
"In post","2021","HM Treasury","London","G7","Female","290","275","55010","52840"
"In post","2021","HM Treasury","London","G7","Male","400","395","55820","53340"
"In post","2021","HM Treasury","London","HEO","Female","395","390","34700","32960"
"In post","2021","HM Treasury","London","HEO","Male","400","395","34580","32700"
"In post","2021","HM Treasury","London","SCS level","Female","85","75","84720","77000"
"In post","2021","HM Treasury","London","SCS level","Male","95","95","87880","79000"
"In post","2021","HM Treasury","London","SEO","Female","35","35","45990","46010"
"In post","2021","HM Treasury","London","SEO","Male","40","40","48360","48400"
"In post","2021","HM Treasury","Outside London","AO","Female","15","15","[c]","[c]"
"In post","2021","HM Treasury","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Outside London","EO","Female","25","20","[c]","[c]"
"In post","2021","HM Treasury","Outside London","EO","Male","10","10","[c]","[c]"
"In post","2021","HM Treasury","Outside London","G6","Female","20","20","[c]","[c]"
"In post","2021","HM Treasury","Outside London","G6","Male","15","15","[c]","[c]"
"In post","2021","HM Treasury","Outside London","G7","Female","30","30","[c]","[c]"
"In post","2021","HM Treasury","Outside London","G7","Male","40","40","52080","49830"
"In post","2021","HM Treasury","Outside London","HEO","Female","45","45","32230","30830"
"In post","2021","HM Treasury","Outside London","HEO","Male","25","25","[c]","[c]"
"In post","2021","HM Treasury","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","HM Treasury","Outside London","SEO","Female","65","60","41670","40650"
"In post","2021","HM Treasury","Outside London","SEO","Male","50","50","42990","43190"
"In post","2021","Home Office","London","AA","Female","165","135","22210","22210"
"In post","2021","Home Office","London","AA","Male","165","160","22180","22210"
"In post","2021","Home Office","London","AO","Female","925","800","25600","25630"
"In post","2021","Home Office","London","AO","Male","550","530","25610","25630"
"In post","2021","Home Office","London","EO","Female","2235","2020","29350","29050"
"In post","2021","Home Office","London","EO","Male","1860","1730","29630","29080"
"In post","2021","Home Office","London","G6","Female","345","325","70180","68940"
"In post","2021","Home Office","London","G6","Male","380","375","71510","69210"
"In post","2021","Home Office","London","G7","Female","905","870","58500","57680"
"In post","2021","Home Office","London","G7","Male","985","975","59020","57680"
"In post","2021","Home Office","London","HEO","Female","1300","1240","35580","35200"
"In post","2021","Home Office","London","HEO","Male","1085","1065","35760","35200"
"In post","2021","Home Office","London","SCS level","Female","120","115","89130","82900"
"In post","2021","Home Office","London","SCS level","Male","140","140","93960","84030"
"In post","2021","Home Office","London","SEO","Female","1160","1115","42950","42170"
"In post","2021","Home Office","London","SEO","Male","995","985","43240","42410"
"In post","2021","Home Office","London","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Home Office","London","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Home Office","Outside London","AA","Female","325","255","18080","17990"
"In post","2021","Home Office","Outside London","AA","Male","260","245","18010","17990"
"In post","2021","Home Office","Outside London","AO","Female","3415","2895","21470","21430"
"In post","2021","Home Office","Outside London","AO","Male","2515","2370","21470","21430"
"In post","2021","Home Office","Outside London","EO","Female","4930","4400","25730","25260"
"In post","2021","Home Office","Outside London","EO","Male","5240","4940","26130","25310"
"In post","2021","Home Office","Outside London","G6","Female","80","80","64940","63490"
"In post","2021","Home Office","Outside London","G6","Male","85","85","66350","63550"
"In post","2021","Home Office","Outside London","G7","Female","260","250","53050","52280"
"In post","2021","Home Office","Outside London","G7","Male","320","320","53890","52280"
"In post","2021","Home Office","Outside London","HEO","Female","1350","1270","31510","30980"
"In post","2021","Home Office","Outside London","HEO","Male","1505","1465","31700","30980"
"In post","2021","Home Office","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Home Office","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Home Office","Outside London","SEO","Female","645","620","38440","37660"
"In post","2021","Home Office","Outside London","SEO","Male","720","710","38870","37890"
"In post","2021","Home Office","Outside London","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Home Office","Outside London","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Home Office","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","EO","Female","35","35","27230","27370"
"In post","2021","Home Office","Overseas","EO","Male","55","55","27460","27370"
"In post","2021","Home Office","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","HEO","Male","10","10","[c]","[c]"
"In post","2021","Home Office","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Overseas","Unknown","Female","90","90","[c]","[c]"
"In post","2021","Home Office","Overseas","Unknown","Male","130","130","[c]","[c]"
"In post","2021","Home Office","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","EO","Male","5","5","[c]","[c]"
"In post","2021","Home Office","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","London","AA","Female","60","55","21060","21760"
"In post","2021","Ministry of Defence","London","AA","Male","195","195","21720","21800"
"In post","2021","Ministry of Defence","London","AO","Female","275","265","24970","24590"
"In post","2021","Ministry of Defence","London","AO","Male","270","265","27860","25390"
"In post","2021","Ministry of Defence","London","EO","Female","280","265","29520","30200"
"In post","2021","Ministry of Defence","London","EO","Male","385","380","28360","29250"
"In post","2021","Ministry of Defence","London","G6","Female","80","75","70170","69800"
"In post","2021","Ministry of Defence","London","G6","Male","125","120","69550","69800"
"In post","2021","Ministry of Defence","London","G7","Female","175","170","60080","59730"
"In post","2021","Ministry of Defence","London","G7","Male","245","245","59940","59730"
"In post","2021","Ministry of Defence","London","HEO","Female","310","305","37100","37640"
"In post","2021","Ministry of Defence","London","HEO","Male","475","470","36940","37640"
"In post","2021","Ministry of Defence","London","SCS level","Female","60","60","87860","78310"
"In post","2021","Ministry of Defence","London","SCS level","Male","100","100","91380","81590"
"In post","2021","Ministry of Defence","London","SEO","Female","315","310","45340","45200"
"In post","2021","Ministry of Defence","London","SEO","Male","520","510","45400","45200"
"In post","2021","Ministry of Defence","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","London","Unknown","Male","35","35","33630","33950"
"In post","2021","Ministry of Defence","Outside London","AA","Female","1400","1305","19260","19560"
"In post","2021","Ministry of Defence","Outside London","AA","Male","3430","3355","19290","19560"
"In post","2021","Ministry of Defence","Outside London","AO","Female","5200","4840","21930","21130"
"In post","2021","Ministry of Defence","Outside London","AO","Male","5030","4950","26790","22080"
"In post","2021","Ministry of Defence","Outside London","EO","Female","4190","3940","26170","26670"
"In post","2021","Ministry of Defence","Outside London","EO","Male","5600","5505","27120","26670"
"In post","2021","Ministry of Defence","Outside London","G6","Female","295","285","68160","66440"
"In post","2021","Ministry of Defence","Outside London","G6","Male","705","680","69490","67220"
"In post","2021","Ministry of Defence","Outside London","G7","Female","1600","1490","54830","54540"
"In post","2021","Ministry of Defence","Outside London","G7","Male","2985","2915","53840","54540"
"In post","2021","Ministry of Defence","Outside London","HEO","Female","4465","4225","32590","33300"
"In post","2021","Ministry of Defence","Outside London","HEO","Male","5830","5745","33170","33300"
"In post","2021","Ministry of Defence","Outside London","SCS level","Female","75","75","87700","83630"
"In post","2021","Ministry of Defence","Outside London","SCS level","Male","170","165","98780","90720"
"In post","2021","Ministry of Defence","Outside London","SEO","Female","2815","2665","40610","40580"
"In post","2021","Ministry of Defence","Outside London","SEO","Male","5025","4920","41520","40580"
"In post","2021","Ministry of Defence","Outside London","Unknown","Female","650","620","38270","37300"
"In post","2021","Ministry of Defence","Outside London","Unknown","Male","1465","1450","43350","40950"
"In post","2021","Ministry of Defence","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","AO","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","AO","Male","15","15","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","EO","Female","55","55","28220","26670"
"In post","2021","Ministry of Defence","Overseas","EO","Male","55","55","28470","26670"
"In post","2021","Ministry of Defence","Overseas","G6","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","G6","Male","20","20","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","G7","Female","30","30","64080","59730"
"In post","2021","Ministry of Defence","Overseas","G7","Male","50","50","61430","57150"
"In post","2021","Ministry of Defence","Overseas","HEO","Female","185","185","40540","41500"
"In post","2021","Ministry of Defence","Overseas","HEO","Male","170","170","38290","36460"
"In post","2021","Ministry of Defence","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","SEO","Female","35","35","45390","42200"
"In post","2021","Ministry of Defence","Overseas","SEO","Male","105","105","44590","42130"
"In post","2021","Ministry of Defence","Overseas","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","AA","Male","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","AO","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","AO","Male","15","15","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","EO","Female","15","15","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","EO","Male","20","20","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","G6","Male","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","HEO","Female","20","20","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","HEO","Male","20","20","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","SEO","Female","10","10","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","SEO","Male","15","15","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Unknown","Female","165","165","33130","32700"
"In post","2021","Ministry of Defence","Unknown","Unknown","Male","1745","1745","37670","34160"
"In post","2021","Ministry of Housing, Communities and Local Government","London","AO","Female","15","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","London","AO","Male","25","25","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","London","EO","Female","105","105","28990","27850"
"In post","2021","Ministry of Housing, Communities and Local Government","London","EO","Male","100","100","29420","27850"
"In post","2021","Ministry of Housing, Communities and Local Government","London","G6","Female","115","115","65580","64090"
"In post","2021","Ministry of Housing, Communities and Local Government","London","G6","Male","125","125","65880","64090"
"In post","2021","Ministry of Housing, Communities and Local Government","London","G7","Female","285","275","54320","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","London","G7","Male","290","290","54840","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","London","HEO","Female","190","185","34130","33210"
"In post","2021","Ministry of Housing, Communities and Local Government","London","HEO","Male","205","205","34380","33210"
"In post","2021","Ministry of Housing, Communities and Local Government","London","SCS level","Female","60","55","84270","77180"
"In post","2021","Ministry of Housing, Communities and Local Government","London","SCS level","Male","60","60","86410","77540"
"In post","2021","Ministry of Housing, Communities and Local Government","London","SEO","Female","145","140","40870","39600"
"In post","2021","Ministry of Housing, Communities and Local Government","London","SEO","Male","145","145","41360","39600"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","AA","Female","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","AO","Female","115","105","21950","22560"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","AO","Male","75","70","22030","22560"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","EO","Female","90","80","26340","26050"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","EO","Male","80","80","26920","26050"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","G6","Female","100","90","63520","58810"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","G6","Male","180","160","64240","58810"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","G7","Female","155","145","50130","48200"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","G7","Male","165","160","49390","47660"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","HEO","Female","185","170","32070","31950"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","HEO","Male","125","120","32200","32780"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","SCS level","Female","15","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","SEO","Female","115","105","39160","38730"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","SEO","Male","120","120","39730","40220"
"In post","2021","Ministry of Justice","London","AA","Female","575","525","22270","23230"
"In post","2021","Ministry of Justice","London","AA","Male","475","455","22550","23790"
"In post","2021","Ministry of Justice","London","AO","Female","2320","2150","25780","23500"
"In post","2021","Ministry of Justice","London","AO","Male","2090","2045","29400","30720"
"In post","2021","Ministry of Justice","London","EO","Female","1225","1170","28350","26780"
"In post","2021","Ministry of Justice","London","EO","Male","800","785","30740","28860"
"In post","2021","Ministry of Justice","London","G6","Female","65","60","78580","76280"
"In post","2021","Ministry of Justice","London","G6","Male","45","45","82520","81300"
"In post","2021","Ministry of Justice","London","G7","Female","810","770","59460","58130"
"In post","2021","Ministry of Justice","London","G7","Male","755","745","61750","60300"
"In post","2021","Ministry of Justice","London","HEO","Female","1055","1030","33170","31780"
"In post","2021","Ministry of Justice","London","HEO","Male","740","725","34980","33900"
