"Status","Year","Disability","Organisation","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Isle of Wight","45","35","25570","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","North Hampshire","30","30","26790","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Portsmouth","70","60","26320","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","45","35","27150","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Hampshire and Isle of Wight","Southampton","60","50","25700","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","20","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Warwickshire","90","75","24660","21010"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Worcestershire","45","40","25070","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","55","50","27160","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Na h-Eileanan Siar","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Inner London - East","Hackney and Newham","220","200","28190","30330"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Inner London - East","Haringey and Islington","70","65","30980","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Inner London - East","Lambeth","80","75","31090","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Inner London - East","Lewisham and Southwark","70","65","30720","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Inner London - East","Tower Hamlets","35","30","29080","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Inner London - West","Camden and City of London","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","40","40","30710","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Inner London - West","Wandsworth","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Inner London - West","Westminster","320","300","44600","39000"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Kent","East Kent","180","160","28330","29290"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Kent","Kent Thames Gateway","50","50","29860","29290"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Kent","Medway","45","40","30140","29290"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Kent","Mid Kent","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Kent","West Kent","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Lancashire","Blackburn with Darwen","50","45","26610","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Lancashire","Blackpool","740","655","27440","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Lancashire","Chorley and West Lancashire","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Lancashire","East Lancashire","65","60","25470","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Lancashire","Lancaster and Wyre","35","35","26020","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Lancashire","Mid Lancashire","305","265","23710","21010"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicester","140","125","24540","21010"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","30","25","27020","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","85","70","25020","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","35","30","27130","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Lincolnshire","Lincolnshire","120","105","26320","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Merseyside","East Merseyside","125","100","26550","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Merseyside","Liverpool","130","110","25840","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Merseyside","Sefton","135","125","26140","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Merseyside","Wirral","305","260","24390","21010"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","North Eastern Scotland","Aberdeen City and Aberdeenshire","45","40","25080","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","North Yorkshire","North Yorkshire CC","45","40","29090","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","North Yorkshire","York","30","30","27530","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","Northumberland","30","30","27660","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","Sunderland","295","245","25990","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Northumberland and Tyne and Wear","Tyneside","735","640","26130","21010"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Barking & Dagenham and Havering","80","70","31180","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Bexley and Greenwich","55","50","30960","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Enfield","45","40","31110","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outer London - East and North East","Redbridge and Waltham Forest","120","105","28950","30330"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outer London - South","Bromley","50","50","32650","31090"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outer London - South","Croydon","35","30","30430","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outer London - South","Merton, Kingston upon Thames and Sutton","40","35","30560","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Barnet","40","35","30270","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Brent","35","30","30000","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Ealing","65","60","31980","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Harrow and Hillingdon","80","75","30760","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Outer London - West and North West","Hounslow and Richmond upon Thames","35","30","30800","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Shropshire CC","30","25","27180","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","100","90","27890","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Stoke-on-Trent","90","80","25600","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","Telford and Wrekin","85","75","25260","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","South Yorkshire","Barnsley, Doncaster and Rotherham","250","210","24920","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","South Yorkshire","Sheffield","325","285","30710","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Southern Scotland","Dumfries and Galloway","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Southern Scotland","East Ayrshire and North Ayrshire mainland","55","50","24870","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Southern Scotland","Scottish Borders","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Southern Scotland","South Ayrshire","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Southern Scotland","South Lanarkshire","30","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","Brighton and Hove","55","50","27160","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","East Surrey","15","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","East Sussex CC","220","185","24940","26120"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","West Surrey","35","30","30420","29290"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","West Sussex (North East)","20","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","West Sussex (South West)","55","45","26290","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","Darlington","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","Durham CC","165","140","25700","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","145","125","25060","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Tees Valley and Durham","South Teesside","145","130","24990","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","140","130","30200","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60","55","25180","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Central Scotland","Glasgow City","380","325","24460","23680"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","60","45","26040","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Central Scotland","North Lanarkshire","105","85","23900","21010"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands","Birmingham","375","325","26540","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands","Coventry","70","60","25430","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands","Dudley","145","125","24880","25410"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands","Sandwell","50","50","27380","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands","Solihull","35","30","27650","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands","Walsall","75","65","25160","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands","Wolverhampton","105","90","25110","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Bridgend and Neath Port Talbot","75","65","25670","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Central Valleys","95","85","26240","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Conwy and Denbighshire","30","30","28400","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Gwent Valleys","130","115","25880","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Gwynedd","65","55","23250","21010"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Isle of Anglesey","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","South West Wales","90","80","25910","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","Swansea","110","95","24060","21010"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Yorkshire","Bradford","120","95","24500","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Yorkshire","Calderdale and Kirklees","140","120","26520","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Yorkshire","Leeds","335","300","31000","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Yorkshire","Wakefield","50","45","27310","27570"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Inner London - West","Westminster","80","80","49290","40650"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","West Yorkshire","Leeds","50","50","42130","38040"
"In post","2021","Declared disabled","Disclosure Scotland","West Central Scotland","Glasgow City","30","30","26770","23170"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Swansea","660","540","24060","21590"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Nottingham","65","60","32240","31040"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Devon","Devon CC","5","5","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Dorset and Somerset","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Dorset and Somerset","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Dorset and Somerset","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East Anglia","Suffolk","5","5","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Eastern Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Essex","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","30","25","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Greater Manchester","Greater Manchester North East","10","5","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","South Hampshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Kent","East Kent","10","10","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Kent","Medway","10","10","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Kent","Mid Kent","5","5","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Lancashire","Mid Lancashire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","5","5","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Lincolnshire","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Northumberland and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Northumberland and Tyne and Wear","Tyneside","20","20","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Outer London - East and North East","Barking & Dagenham and Havering","10","10","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Outer London - East and North East","Bexley and Greenwich","10","10","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
