"Status","Year","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Water Services Regulation Authority","Operational Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Operational Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Policy","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Property","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Science and Engineering","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Security","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Welsh Government","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Welsh Government","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Welsh Government","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","HEO","Heterosexual / straight","35","35","36750","37410"
"In post","2021","Welsh Government","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Welsh Government","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","SEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Welsh Government","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Communications","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Welsh Government","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","EO","Heterosexual / straight","45","45","29040","28850"
"In post","2021","Welsh Government","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","HEO","Heterosexual / straight","50","45","37310","37410"
"In post","2021","Welsh Government","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","SEO","Heterosexual / straight","35","35","46380","47000"
"In post","2021","Welsh Government","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Welsh Government","Digital, Data and Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Welsh Government","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Welsh Government","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Welsh Government","Economics","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Welsh Government","Economics","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Economics","SEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Welsh Government","Economics","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","AO","Heterosexual / straight","40","35","23610","23830"
"In post","2021","Welsh Government","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Welsh Government","Finance","EO","Heterosexual / straight","70","60","28870","28850"
"In post","2021","Welsh Government","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Welsh Government","Finance","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Welsh Government","Finance","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Welsh Government","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","G7","Heterosexual / straight","35","35","59820","60830"
"In post","2021","Welsh Government","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Welsh Government","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","HEO","Heterosexual / straight","65","60","37020","37410"
"In post","2021","Welsh Government","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Welsh Government","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Welsh Government","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","SEO","Heterosexual / straight","50","50","46250","47000"
"In post","2021","Welsh Government","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Finance","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","AO","Heterosexual / straight","50","45","23350","23830"
"In post","2021","Welsh Government","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","AO","Unknown","10","10","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","EO","Heterosexual / straight","30","30","28770","28850"
"In post","2021","Welsh Government","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","HEO","Heterosexual / straight","40","35","36770","37410"
"In post","2021","Welsh Government","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Knowledge and Information Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Welsh Government","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Welsh Government","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","G7","Heterosexual / straight","80","75","58500","60830"
"In post","2021","Welsh Government","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Welsh Government","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Welsh Government","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Welsh Government","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Welsh Government","Medicine","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Welsh Government","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Welsh Government","Medicine","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","G7","Heterosexual / straight","35","35","57150","60830"
"In post","2021","Welsh Government","Medicine","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","HEO","Heterosexual / straight","30","30","36820","37410"
"In post","2021","Welsh Government","Medicine","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Welsh Government","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Welsh Government","Medicine","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Medicine","SEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","AO","Heterosexual / straight","420","375","23440","23830"
"In post","2021","Welsh Government","Operational Delivery","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","AO","Undeclared","50","40","23630","23830"
"In post","2021","Welsh Government","Operational Delivery","AO","Unknown","35","30","22210","22160"
"In post","2021","Welsh Government","Operational Delivery","EO","Heterosexual / straight","290","275","28720","28850"
"In post","2021","Welsh Government","Operational Delivery","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","EO","Undeclared","30","30","28900","28850"
"In post","2021","Welsh Government","Operational Delivery","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","G6","Heterosexual / straight","45","40","74470","74730"
"In post","2021","Welsh Government","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","G6","Undeclared","10","10","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","G7","Heterosexual / straight","115","110","59440","60830"
"In post","2021","Welsh Government","Operational Delivery","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","G7","Undeclared","25","25","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","HEO","Heterosexual / straight","260","250","36760","37410"
"In post","2021","Welsh Government","Operational Delivery","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","HEO","Undeclared","45","45","36620","37410"
"In post","2021","Welsh Government","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","SEO","Heterosexual / straight","170","165","46660","47000"
"In post","2021","Welsh Government","Operational Delivery","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Welsh Government","Operational Delivery","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Welsh Government","Other","AO","Heterosexual / straight","40","40","23390","23830"
"In post","2021","Welsh Government","Other","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Other","AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Welsh Government","Other","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Other","EO","Heterosexual / straight","40","35","28740","28850"
"In post","2021","Welsh Government","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Other","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Welsh Government","Other","G6","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Welsh Government","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Other","G7","Heterosexual / straight","70","65","59590","60830"
"In post","2021","Welsh Government","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Other","G7","Undeclared","15","10","[c]","[c]"
"In post","2021","Welsh Government","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Other","HEO","Heterosexual / straight","225","210","36900","37410"
"In post","2021","Welsh Government","Other","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Welsh Government","Other","HEO","Undeclared","30","25","[c]","[c]"
"In post","2021","Welsh Government","Other","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Welsh Government","Other","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Welsh Government","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Other","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Other","SEO","Heterosexual / straight","100","95","46630","47000"
"In post","2021","Welsh Government","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Other","SEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Welsh Government","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Planning","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Planning","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Welsh Government","Planning","EO","Undeclared","[c]","[c]","[c]","[c]"
