"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Human Resources","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office","AA/AO","15","[c]","20210","20520"
"Leaver CS","2021","Human Resources","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Cabinet Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Competition and Markets Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","ESTYN","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence","AA/AO","35","[c]","20960","20920"
"Leaver CS","2021","Human Resources","Ministry of Defence","EO","15","[c]","23880","26670"
"Leaver CS","2021","Human Resources","Ministry of Defence","G6/G7","10","[c]","55820","56350"
"Leaver CS","2021","Human Resources","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Defence","SEO/HEO","25","[c]","38580","38770"
"Leaver CS","2021","Human Resources","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Ministry of Justice","SEO/HEO","25","[c]","37200","32360"
"Leaver CS","2021","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Government","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Treasury","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HM Treasury","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Attorney General's Departments","AA/AO","80","[c]","22150","21950"
"Leaver CS","2021","Legal","Attorney General's Departments","EO","40","[c]","27540","27350"
"Leaver CS","2021","Legal","Attorney General's Departments","G6/G7","205","[c]","58790","55610"
"Leaver CS","2021","Legal","Attorney General's Departments","SCS level","15","[c]","95170","85010"
"Leaver CS","2021","Legal","Attorney General's Departments","SEO/HEO","20","[c]","37840","38760"
"Leaver CS","2021","Legal","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Foreign, Commonwealth and Development Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","G6/G7","10","[c]","66000","65970"
"Leaver CS","2021","Legal","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","HM Land Registry","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Ministry of Justice","EO","20","[c]","25430","26410"
"Leaver CS","2021","Legal","Ministry of Justice","G6/G7","10","[c]","58360","55550"
"Leaver CS","2021","Legal","Ministry of Justice","SEO/HEO","85","[c]","40430","43460"
"Leaver CS","2021","Legal","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Scottish Government","AA/AO","60","[c]","21730","20850"
"Leaver CS","2021","Legal","Scottish Government","EO","20","[c]","25650","26550"
"Leaver CS","2021","Legal","Scottish Government","G6/G7","10","[c]","64340","64350"
"Leaver CS","2021","Legal","Scottish Government","SEO/HEO","30","[c]","44020","45190"
"Leaver CS","2021","Legal","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","UK Supreme Court","SEO/HEO","10","[c]","36500","36500"
"Leaver CS","2021","Legal","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office","AA/AO","25","[c]","21360","22650"
"Leaver CS","2021","No function","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office","G6/G7","25","[c]","59430","56460"
"Leaver CS","2021","No function","Cabinet Office","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Cabinet Office","SEO/HEO","55","[c]","31710","32000"
"Leaver CS","2021","No function","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","AA/AO","55","[c]","21560","20880"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","EO","65","[c]","25510","24250"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","G6/G7","65","[c]","57250","53750"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","SCS level","25","[c]","95580","80760"
"Leaver CS","2021","No function","Department for Business, Energy and Industrial Strategy","SEO/HEO","90","[c]","36070","33990"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","G6/G7","20","[c]","59990","53000"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Digital, Culture, Media and Sport","SEO/HEO","25","[c]","33800","32620"
"Leaver CS","2021","No function","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","AA/AO","100","[c]","22530","21330"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","EO","75","[c]","23030","24920"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","G6/G7","45","[c]","56650","56100"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Environment, Food and Rural Affairs","SEO/HEO","75","[c]","37140","35900"
"Leaver CS","2021","No function","Department for International Trade","AA/AO","25","[c]","18730","18200"
"Leaver CS","2021","No function","Department for International Trade","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","G6/G7","15","[c]","61500","56990"
"Leaver CS","2021","No function","Department for International Trade","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for International Trade","SEO/HEO","30","[c]","33080","33780"
"Leaver CS","2021","No function","Department for Transport","AA/AO","310","[c]","21110","21590"
"Leaver CS","2021","No function","Department for Transport","EO","150","[c]","27830","26780"
"Leaver CS","2021","No function","Department for Transport","G6/G7","15","[c]","62530","60010"
"Leaver CS","2021","No function","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Transport","SEO/HEO","65","[c]","40060","36000"
"Leaver CS","2021","No function","Department for Work and Pensions","AA/AO","20","[c]","21400","21640"
"Leaver CS","2021","No function","Department for Work and Pensions","EO","10","[c]","28060","29050"
"Leaver CS","2021","No function","Department for Work and Pensions","G6/G7","20","[c]","63160","58230"
"Leaver CS","2021","No function","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Department for Work and Pensions","SEO/HEO","55","[c]","46200","45200"
"Leaver CS","2021","No function","Department of Health and Social Care","AA/AO","170","[c]","20660","20150"
"Leaver CS","2021","No function","Department of Health and Social Care","EO","85","[c]","25630","25090"
"Leaver CS","2021","No function","Department of Health and Social Care","G6/G7","130","[c]","56670","53170"
"Leaver CS","2021","No function","Department of Health and Social Care","SCS level","50","[c]","108670","110680"
"Leaver CS","2021","No function","Department of Health and Social Care","SEO/HEO","260","[c]","36170","35690"
"Leaver CS","2021","No function","ESTYN","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","EO","15","[c]","27490","26750"
"Leaver CS","2021","No function","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Food Standards Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","AA/AO","75","[c]","22500","22350"
"Leaver CS","2021","No function","HM Land Registry","EO","65","[c]","27150","27130"
"Leaver CS","2021","No function","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Land Registry","SEO/HEO","50","[c]","34810","33840"
"Leaver CS","2021","No function","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","HM Treasury","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","AA/AO","70","[c]","17580","17180"
"Leaver CS","2021","No function","Ministry of Defence","EO","15","[c]","26280","26740"
"Leaver CS","2021","No function","Ministry of Defence","G6/G7","20","[c]","55300","49880"
"Leaver CS","2021","No function","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Defence","SEO/HEO","70","[c]","32000","28660"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","AA/AO","15","[c]","20790","21270"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","EO","10","[c]","27350","27530"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","G6/G7","40","[c]","57390","58810"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","SEO/HEO","30","[c]","36590","34350"
"Leaver CS","2021","No function","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","AA/AO","3950","[c]","19970","19930"
"Leaver CS","2021","No function","Ministry of Justice","EO","470","[c]","24440","24330"
"Leaver CS","2021","No function","Ministry of Justice","G6/G7","55","[c]","63320","58370"
"Leaver CS","2021","No function","Ministry of Justice","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Ministry of Justice","SEO/HEO","380","[c]","32670","30990"
"Leaver CS","2021","No function","Ministry of Justice","Unknown","660","[c]","34040","37170"
"Leaver CS","2021","No function","National Crime Agency","AA/AO","10","[c]","23950","24610"
"Leaver CS","2021","No function","National Crime Agency","EO","60","[c]","34520","34300"
"Leaver CS","2021","No function","National Crime Agency","G6/G7","15","[c]","66000","64010"
"Leaver CS","2021","No function","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","National Crime Agency","SEO/HEO","65","[c]","45570","44830"
"Leaver CS","2021","No function","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","AA/AO","20","[c]","20430","21160"
"Leaver CS","2021","No function","Office for Standards in Education","EO","10","[c]","26150","25880"
"Leaver CS","2021","No function","Office for Standards in Education","G6/G7","45","[c]","76660","75500"
"Leaver CS","2021","No function","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office for Standards in Education","SEO/HEO","30","[c]","49030","51360"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","EO","20","[c]","24580","23450"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","G6/G7","15","[c]","61890","64000"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Gas and Electricity Markets","SEO/HEO","20","[c]","36840","36200"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Qualifications and Examinations Regulation","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","AA/AO","125","[c]","22260","21810"
"Leaver CS","2021","No function","Scottish Government","EO","105","[c]","32490","33650"
"Leaver CS","2021","No function","Scottish Government","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Scottish Government","SEO/HEO","35","[c]","39860","39500"
"Leaver CS","2021","No function","The National Archives","AA/AO","10","[c]","19050","19100"
"Leaver CS","2021","No function","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","AA/AO","120","[c]","19480","19130"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","EO","15","[c]","24110","23520"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","G6/G7","10","[c]","52190","50860"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","United Kingdom Statistics Authority","SEO/HEO","35","[c]","33270","32540"
"Leaver CS","2021","No function","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Water Services Regulation Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","G6/G7","10","[c]","67450","72190"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Competition and Markets Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","G6/G7","35","[c]","62130","59650"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","SEO/HEO","15","[c]","38640","38600"
"Leaver CS","2021","Project Delivery","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Ministry of Defence","AA/AO","15","[c]","20890","21130"
"Leaver CS","2021","Project Delivery","Ministry of Defence","EO","185","[c]","21740","20960"
"Leaver CS","2021","Project Delivery","Ministry of Defence","G6/G7","65","[c]","55670","54540"
"Leaver CS","2021","Project Delivery","Ministry of Defence","SCS level","15","[c]","95030","92260"
