"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Property","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Foreign, Commonwealth and Development Office","AA/AO","25","25","25060","23340"
"In post","2021","Property","Foreign, Commonwealth and Development Office","EO","90","90","28390","27690"
"In post","2021","Property","Foreign, Commonwealth and Development Office","G6/G7","95","95","63250","61650"
"In post","2021","Property","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Property","Foreign, Commonwealth and Development Office","SEO/HEO","220","220","40630","41010"
"In post","2021","Property","Foreign, Commonwealth and Development Office","Unknown","30","30","22210","21600"
"In post","2021","Property","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","HM Land Registry","SEO/HEO","10","10","41370","39980"
"In post","2021","Property","HM Revenue and Customs","AA/AO","860","775","21260","21100"
"In post","2021","Property","HM Revenue and Customs","EO","940","860","26890","26000"
"In post","2021","Property","HM Revenue and Customs","G6/G7","390","375","57860","55930"
"In post","2021","Property","HM Revenue and Customs","SCS level","15","15","84350","79700"
"In post","2021","Property","HM Revenue and Customs","SEO/HEO","1295","1215","38100","37750"
"In post","2021","Property","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Ministry of Defence","AA/AO","735","710","18570","17980"
"In post","2021","Property","Ministry of Defence","EO","415","405","26650","26670"
"In post","2021","Property","Ministry of Defence","G6/G7","225","220","56210","54540"
"In post","2021","Property","Ministry of Defence","SCS level","15","15","99100","81440"
"In post","2021","Property","Ministry of Defence","SEO/HEO","1335","1295","36640","34610"
"In post","2021","Property","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2021","Property","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Ministry of Justice","AA/AO","20","20","19900","19840"
"In post","2021","Property","Ministry of Justice","EO","50","50","25150","25620"
"In post","2021","Property","Ministry of Justice","G6/G7","100","95","54910","52850"
"In post","2021","Property","Ministry of Justice","SCS level","15","15","99020","96690"
"In post","2021","Property","Ministry of Justice","SEO/HEO","170","165","33290","33250"
"In post","2021","Property","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","National Crime Agency","EO","5","5","[c]","[c]"
"In post","2021","Property","National Crime Agency","G6/G7","5","5","[c]","[c]"
"In post","2021","Property","National Crime Agency","SEO/HEO","15","15","43790","43530"
"In post","2021","Property","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office for Standards in Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office for Standards in Education","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Property","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Other Cabinet Office Agencies","G6/G7","25","20","55040","53410"
"In post","2021","Property","Other Cabinet Office Agencies","SCS level","5","5","[c]","[c]"
"In post","2021","Property","Other Cabinet Office Agencies","SEO/HEO","15","15","35320","34270"
"In post","2021","Property","Scottish Government","AA/AO","575","555","25520","26530"
"In post","2021","Property","Scottish Government","EO","250","240","31880","30160"
"In post","2021","Property","Scottish Government","G6/G7","35","35","59580","56800"
"In post","2021","Property","Scottish Government","SEO/HEO","160","155","40540","39500"
"In post","2021","Property","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","United Kingdom Statistics Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Property","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Attorney General's Departments","G6/G7","5","5","[c]","[c]"
"In post","2021","Security","Attorney General's Departments","SEO/HEO","15","15","34840","32080"
"In post","2021","Security","Cabinet Office","AA/AO","240","225","20930","20920"
"In post","2021","Security","Cabinet Office","EO","145","140","26580","26670"
"In post","2021","Security","Cabinet Office","G6/G7","85","80","58620","54700"
"In post","2021","Security","Cabinet Office","SCS level","15","15","90950","91610"
"In post","2021","Security","Cabinet Office","SEO/HEO","385","375","35290","33630"
"In post","2021","Security","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Chancellor's other departments","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Security","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","G6/G7","10","10","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","10","38080","39820"
"In post","2021","Security","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for Education","EO","10","10","[c]","[c]"
"In post","2021","Security","Department for Education","G6/G7","10","10","54170","50800"
"In post","2021","Security","Department for Education","SEO/HEO","15","15","34430","36500"
"In post","2021","Security","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for International Trade","G6/G7","10","10","[c]","[c]"
"In post","2021","Security","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","Department for International Trade","SEO/HEO","10","10","36470","35560"
"In post","2021","Security","Department for Transport","AA/AO","65","60","25220","25390"
"In post","2021","Security","Department for Transport","EO","20","20","27110","26470"
"In post","2021","Security","Department for Transport","G6/G7","10","10","[c]","[c]"
"In post","2021","Security","Department for Transport","SEO/HEO","40","35","36060","33350"
"In post","2021","Security","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Food Standards Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Security","Foreign, Commonwealth and Development Office","AA/AO","95","95","26040","24110"
"In post","2021","Security","Foreign, Commonwealth and Development Office","EO","85","85","29920","29600"
"In post","2021","Security","Foreign, Commonwealth and Development Office","G6/G7","105","100","61520","59470"
"In post","2021","Security","Foreign, Commonwealth and Development Office","SCS level","15","15","84940","78720"
"In post","2021","Security","Foreign, Commonwealth and Development Office","SEO/HEO","270","260","37560","35720"
"In post","2021","Security","HM Revenue and Customs","AA/AO","10","5","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","EO","35","30","26440","25560"
"In post","2021","Security","HM Revenue and Customs","G6/G7","55","55","57560","52770"
"In post","2021","Security","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Revenue and Customs","SEO/HEO","90","85","36880","38630"
"In post","2021","Security","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
