"Status","Year","Function_of_post","Organisation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Driver and Vehicle Standards Agency","Counter Fraud","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Food Standards Agency","Counter Fraud","Inner London - West","25","25","38070","37300"
"In post","2021","Counter Fraud","Food Standards Agency","Counter Fraud","North Yorkshire","20","20","37990","37910"
"In post","2021","Counter Fraud","Food Standards Agency","Counter Fraud","West Midlands","15","15","36100","32480"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","Inner London - West","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","Merseyside","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Government Internal Audit Agency","Counter Fraud","West Yorkshire","10","10","36770","33800"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Economics","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Derbyshire and Nottinghamshire","15","15","36110","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","East Anglia","10","10","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Greater Manchester","10","10","34440","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Inner London - East","10","10","43360","41760"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Inner London - West","40","40","44910","39100"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Kent","10","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Merseyside","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Northumberland and Tyne and Wear","30","25","36060","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Outer London - South","10","10","40590","37980"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","West Central Scotland","20","20","34210","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","West Midlands","10","10","32280","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","West Yorkshire","15","15","33000","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Inner London - West","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Merseyside","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Northumberland and Tyne and Wear","10","10","37490","30280"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Berkshire, Buckinghamshire and Oxfordshire","50","50","31230","29570"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Derbyshire and Nottinghamshire","175","165","31020","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","East Anglia","305","285","26920","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","East Wales","165","150","28790","26290"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Eastern Scotland","10","10","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Essex","15","15","25680","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","145","140","30000","26980"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Greater Manchester","420","405","30390","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Hampshire and Isle of Wight","65","65","31400","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Inner London - East","35","35","36320","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Inner London - West","605","585","36650","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Kent","130","120","30020","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Merseyside","30","30","32590","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Northern Ireland","155","150","28890","25910"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Northumberland and Tyne and Wear","150","145","29060","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Outer London - South","280","275","35140","32520"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","West Central Scotland","190","180","29490","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","West Midlands","175","165","29400","26540"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Legal","West Yorkshire","220","210","30370","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","15","10","28980","26880"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Derbyshire and Nottinghamshire","170","155","30540","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Anglia","45","40","27770","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Wales","80","75","28390","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Eastern Scotland","80","80","28030","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Essex","20","15","26580","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","85","75","28810","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Greater Manchester","370","340","31040","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Hampshire and Isle of Wight","10","10","28170","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Inner London - East","25","25","34100","34340"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Inner London - West","245","230","33770","32520"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Kent","50","50","28920","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Lancashire","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Leicestershire, Rutland and Northamptonshire","10","10","38490","35220"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Merseyside","355","325","29510","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Northern Ireland","165","155","29800","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Northumberland and Tyne and Wear","180","170","29010","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outer London - South","115","110","37450","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Outer London - West and North West","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","South Yorkshire","10","10","37590","35000"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Southern Scotland","15","15","26820","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Central Scotland","235","205","28370","26270"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Midlands","280","255","28340","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Delivery","West Yorkshire","300","275","29290","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Operational Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","East Wales","25","25","32950","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Eastern Scotland","35","30","31190","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Greater Manchester","25","25","42350","38630"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Inner London - East","15","15","39150","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Inner London - West","20","20","40920","32520"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Merseyside","15","10","43460","39450"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Northern Ireland","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Northumberland and Tyne and Wear","25","25","37670","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Outer London - South","45","35","40020","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","Surrey, East and West Sussex","25","20","28390","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","West Central Scotland","15","15","44460","38640"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","West Midlands","15","10","46390","52580"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Other","West Yorkshire","45","45","36220","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Berkshire, Buckinghamshire and Oxfordshire","20","20","34200","32690"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Derbyshire and Nottinghamshire","120","115","39800","35000"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","East Anglia","20","15","37910","33430"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","East Wales","70","65","37110","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Eastern Scotland","85","80","34290","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","125","120","45040","52580"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Greater Manchester","205","195","39460","31870"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Hampshire and Isle of Wight","35","35","37060","31870"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Inner London - East","45","45","46580","41760"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Inner London - West","185","180","44140","36880"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Kent","10","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Lancashire","10","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Merseyside","130","120","39120","34560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Northern Ireland","60","60","38570","38630"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Northumberland and Tyne and Wear","120","115","38230","31870"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Outer London - South","145","140","42510","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Outer London - West and North West","10","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","South Yorkshire","10","10","40450","36810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Southern Scotland","65","60","30020","28130"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","West Central Scotland","60","55","37850","34430"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","West Midlands","165","150","38160","31870"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Tax","West Yorkshire","195","185","36580","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Derbyshire and Nottinghamshire","10","10","30940","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","East Wales","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","15","10","29890","31810"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Greater Manchester","10","10","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Inner London - West","10","10","40520","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Merseyside","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","Outer London - South","25","25","37130","36160"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","West Midlands","10","10","30880","25560"
"In post","2021","Counter Fraud","HM Revenue and Customs (excl. agencies)","Unknown","West Yorkshire","10","10","27310","25560"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Bedfordshire and Hertfordshire","15","15","40810","38510"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Derbyshire and Nottinghamshire","15","10","34950","36060"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","East Wales","10","5","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Eastern Scotland","10","10","37200","35230"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","40380","39490"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Greater Manchester","55","55","39750","39490"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Inner London - East","35","35","43170","43050"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Lancashire","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Merseyside","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","Outer London - South","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","West Midlands","50","50","38100","38810"
"In post","2021","Counter Fraud","Insolvency Service","Counter Fraud","West Yorkshire","20","20","39680","39490"
"In post","2021","Counter Fraud","Met Office","Counter Fraud","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Serious Fraud Office","Counter Fraud","Inner London - West","245","240","45590","40000"
"In post","2021","Counter Fraud","UK Intellectual Property Office","Policy","East Wales","20","20","36700","30630"
"In post","2021","Counter Fraud","UK Intellectual Property Office","Policy","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Debt Management Office","Operational Delivery","Inner London - West","10","10","58320","49090"
"In post","2021","Debt","Health and Safety Executive","Operational Delivery","Merseyside","5","5","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs (excl. agencies)","Operational Delivery","Bedfordshire and Hertfordshire","35","30","28190","25630"
"In post","2021","Debt","HM Revenue and Customs (excl. agencies)","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Debt","HM Revenue and Customs (excl. agencies)","Operational Delivery","Derbyshire and Nottinghamshire","155","140","22050","20140"
