"Status","Year","Ethnicity","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Chancellor's other departments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chancellor's other departments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","London","G6/G7","15","15","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","London","AA/AO","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","London","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","London","G6/G7","155","150","59210","56600"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","London","SCS level","15","15","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","95","90","39000","40050"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","AA/AO","45","40","21690","22490"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","EO","50","45","26940","26290"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","G6/G7","75","70","55780","52920"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","SEO/HEO","155","150","39510","39490"
"In post","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","G6/G7","20","20","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","London","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for Education","London","G6/G7","55","55","60120","58950"
"In post","2021","Undeclared","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","London","SEO/HEO","40","40","39120","40010"
"In post","2021","Undeclared","Department for Education","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","Outside London","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Department for Education","Outside London","G6/G7","50","50","54830","50630"
"In post","2021","Undeclared","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Education","Outside London","SEO/HEO","110","105","34940","36500"
"In post","2021","Undeclared","Department for Education","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","London","EO","15","10","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","London","G6/G7","20","20","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","London","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","60","60","21290","21050"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","EO","95","90","26220","25740"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","75","75","52880","49880"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","145","140","34480","34280"
"In post","2021","Undeclared","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","London","G6/G7","25","25","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","London","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Transport","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Transport","London","EO","50","50","31300","30780"
"In post","2021","Undeclared","Department for Transport","London","G6/G7","55","55","58730","57940"
"In post","2021","Undeclared","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Transport","London","SEO/HEO","75","70","40240","41300"
"In post","2021","Undeclared","Department for Transport","Outside London","AA/AO","330","310","23600","21590"
"In post","2021","Undeclared","Department for Transport","Outside London","EO","285","270","28650","26780"
"In post","2021","Undeclared","Department for Transport","Outside London","G6/G7","45","45","66250","61620"
"In post","2021","Undeclared","Department for Transport","Outside London","SEO/HEO","210","205","38110","36180"
"In post","2021","Undeclared","Department for Transport","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Work and Pensions","London","AA/AO","155","130","24120","25110"
"In post","2021","Undeclared","Department for Work and Pensions","London","EO","430","395","31070","31060"
"In post","2021","Undeclared","Department for Work and Pensions","London","G6/G7","35","30","61320","60330"
"In post","2021","Undeclared","Department for Work and Pensions","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Work and Pensions","London","SEO/HEO","105","100","39060","38450"
"In post","2021","Undeclared","Department for Work and Pensions","Outside London","AA/AO","1415","1190","20960","21010"
"In post","2021","Undeclared","Department for Work and Pensions","Outside London","EO","1750","1550","27660","27570"
"In post","2021","Undeclared","Department for Work and Pensions","Outside London","G6/G7","135","125","59170","57510"
"In post","2021","Undeclared","Department for Work and Pensions","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Work and Pensions","Outside London","SEO/HEO","480","455","36990","34290"
"In post","2021","Undeclared","Department for Work and Pensions","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Work and Pensions","Unknown","EO","20","15","[c]","[c]"
"In post","2021","Undeclared","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Work and Pensions","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Department of Health and Social Care","London","AA/AO","20","15","[c]","[c]"
"In post","2021","Undeclared","Department of Health and Social Care","London","EO","40","35","28470","28120"
"In post","2021","Undeclared","Department of Health and Social Care","London","G6/G7","95","90","59670","56860"
"In post","2021","Undeclared","Department of Health and Social Care","London","SCS level","20","20","[c]","[c]"
"In post","2021","Undeclared","Department of Health and Social Care","London","SEO/HEO","95","85","38790","40070"
"In post","2021","Undeclared","Department of Health and Social Care","Outside London","AA/AO","35","30","20350","19630"
"In post","2021","Undeclared","Department of Health and Social Care","Outside London","EO","30","30","25880","25810"
"In post","2021","Undeclared","Department of Health and Social Care","Outside London","G6/G7","100","95","57390","54230"
"In post","2021","Undeclared","Department of Health and Social Care","Outside London","SCS level","15","15","[c]","[c]"
"In post","2021","Undeclared","Department of Health and Social Care","Outside London","SEO/HEO","120","105","36410","36330"
"In post","2021","Undeclared","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","London","EO","25","25","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","London","G6/G7","60","60","62740","61590"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","London","SCS level","10","10","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","London","SEO/HEO","55","55","39310","38560"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","30","25","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Overseas","G6/G7","45","45","59430","57670"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Overseas","SCS level","15","15","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","50","50","35720","34360"
"In post","2021","Undeclared","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","Outside London","AA/AO","15","10","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","Outside London","EO","95","85","27510","27130"
"In post","2021","Undeclared","HM Land Registry","Outside London","G6/G7","10","5","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","Outside London","SEO/HEO","120","105","37130","33840"
"In post","2021","Undeclared","HM Revenue and Customs","London","AA/AO","55","55","25180","25630"
"In post","2021","Undeclared","HM Revenue and Customs","London","EO","100","95","31130","32520"
"In post","2021","Undeclared","HM Revenue and Customs","London","G6/G7","125","120","64810","61050"
"In post","2021","Undeclared","HM Revenue and Customs","London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","London","SEO/HEO","205","190","39660","39800"
"In post","2021","Undeclared","HM Revenue and Customs","Outside London","AA/AO","580","500","20950","21440"
"In post","2021","Undeclared","HM Revenue and Customs","Outside London","EO","490","435","26580","25560"
"In post","2021","Undeclared","HM Revenue and Customs","Outside London","G6/G7","290","275","55910","52580"
"In post","2021","Undeclared","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Revenue and Customs","Outside London","SEO/HEO","805","760","34720","32100"
"In post","2021","Undeclared","HM Treasury","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","London","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","London","G6/G7","40","40","57430","55680"
"In post","2021","Undeclared","HM Treasury","London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","London","SEO/HEO","45","45","34280","32530"
"In post","2021","Undeclared","HM Treasury","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Treasury","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Home Office","London","AA/AO","100","85","25180","25630"
"In post","2021","Undeclared","Home Office","London","EO","280","255","29650","29100"
"In post","2021","Undeclared","Home Office","London","G6/G7","170","165","62510","60240"
"In post","2021","Undeclared","Home Office","London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Home Office","London","SEO/HEO","295","285","39480","38110"
"In post","2021","Undeclared","Home Office","Outside London","AA/AO","190","170","21310","21430"
"In post","2021","Undeclared","Home Office","Outside London","EO","685","615","26690","26600"
"In post","2021","Undeclared","Home Office","Outside London","G6/G7","40","40","55380","52280"
"In post","2021","Undeclared","Home Office","Outside London","SEO/HEO","320","305","34160","32740"
"In post","2021","Undeclared","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Overseas","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Home Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Home Office","Overseas","Unknown","25","20","[c]","[c]"
"In post","2021","Undeclared","Home Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","London","AA/AO","40","40","24550","23090"
"In post","2021","Undeclared","Ministry of Defence","London","EO","40","40","29020","30370"
"In post","2021","Undeclared","Ministry of Defence","London","G6/G7","40","40","62250","59730"
"In post","2021","Undeclared","Ministry of Defence","London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","London","SEO/HEO","110","110","41780","42950"
"In post","2021","Undeclared","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Outside London","AA/AO","665","645","24020","21130"
"In post","2021","Undeclared","Ministry of Defence","Outside London","EO","485","470","28160","26670"
"In post","2021","Undeclared","Ministry of Defence","Outside London","G6/G7","465","455","54620","54540"
"In post","2021","Undeclared","Ministry of Defence","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Outside London","SEO/HEO","1300","1265","37080","37320"
"In post","2021","Undeclared","Ministry of Defence","Outside London","Unknown","145","145","45300","42490"
"In post","2021","Undeclared","Ministry of Defence","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Overseas","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Defence","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","London","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","London","G6/G7","30","30","59850","59860"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","London","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Housing, Communities and Local Government","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","London","AA/AO","155","150","25220","23500"
"In post","2021","Undeclared","Ministry of Justice","London","EO","90","85","28310","26800"
"In post","2021","Undeclared","Ministry of Justice","London","G6/G7","60","60","61710","60870"
"In post","2021","Undeclared","Ministry of Justice","London","SCS level","10","10","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","London","SEO/HEO","130","130","38600","37390"
"In post","2021","Undeclared","Ministry of Justice","London","Unknown","75","75","34950","34430"
"In post","2021","Undeclared","Ministry of Justice","Outside London","AA/AO","845","780","23610","21180"
"In post","2021","Undeclared","Ministry of Justice","Outside London","EO","185","180","27550","26330"
"In post","2021","Undeclared","Ministry of Justice","Outside London","G6/G7","30","30","60480","57330"
"In post","2021","Undeclared","Ministry of Justice","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Ministry of Justice","Outside London","SEO/HEO","240","230","37810","37770"
"In post","2021","Undeclared","Ministry of Justice","Outside London","Unknown","280","265","30360","30210"
"In post","2021","Undeclared","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","London","EO","25","25","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","London","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Outside London","EO","70","70","30680","29160"
"In post","2021","Undeclared","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Outside London","SEO/HEO","40","40","42320","43400"
"In post","2021","Undeclared","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","National Crime Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Northern Ireland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office for Standards in Education","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","London","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","London","G6/G7","20","20","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","London","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Outside London","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Gas and Electricity Markets","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","London","G6/G7","10","10","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","London","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Undeclared","Office of Rail and Road","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","London","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other Cabinet Office Agencies","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Outside London","AA/AO","135","130","24430","25870"
"In post","2021","Undeclared","Scottish Government","Outside London","EO","265","250","32620","33650"
"In post","2021","Undeclared","Scottish Government","Outside London","G6/G7","75","75","63770","64060"
"In post","2021","Undeclared","Scottish Government","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Scottish Government","Outside London","SEO/HEO","180","165","40600","39500"
"In post","2021","Undeclared","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","London","G6/G7","5","5","[c]","[c]"
"In post","2021","Undeclared","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Outside London","AA/AO","30","20","19820","19130"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Outside London","AA/AO","25","25","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Outside London","EO","40","40","28700","28850"
"In post","2021","Undeclared","Welsh Government","Outside London","G6/G7","50","45","61870","60830"
"In post","2021","Undeclared","Welsh Government","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","Outside London","SEO/HEO","110","105","41590","39310"
"In post","2021","Unknown","Attorney General's Departments","London","AA/AO","65","60","22670","23520"
"In post","2021","Unknown","Attorney General's Departments","London","EO","95","90","28480","27790"
"In post","2021","Unknown","Attorney General's Departments","London","G6/G7","355","330","62930","64580"
"In post","2021","Unknown","Attorney General's Departments","London","SCS level","35","35","87490","80570"
"In post","2021","Unknown","Attorney General's Departments","London","SEO/HEO","100","100","37160","38230"
"In post","2021","Unknown","Attorney General's Departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Outside London","AA/AO","125","110","21390","21950"
"In post","2021","Unknown","Attorney General's Departments","Outside London","EO","100","95","27700","27760"
"In post","2021","Unknown","Attorney General's Departments","Outside London","G6/G7","230","210","56950","55610"
"In post","2021","Unknown","Attorney General's Departments","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Attorney General's Departments","Outside London","SEO/HEO","55","50","35170","34480"
"In post","2021","Unknown","Attorney General's Departments","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","London","AA/AO","30","30","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","London","EO","115","110","28210","27500"
"In post","2021","Unknown","Cabinet Office","London","G6/G7","605","600","61970","56750"
"In post","2021","Unknown","Cabinet Office","London","SCS level","320","315","93530","74960"
"In post","2021","Unknown","Cabinet Office","London","SEO/HEO","1395","1390","31650","29250"
"In post","2021","Unknown","Cabinet Office","Outside London","AA/AO","135","130","20890","20920"
"In post","2021","Unknown","Cabinet Office","Outside London","EO","55","55","25890","26670"
"In post","2021","Unknown","Cabinet Office","Outside London","G6/G7","345","335","60720","53320"
"In post","2021","Unknown","Cabinet Office","Outside London","SCS level","155","155","78510","70000"
"In post","2021","Unknown","Cabinet Office","Outside London","SEO/HEO","435","425","31420","29250"
"In post","2021","Unknown","Cabinet Office","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Unknown","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Unknown","G6/G7","30","30","60870","59160"
"In post","2021","Unknown","Cabinet Office","Unknown","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","Unknown","SEO/HEO","380","375","30790","30260"
"In post","2021","Unknown","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","London","SEO/HEO","5","5","[c]","[c]"
