"Status","Year","Age","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Mixed","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Health and Safety Executive","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","HM Courts and Tribunals Service","Ministry of Justice","65","60","23030","21310"
"In post","2021","30-39","Mixed","HM Land Registry","HM Land Registry","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","HM Prison and Probation Service","Ministry of Justice","305","295","29210","28400"
"In post","2021","30-39","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","200","195","35780","31810"
"In post","2021","30-39","Mixed","HM Treasury (excl. agencies)","HM Treasury","35","35","54620","53980"
"In post","2021","30-39","Mixed","Home Office (incl. agencies)","Home Office","210","195","34600","29080"
"In post","2021","30-39","Mixed","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Legal Aid Agency","Ministry of Justice","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Maritime and Coastguard Agency","Department for Transport","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","30","30","42670","40850"
"In post","2021","30-39","Mixed","Met Office","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","95","95","36350","33300"
"In post","2021","30-39","Mixed","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","20","20","[c]","[c]"
"In post","2021","30-39","Mixed","Ministry of Justice (excl. agencies)","Ministry of Justice","65","60","42400","36800"
"In post","2021","30-39","Mixed","National Crime Agency","National Crime Agency","30","30","38320","36740"
"In post","2021","30-39","Mixed","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Office of the Public Guardian","Ministry of Justice","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Public Health England","Department of Health and Social Care","50","50","42430","40070"
"In post","2021","30-39","Mixed","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Scottish Government (excl. agencies)","Scottish Government","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Serious Fraud Office","Attorney General's Departments","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Submarine Delivery Agency","Ministry of Defence","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","The National Archives","The National Archives","10","10","[c]","[c]"
"In post","2021","30-39","Mixed","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","UK Export Finance","UK Export Finance","5","5","[c]","[c]"
"In post","2021","30-39","Mixed","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","United Kingdom Statistics Authority","United Kingdom Statistics Authority","25","25","[c]","[c]"
"In post","2021","30-39","Mixed","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Welsh Government (excl. agencies)","Welsh Government","15","15","[c]","[c]"
"In post","2021","30-39","Mixed","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Mixed","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Cabinet Office (excl. agencies)","Cabinet Office","25","25","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Competition and Markets Authority","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Crown Office and Procurator Fiscal Service","Scottish Government","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Crown Prosecution Service","Attorney General's Departments","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Defence Equipment and Support","Ministry of Defence","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Education (excl. agencies)","Department for Education","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Transport (excl. agencies)","Department for Transport","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","70","65","29700","27570"
"In post","2021","30-39","Other ethnicity","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","20","20","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Government Legal Department","Attorney General's Departments","25","20","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Government Property Agency","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Courts and Tribunals Service","Ministry of Justice","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","HM Prison and Probation Service","Ministry of Justice","50","50","30160","26810"
"In post","2021","30-39","Other ethnicity","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","40","40","35090","29570"
"In post","2021","30-39","Other ethnicity","HM Treasury (excl. agencies)","HM Treasury","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Home Office (incl. agencies)","Home Office","60","55","34520","28990"
"In post","2021","30-39","Other ethnicity","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Maritime and Coastguard Agency","Department for Transport","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","45","40","31090","26670"
"In post","2021","30-39","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","10","10","[c]","[c]"
"In post","2021","30-39","Other ethnicity","National Crime Agency","National Crime Agency","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of the Public Guardian","Ministry of Justice","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Public Health England","Department of Health and Social Care","15","15","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","5","5","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","30","30","29890","28270"
"In post","2021","30-39","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","65","65","49040","54700"
"In post","2021","30-39","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Competition and Markets Authority","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Crown Commercial Service","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Crown Prosecution Service","Attorney General's Departments","30","30","44470","48830"
"In post","2021","30-39","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Defence Equipment and Support","Ministry of Defence","95","95","37720","38150"
"In post","2021","30-39","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","140","140","41860","46080"
"In post","2021","30-39","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","80","80","52400","53600"
"In post","2021","30-39","Undeclared","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Department for Education (excl. agencies)","Department for Education","55","55","47120","50130"
"In post","2021","30-39","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","40","40","44720","48370"
"In post","2021","30-39","Undeclared","Department for International Trade","Department for International Trade","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Department for Transport (excl. agencies)","Department for Transport","45","45","50500","54570"
"In post","2021","30-39","Undeclared","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","535","490","27290","27570"
"In post","2021","30-39","Undeclared","Driver and Vehicle Licensing Agency","Department for Transport","70","65","25980","21590"
"In post","2021","30-39","Undeclared","Driver and Vehicle Standards Agency","Department for Transport","80","75","29060","27680"
"In post","2021","30-39","Undeclared","Education and Skills Funding Agency","Department for Education","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","FCDO Services","Foreign, Commonwealth and Development Office","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Food Standards Agency","Food Standards Agency","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","65","65","47490","43940"
"In post","2021","30-39","Undeclared","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Government Legal Department","Attorney General's Departments","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Government Property Agency","Other Cabinet Office Agencies","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Health and Safety Executive","Department for Work and Pensions","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","125","120","25000","21310"
"In post","2021","30-39","Undeclared","HM Land Registry","HM Land Registry","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","HM Prison and Probation Service","Ministry of Justice","265","255","30280","30220"
"In post","2021","30-39","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","325","315","33090","31810"
"In post","2021","30-39","Undeclared","HM Treasury (excl. agencies)","HM Treasury","30","30","[c]","[c]"
"In post","2021","30-39","Undeclared","Home Office (incl. agencies)","Home Office","335","320","34930","29080"
"In post","2021","30-39","Undeclared","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Institute for Apprenticeships and Technical Education","Department for Education","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal Aid Agency","Ministry of Justice","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Maritime and Coastguard Agency","Department for Transport","30","30","38280","35980"
"In post","2021","30-39","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","10","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Met Office","Department for Business, Energy and Industrial Strategy","40","35","36190","37490"
"In post","2021","30-39","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","260","255","36030","34320"
"In post","2021","30-39","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","45","40","44140","39990"
"In post","2021","30-39","Undeclared","National Crime Agency","National Crime Agency","50","50","36650","35170"
"In post","2021","30-39","Undeclared","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Office of Rail and Road","Office of Rail and Road","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Office of the Public Guardian","Ministry of Justice","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Planning Inspectorate","Ministry of Housing, Communities and Local Government","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Public Health England","Department of Health and Social Care","105","95","40850","38190"
"In post","2021","30-39","Undeclared","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Rural Payments Agency","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Scottish Government (excl. agencies)","Scottish Government","30","30","42050","38540"
"In post","2021","30-39","Undeclared","Scottish Prison Service","Scottish Government","75","70","32100","33650"
"In post","2021","30-39","Undeclared","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Submarine Delivery Agency","Ministry of Defence","25","25","[c]","[c]"
"In post","2021","30-39","Undeclared","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","UK Hydrographic Office","Ministry of Defence","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","UK Space Agency","Department for Business, Energy and Industrial Strategy","30","30","47430","49310"
"In post","2021","30-39","Undeclared","United Kingdom Statistics Authority","United Kingdom Statistics Authority","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Valuation Office Agency","HM Revenue and Customs","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
