"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Human Resources","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Human Resources","EO","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Human Resources","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","65+","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","SEO/HEO","Heterosexual / straight","30","25","39830","39880"
"In post","2021","65+","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Human Resources","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","AA/AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","65+","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","AA/AO","Undeclared","40","30","21120","20070"
"In post","2021","65+","Legal","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2021","65+","Legal","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","65+","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","EO","Undeclared","15","10","[c]","[c]"
"In post","2021","65+","Legal","EO","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Legal","G6/G7","Heterosexual / straight","65","50","62220","61010"
"In post","2021","65+","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","65+","Legal","G6/G7","Unknown","35","25","67150","65020"
"In post","2021","65+","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","SEO/HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","65+","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","SEO/HEO","Unknown","10","5","[c]","[c]"
"In post","2021","65+","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","AA/AO","Heterosexual / straight","1310","975","21320","20600"
"In post","2021","65+","No function","AA/AO","LGBO","35","30","21670","20650"
"In post","2021","65+","No function","AA/AO","Undeclared","245","165","20790","20600"
"In post","2021","65+","No function","AA/AO","Unknown","650","465","22790","21440"
"In post","2021","65+","No function","EO","Heterosexual / straight","450","345","28080","27380"
"In post","2021","65+","No function","EO","LGBO","10","5","[c]","[c]"
"In post","2021","65+","No function","EO","Undeclared","135","95","28010","27130"
"In post","2021","65+","No function","EO","Unknown","205","140","28680","28130"
"In post","2021","65+","No function","G6/G7","Heterosexual / straight","205","160","64380","63900"
"In post","2021","65+","No function","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","65+","No function","G6/G7","Undeclared","40","30","62510","59630"
"In post","2021","65+","No function","G6/G7","Unknown","80","60","62540","60160"
"In post","2021","65+","No function","SCS level","Heterosexual / straight","25","15","[c]","[c]"
"In post","2021","65+","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","SCS level","Undeclared","10","5","[c]","[c]"
"In post","2021","65+","No function","SCS level","Unknown","15","10","[c]","[c]"
"In post","2021","65+","No function","SEO/HEO","Heterosexual / straight","400","290","39010","36720"
"In post","2021","65+","No function","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","65+","No function","SEO/HEO","Undeclared","75","55","38510","35990"
"In post","2021","65+","No function","SEO/HEO","Unknown","175","120","38290","37300"
"In post","2021","65+","No function","Unknown","Heterosexual / straight","230","180","29960","28200"
"In post","2021","65+","No function","Unknown","LGBO","10","5","[c]","[c]"
"In post","2021","65+","No function","Unknown","Undeclared","40","30","33890","36580"
"In post","2021","65+","No function","Unknown","Unknown","30","20","30790","31410"
"In post","2021","65+","Project Delivery","AA/AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","65+","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","65+","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","EO","Heterosexual / straight","80","65","24840","25560"
"In post","2021","65+","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","EO","Undeclared","20","15","[c]","[c]"
"In post","2021","65+","Project Delivery","EO","Unknown","15","10","[c]","[c]"
"In post","2021","65+","Project Delivery","G6/G7","Heterosexual / straight","60","50","60800","59730"
"In post","2021","65+","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","G6/G7","Undeclared","10","5","[c]","[c]"
"In post","2021","65+","Project Delivery","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","SEO/HEO","Heterosexual / straight","210","175","37640","37320"
"In post","2021","65+","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","SEO/HEO","Undeclared","45","35","38850","37920"
"In post","2021","65+","Project Delivery","SEO/HEO","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Project Delivery","Unknown","Heterosexual / straight","30","30","45160","42500"
"In post","2021","65+","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","AA/AO","Heterosexual / straight","80","70","19410","17730"
"In post","2021","65+","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2021","65+","Property","AA/AO","Unknown","60","50","21520","20520"
"In post","2021","65+","Property","EO","Heterosexual / straight","40","35","27460","26930"
"In post","2021","65+","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","65+","Property","EO","Unknown","15","15","[c]","[c]"
"In post","2021","65+","Property","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","65+","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","SEO/HEO","Heterosexual / straight","100","85","38730","36970"
"In post","2021","65+","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","65+","Property","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Security","AA/AO","Heterosexual / straight","115","95","22140","20060"
"In post","2021","65+","Security","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2021","65+","Security","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Security","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","65+","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","EO","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","65+","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Security","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","AA/AO","Heterosexual / straight","1450","1150","21520","21010"
"In post","2021","65+","Unknown","AA/AO","LGBO","45","35","21320","21010"
"In post","2021","65+","Unknown","AA/AO","Undeclared","240","190","21740","21010"
"In post","2021","65+","Unknown","AA/AO","Unknown","420","320","21620","21010"
"In post","2021","65+","Unknown","EO","Heterosexual / straight","1115","815","28400","27570"
"In post","2021","65+","Unknown","EO","LGBO","35","25","28650","27570"
"In post","2021","65+","Unknown","EO","Undeclared","205","145","28740","27570"
"In post","2021","65+","Unknown","EO","Unknown","360","245","28220","27570"
"In post","2021","65+","Unknown","G6/G7","Heterosexual / straight","100","80","67500","63180"
"In post","2021","65+","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","65+","Unknown","G6/G7","Unknown","35","30","64220","61010"
"In post","2021","65+","Unknown","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","65+","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Unknown","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Unknown","SEO/HEO","Heterosexual / straight","375","295","37850","36460"
"In post","2021","65+","Unknown","SEO/HEO","LGBO","10","5","[c]","[c]"
"In post","2021","65+","Unknown","SEO/HEO","Undeclared","70","60","37860","36780"
"In post","2021","65+","Unknown","SEO/HEO","Unknown","95","70","38920","37510"
"In post","2021","65+","Unknown","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","No function","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","EO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Unknown","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data & Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data & Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
