"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Black","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Black","Internal Audit","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","International Trade","EO","EO","10","10","[c]","[c]"
"In post","2021","Black","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","International Trade","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Black","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","International Trade","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Black","International Trade","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Black","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Knowledge and Information Management","AA/AO","AO","15","15","[c]","[c]"
"In post","2021","Black","Knowledge and Information Management","EO","EO","15","15","[c]","[c]"
"In post","2021","Black","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Knowledge and Information Management","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Black","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Knowledge and Information Management","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2021","Black","Knowledge and Information Management","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2021","Black","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Black","Legal","EO","EO","65","65","29070","29570"
"In post","2021","Black","Legal","G6/G7","G6","30","30","70880","71290"
"In post","2021","Black","Legal","G6/G7","G7","190","185","57540","56560"
"In post","2021","Black","Legal","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Black","Legal","SEO/HEO","HEO","70","70","35870","36160"
"In post","2021","Black","Legal","SEO/HEO","SEO","45","45","41740","42500"
"In post","2021","Black","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Medicine","AA/AO","AO","5","5","[c]","[c]"
"In post","2021","Black","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Medicine","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Black","Medicine","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Black","Medicine","SCS level","SCS level","25","25","[c]","[c]"
"In post","2021","Black","Medicine","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Black","Medicine","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Black","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Delivery","AA/AO","AA","410","380","22330","22210"
"In post","2021","Black","Operational Delivery","AA/AO","AO","2185","2030","25310","23520"
"In post","2021","Black","Operational Delivery","EO","EO","1460","1385","28660","28760"
"In post","2021","Black","Operational Delivery","G6/G7","G6","25","25","[c]","[c]"
"In post","2021","Black","Operational Delivery","G6/G7","G7","110","110","53840","53380"
"In post","2021","Black","Operational Delivery","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Black","Operational Delivery","SEO/HEO","HEO","620","600","34580","34810"
"In post","2021","Black","Operational Delivery","SEO/HEO","SEO","250","245","43860","41970"
"In post","2021","Black","Operational Delivery","Unknown","Unknown","790","765","31040","28200"
"In post","2021","Black","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2021","Black","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","AA/AO","AA","30","25","[c]","[c]"
"In post","2021","Black","Other","AA/AO","AO","125","120","23950","23670"
"In post","2021","Black","Other","EO","EO","185","175","27290","27590"
"In post","2021","Black","Other","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Black","Other","G6/G7","G7","20","20","[c]","[c]"
"In post","2021","Black","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","SEO/HEO","HEO","95","90","33490","34430"
"In post","2021","Black","Other","SEO/HEO","SEO","60","60","41260","41960"
"In post","2021","Black","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectors","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectors","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Black","Policy","AA/AO","AO","90","85","24700","24370"
"In post","2021","Black","Policy","EO","EO","235","235","29040","28990"
"In post","2021","Black","Policy","G6/G7","G6","30","30","67440","65600"
"In post","2021","Black","Policy","G6/G7","G7","195","195","55360","53760"
"In post","2021","Black","Policy","SCS level","SCS level","20","20","[c]","[c]"
"In post","2021","Black","Policy","SEO/HEO","HEO","300","300","34260","33870"
"In post","2021","Black","Policy","SEO/HEO","SEO","215","215","40970","40590"
"In post","2021","Black","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Black","Project Delivery","EO","EO","80","80","27860","28070"
"In post","2021","Black","Project Delivery","G6/G7","G6","15","15","[c]","[c]"
"In post","2021","Black","Project Delivery","G6/G7","G7","90","90","55710","56690"
"In post","2021","Black","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","SEO/HEO","HEO","160","155","33720","34020"
"In post","2021","Black","Project Delivery","SEO/HEO","SEO","135","135","41040","41000"
"In post","2021","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Black","Property","EO","EO","40","40","28170","28630"
"In post","2021","Black","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Black","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","SEO/HEO","HEO","30","30","33980","33810"
"In post","2021","Black","Property","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2021","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2021","Black","Psychology","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Black","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","AA/AO","AO","35","35","22700","23530"
"In post","2021","Black","Science and Engineering","EO","EO","40","40","26940","27140"
"In post","2021","Black","Science and Engineering","G6/G7","G6","5","5","[c]","[c]"
"In post","2021","Black","Science and Engineering","G6/G7","G7","35","35","53190","53240"
"In post","2021","Black","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","SEO/HEO","HEO","80","75","32840","32640"
"In post","2021","Black","Science and Engineering","SEO/HEO","SEO","75","70","41310","40840"
"In post","2021","Black","Science and Engineering","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Security","AA/AO","AA","50","50","21090","21150"
"In post","2021","Black","Security","AA/AO","AO","20","20","[c]","[c]"
"In post","2021","Black","Security","EO","EO","15","15","[c]","[c]"
"In post","2021","Black","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Black","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Black","Security","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2021","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Black","Social Research","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2021","Black","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","EO","EO","15","15","[c]","[c]"
"In post","2021","Black","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","G6/G7","G7","10","10","[c]","[c]"
"In post","2021","Black","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2021","Black","Statistics","SEO/HEO","SEO","20","15","[c]","[c]"
"In post","2021","Black","Tax","AA/AO","AO","65","60","20810","20140"
"In post","2021","Black","Tax","EO","EO","130","125","28160","27570"
"In post","2021","Black","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Black","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tax","SEO/HEO","HEO","170","170","34660","36160"
"In post","2021","Black","Tax","SEO/HEO","SEO","45","45","40650","41760"
"In post","2021","Black","Unknown","AA/AO","AA","15","10","[c]","[c]"
"In post","2021","Black","Unknown","AA/AO","AO","905","825","22740","22770"
"In post","2021","Black","Unknown","EO","EO","2800","2670","29800","31060"
"In post","2021","Black","Unknown","G6/G7","G6","30","30","68840","66900"
"In post","2021","Black","Unknown","G6/G7","G7","100","95","55610","54700"
"In post","2021","Black","Unknown","SCS level","SCS level","15","15","[c]","[c]"
"In post","2021","Black","Unknown","SEO/HEO","HEO","355","350","35380","36160"
"In post","2021","Black","Unknown","SEO/HEO","SEO","140","140","40390","40580"
"In post","2021","Black","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","EO","EO","5","5","[c]","[c]"
"In post","2021","Chinese","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","EO","EO","10","10","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","G6/G7","G7","15","15","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
