"Status","Year","Disability","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","South East (England)","Undeclared","100","90","31180","28130"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","South East (England)","Unknown","180","155","28590","27360"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","South West (England)","Heterosexual / straight","645","610","36100","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","South West (England)","LGBO","45","40","33570","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","South West (England)","Undeclared","40","35","38150","31940"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","South West (England)","Unknown","40","35","35260","28130"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Wales","Heterosexual / straight","1845","1730","28970","25560"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Wales","LGBO","145","145","27710","25560"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Wales","Undeclared","105","95","27230","25560"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Wales","Unknown","220","190","27120","25560"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Heterosexual / straight","1775","1675","34500","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","West Midlands (England)","LGBO","65","60","33990","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Undeclared","140","125","34800","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Unknown","210","185","31730","28130"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","1975","1835","32580","31810"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","LGBO","90","90","32440","25560"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Undeclared","190","165","30150","28130"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","Unknown","285","250","28580","25560"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","East of England","Heterosexual / straight","40","40","30630","23760"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","London","Heterosexual / straight","1160","1140","48990","52500"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","London","LGBO","95","95","50270","52530"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","London","Undeclared","100","95","45270","39900"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","London","Unknown","40","40","47850","40900"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","East Midlands (England)","Heterosexual / straight","160","155","27880","25310"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","East Midlands (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","East of England","Heterosexual / straight","1375","1230","26650","25260"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","East of England","LGBO","40","35","25630","24890"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","East of England","Undeclared","150","130","26460","26030"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","East of England","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","London","Heterosexual / straight","9190","8670","39980","35070"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","London","LGBO","290","285","44980","41970"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","London","Undeclared","1100","1030","39400","35070"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","London","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","North East (England)","Heterosexual / straight","960","835","25230","21430"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","North East (England)","LGBO","30","30","24670","21430"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","North East (England)","Undeclared","75","70","24920","24880"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","North West (England)","Heterosexual / straight","5310","4925","26970","24890"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","North West (England)","LGBO","225","215","26660","24890"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","North West (England)","Undeclared","405","370","26960","24890"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Northern Ireland","Heterosexual / straight","380","345","25180","24890"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Northern Ireland","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Northern Ireland","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Overseas","Heterosexual / straight","220","215","27860","27370"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Overseas","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Overseas","Undeclared","45","45","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Scotland","Heterosexual / straight","725","670","27250","25040"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Scotland","LGBO","35","30","27620","24890"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Scotland","Undeclared","85","75","29450","26480"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","South East (England)","Heterosexual / straight","2550","2315","27740","25990"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","South East (England)","LGBO","80","75","26630","25960"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","South East (England)","Undeclared","355","310","28400","27370"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","South West (England)","Heterosexual / straight","270","250","27740","25310"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","South West (England)","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","South West (England)","Undeclared","40","40","28440","27370"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Wales","Heterosexual / straight","470","430","27550","25040"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Wales","LGBO","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Wales","Undeclared","30","30","26840","25040"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","West Midlands (England)","Heterosexual / straight","775","725","27780","25310"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","West Midlands (England)","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","West Midlands (England)","Undeclared","70","60","29510","27370"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Yorkshire and The Humber","Heterosexual / straight","2555","2355","27830","25040"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Yorkshire and The Humber","LGBO","115","110","28180","25130"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Yorkshire and The Humber","Undeclared","190","175","27310","25040"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","East Midlands (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","East of England","Heterosexual / straight","45","45","36220","38510"
"In post","2021","Declared non-disabled","Insolvency Service","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","East of England","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","London","Heterosexual / straight","125","120","42250","38510"
"In post","2021","Declared non-disabled","Insolvency Service","London","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","London","Unknown","80","75","39670","41140"
"In post","2021","Declared non-disabled","Insolvency Service","North East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","North East (England)","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","North West (England)","Heterosexual / straight","120","115","34620","35340"
"In post","2021","Declared non-disabled","Insolvency Service","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","North West (England)","Unknown","50","45","34050","36060"
"In post","2021","Declared non-disabled","Insolvency Service","Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","South East (England)","Heterosexual / straight","45","40","30600","26290"
"In post","2021","Declared non-disabled","Insolvency Service","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","South East (England)","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","South West (England)","Heterosexual / straight","55","55","35850","36060"
"In post","2021","Declared non-disabled","Insolvency Service","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","South West (England)","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","Wales","Heterosexual / straight","30","30","28940","26290"
"In post","2021","Declared non-disabled","Insolvency Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","Wales","Unknown","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","West Midlands (England)","Heterosexual / straight","155","145","34640","32060"
"In post","2021","Declared non-disabled","Insolvency Service","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","West Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","West Midlands (England)","Unknown","95","85","28920","25190"
"In post","2021","Declared non-disabled","Insolvency Service","Yorkshire and The Humber","Heterosexual / straight","35","30","35580","34890"
"In post","2021","Declared non-disabled","Insolvency Service","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","Yorkshire and The Humber","Unknown","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","Heterosexual / straight","55","55","54750","54230"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","London","Unknown","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","West Midlands (England)","Heterosexual / straight","60","60","44410","49960"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","West Midlands (England)","Unknown","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","East Midlands (England)","Heterosexual / straight","105","95","24500","21170"
"In post","2021","Declared non-disabled","Legal Aid Agency","East Midlands (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","East Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","East of England","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","London","Heterosexual / straight","125","120","44340","40710"
"In post","2021","Declared non-disabled","Legal Aid Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","North East (England)","Heterosexual / straight","175","165","24750","21190"
"In post","2021","Declared non-disabled","Legal Aid Agency","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","North East (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","North East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","North West (England)","Heterosexual / straight","155","145","26220","22570"
"In post","2021","Declared non-disabled","Legal Aid Agency","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","North West (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","South East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","South West (England)","Heterosexual / straight","60","55","29520","23100"
"In post","2021","Declared non-disabled","Legal Aid Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","Wales","Heterosexual / straight","40","35","31960","29550"
"In post","2021","Declared non-disabled","Legal Aid Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","West Midlands (England)","Heterosexual / straight","65","65","26390","22570"
"In post","2021","Declared non-disabled","Legal Aid Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","Yorkshire and The Humber","Heterosexual / straight","35","30","28170","27330"
"In post","2021","Declared non-disabled","Legal Aid Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","East of England","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","North West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Northern Ireland","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Scotland","Heterosexual / straight","105","100","37240","35040"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Scotland","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","South East (England)","Heterosexual / straight","395","380","38640","35180"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","South East (England)","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","South East (England)","Undeclared","45","45","40660","39040"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","South West (England)","Heterosexual / straight","45","45","36570","35110"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Wales","Heterosexual / straight","45","45","35920","31700"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Yorkshire and The Humber","Heterosexual / straight","40","40","40250","31780"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","East of England","Heterosexual / straight","80","80","46620","41020"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","East of England","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","East of England","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","London","Heterosexual / straight","320","310","50240","49790"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","London","LGBO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","London","Undeclared","50","45","55340","53730"
