"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","15","15","60920","57670"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","Department for Education","EO","15","15","26220","25000"
"In post","2021","Commercial","Department for Education (excl. agencies)","Department for Education","G6/G7","40","40","54260","51990"
"In post","2021","Commercial","Department for Education (excl. agencies)","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","Department for Education","SEO/HEO","125","120","36260","36780"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","10","10","27020","26750"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","25","25","53420","49880"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","100","95","35630","36700"
"In post","2021","Commercial","Department for International Trade","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","Department for International Trade","SEO/HEO","20","20","36900","38160"
"In post","2021","Commercial","Department for Transport (excl. agencies)","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","50","50","54960","53360"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","35","35","82680","74730"
"In post","2021","Commercial","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","105","105","36660","38300"
"In post","2021","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","35","30","20860","21590"
"In post","2021","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","EO","35","35","26580","26700"
"In post","2021","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","15","15","58070","55300"
"In post","2021","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","70","65","35750","32180"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","Department for Transport","EO","10","10","24020","26350"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","25","25","38880","39470"
"In post","2021","Commercial","Education and Skills Funding Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","10","10","[c]","[c]"
"In post","2021","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","EO","5","5","[c]","[c]"
"In post","2021","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","30","30","65470","63810"
"In post","2021","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","35","35","38660","39960"
"In post","2021","Commercial","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","Food Standards Agency","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","10","10","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","25","25","51740","51960"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","45","45","38630","39190"
"In post","2021","Commercial","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Government Actuary's Department","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Government Actuary's Department","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Government Internal Audit Agency","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Department for Work and Pensions","AA/AO","5","5","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Department for Work and Pensions","EO","10","10","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Department for Work and Pensions","G6/G7","15","15","58700","53830"
"In post","2021","Commercial","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","15","15","37940","39390"
"In post","2021","Commercial","HM Land Registry","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","HM Land Registry","SEO/HEO","15","15","36730","38550"
"In post","2021","Commercial","HM Prison and Probation Service","Ministry of Justice","AA/AO","55","55","23120","23240"
"In post","2021","Commercial","HM Prison and Probation Service","Ministry of Justice","EO","60","55","28660","28220"
"In post","2021","Commercial","HM Prison and Probation Service","Ministry of Justice","G6/G7","155","145","72600","70740"
"In post","2021","Commercial","HM Prison and Probation Service","Ministry of Justice","SCS level","10","10","100060","94270"
"In post","2021","Commercial","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","365","360","45890","46870"
"In post","2021","Commercial","HM Prison and Probation Service","Ministry of Justice","Unknown","35","35","42970","41020"
"In post","2021","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","10","10","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","25","25","26020","25560"
"In post","2021","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","20","20","57400","52800"
"In post","2021","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","85","80","36070","38630"
"In post","2021","Commercial","HM Treasury (excl. agencies)","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","5","5","[c]","[c]"
"In post","2021","Commercial","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","15","42480","42700"
"In post","2021","Commercial","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","10","10","[c]","[c]"
"In post","2021","Commercial","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Legal Aid Agency","Ministry of Justice","AA/AO","10","10","[c]","[c]"
"In post","2021","Commercial","Legal Aid Agency","Ministry of Justice","EO","25","25","26300","27540"
"In post","2021","Commercial","Legal Aid Agency","Ministry of Justice","G6/G7","20","20","52520","52480"
"In post","2021","Commercial","Legal Aid Agency","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Legal Aid Agency","Ministry of Justice","SEO/HEO","100","100","38320","40080"
"In post","2021","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","EO","10","10","25390","25630"
"In post","2021","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","90","90","51640","48080"
"In post","2021","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","85","80","35920","37420"
"In post","2021","Commercial","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","230","220","21670","21130"
