"Status","Year","Function_of_post","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","UK Export Finance","UK Export Finance","EO","15","15","29450","29000"
"In post","2021","Commercial","UK Export Finance","UK Export Finance","G6/G7","60","60","67590","65320"
"In post","2021","Commercial","UK Export Finance","UK Export Finance","SCS level","10","10","119260","108970"
"In post","2021","Commercial","UK Export Finance","UK Export Finance","SEO/HEO","105","105","42940","43700"
"In post","2021","Commercial","UK Hydrographic Office","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Hydrographic Office","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Hydrographic Office","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Hydrographic Office","Ministry of Defence","SEO/HEO","15","15","38910","42510"
"In post","2021","Commercial","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6/G7","15","15","56630","59300"
"In post","2021","Commercial","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO/HEO","15","15","33150","31910"
"In post","2021","Commercial","Valuation Office Agency","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wilton Park","Foreign, Commonwealth and Development Office","AA/AO","15","10","24830","24070"
"In post","2021","Commercial","Wilton Park","Foreign, Commonwealth and Development Office","EO","10","5","[c]","[c]"
"In post","2021","Commercial","Wilton Park","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wilton Park","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","10","39950","38670"
"In post","2021","Communications","Attorney General's Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Office","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Office","Attorney General's Departments","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","10","10","24120","24490"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Cabinet Office","EO","40","40","27250","27500"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","120","115","59330","56610"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","20","20","87410","82070"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","155","150","38750","39370"
"In post","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Charity Commission","Charity Commission","EO","5","5","[c]","[c]"
"In post","2021","Communications","Charity Commission","Charity Commission","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Charity Commission","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Charity Commission","SEO/HEO","20","15","33480","30610"
"In post","2021","Communications","Companies House","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","15","35990","36240"
"In post","2021","Communications","Competition and Markets Authority","Competition and Markets Authority","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Competition and Markets Authority","G6/G7","10","10","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","15","15","39190","41300"
"In post","2021","Communications","Crown Commercial Service","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","Other Cabinet Office Agencies","SEO/HEO","15","15","33050","33750"
"In post","2021","Communications","Crown Office and Procurator Fiscal Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Attorney General's Departments","EO","5","5","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Attorney General's Departments","G6/G7","10","10","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","35","35","38460","39750"
"In post","2021","Communications","Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Debt Management Office","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Debt Management Office","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Electronics and Components Agency","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Electronics and Components Agency","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Electronics and Components Agency","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Equipment and Support","Ministry of Defence","EO","170","160","20470","19600"
"In post","2021","Communications","Defence Equipment and Support","Ministry of Defence","G6/G7","15","15","57380","53720"
"In post","2021","Communications","Defence Equipment and Support","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Equipment and Support","Ministry of Defence","SEO/HEO","100","95","31220","29840"
"In post","2021","Communications","Defence Science and Technology Laboratory","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","10","10","[c]","[c]"
"In post","2021","Communications","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","15","15","33170","31250"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","10","10","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","35","30","61720","58650"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","60","55","42700","43770"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","20","20","65720","64100"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","20","20","43460","39660"
"In post","2021","Communications","Department for Education (excl. agencies)","Department for Education","AA/AO","15","15","21690","21000"
"In post","2021","Communications","Department for Education (excl. agencies)","Department for Education","EO","75","70","27450","27250"
"In post","2021","Communications","Department for Education (excl. agencies)","Department for Education","G6/G7","45","45","56880","54400"
"In post","2021","Communications","Department for Education (excl. agencies)","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education (excl. agencies)","Department for Education","SEO/HEO","100","95","37670","36660"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","15","15","26990","27960"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","80","80","53490","53200"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","155","150","35850","36970"
"In post","2021","Communications","Department for International Trade","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Department for International Trade","EO","10","10","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Department for International Trade","G6/G7","35","35","54650","53950"
"In post","2021","Communications","Department for International Trade","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Department for International Trade","SEO/HEO","55","55","35110","33560"
"In post","2021","Communications","Department for Transport (excl. agencies)","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","Department for Transport","G6/G7","45","45","57790","54760"
"In post","2021","Communications","Department for Transport (excl. agencies)","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","65","65","39990","42470"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","60","60","27420","27270"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","65","60","58310","55070"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","10","10","81100","77270"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","45","45","36390","34180"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","15","15","21360","21590"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","Department for Transport","EO","30","25","26520","26470"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","20","20","33690","31860"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","20","15","21590","21590"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Department for Transport","EO","20","20","26050","26580"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","40","35","34960","32180"
"In post","2021","Communications","Education and Skills Funding Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","Department for Education","EO","5","5","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","Department for Education","G6/G7","35","30","56360","54400"
"In post","2021","Communications","Education and Skills Funding Agency","Department for Education","SEO/HEO","50","50","37210","36960"
"In post","2021","Communications","ESTYN","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","ESTYN","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Food Standards Agency","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Food Standards Agency","SEO/HEO","25","25","38100","37910"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","5","5","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","40","40","59380","57420"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","10","10","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","70","70","41860","41620"
"In post","2021","Communications","Forestry and Land Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Forestry and Land Scotland","Scottish Government","EO","5","5","[c]","[c]"
"In post","2021","Communications","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Forestry and Land Scotland","Scottish Government","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Communications","Government Actuary's Department","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","HM Treasury","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Government Legal Department","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","Attorney General's Departments","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Government Legal Department","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","Attorney General's Departments","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Government Property Agency","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Property Agency","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","Department for Work and Pensions","G6/G7","10","10","55350","55130"
"In post","2021","Communications","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","20","20","37180","35910"
"In post","2021","Communications","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Communications","HM Land Registry","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","HM Land Registry","SEO/HEO","25","25","39350","37290"
"In post","2021","Communications","HM Prison and Probation Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","260","215","20790","20660"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","2390","2305","25750","25560"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","165","165","56010","52580"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","10","10","81330","78000"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","1330","1305","33310","31810"
"In post","2021","Communications","HM Treasury (excl. agencies)","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury (excl. agencies)","HM Treasury","G6/G7","10","10","58220","57380"
"In post","2021","Communications","HM Treasury (excl. agencies)","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","15","15","39510","38000"
"In post","2021","Communications","Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Communications","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Legal Aid Agency","Ministry of Justice","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Department for Transport","EO","5","5","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","10","10","37850","37540"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","10","10","27830","27510"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","10","10","57690","53860"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","25","25","36530","34270"
"In post","2021","Communications","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","10","5","[c]","[c]"
"In post","2021","Communications","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","20","36130","37420"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","95","90","21360","21030"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","160","155","27690","26670"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","40","40","62900","62730"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","230","230","38560","39950"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","15","15","28080","27850"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6/G7","30","30","56270","53130"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO/HEO","45","45","36640","34080"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","30","30","57990","57270"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","5","5","[c]","[c]"
"In post","2021","Communications","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","80","75","37880","36800"
"In post","2021","Communications","National Crime Agency","National Crime Agency","EO","5","5","[c]","[c]"
"In post","2021","Communications","National Crime Agency","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Crime Agency","National Crime Agency","SEO/HEO","25","20","45680","45480"
"In post","2021","Communications","National Infrastructure Commission","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Infrastructure Commission","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Chancellor's other departments","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","National Savings and Investments","Chancellor's other departments","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland Office","Northern Ireland Office","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO/HEO","25","25","37000","35010"
"In post","2021","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","10","10","28310","28880"
"In post","2021","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","10","10","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","15","15","37820","37200"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Office of Rail and Road","Office of Rail and Road","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","G6/G7","25","25","60260","57600"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Public Health England","Department of Health and Social Care","SEO/HEO","45","45","36850","36250"
"In post","2021","Communications","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Registers of Scotland","Scottish Government","EO","5","5","[c]","[c]"
"In post","2021","Communications","Registers of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Registers of Scotland","Scottish Government","SEO/HEO","10","10","37960","36780"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","20","20","20950","21050"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","45","40","25600","25450"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","5","5","[c]","[c]"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","35","30","32590","30470"
"In post","2021","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
