"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","G6/G7","G7","20","[c]","55440","53000"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","30","[c]","35060","32700"
"Leaver CS","2021","Department for Education","AA/AO","AO","20","[c]","21690","21000"
"Leaver CS","2021","Department for Education","EO","EO","65","[c]","25990","26000"
"Leaver CS","2021","Department for Education","G6/G7","G6","30","[c]","66910","67320"
"Leaver CS","2021","Department for Education","G6/G7","G7","80","[c]","53650","53760"
"Leaver CS","2021","Department for Education","SCS level","SCS level","20","[c]","82970","80630"
"Leaver CS","2021","Department for Education","SEO/HEO","HEO","60","[c]","33190","33300"
"Leaver CS","2021","Department for Education","SEO/HEO","SEO","85","[c]","39550","39460"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","AA","10","[c]","18390","17640"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","AA/AO","AO","160","[c]","21940","21050"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","EO","EO","125","[c]","24150","25100"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","G6","20","[c]","64980","64120"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","G6/G7","G7","70","[c]","53220","53370"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SCS level","SCS level","15","[c]","93080","83530"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","70","[c]","31830","31660"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","80","[c]","40020","38940"
"Leaver CS","2021","Department for International Trade","AA/AO","AO","45","[c]","19030","18200"
"Leaver CS","2021","Department for International Trade","EO","EO","10","[c]","24540","25730"
"Leaver CS","2021","Department for International Trade","G6/G7","G6","15","[c]","62880","60970"
"Leaver CS","2021","Department for International Trade","G6/G7","G7","20","[c]","56980","52270"
"Leaver CS","2021","Department for International Trade","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","SEO/HEO","HEO","20","[c]","32690","32120"
"Leaver CS","2021","Department for International Trade","SEO/HEO","SEO","25","[c]","35080","37410"
"Leaver CS","2021","Department for Transport","AA/AO","AA","85","[c]","17990","18060"
"Leaver CS","2021","Department for Transport","AA/AO","AO","255","[c]","22230","21590"
"Leaver CS","2021","Department for Transport","EO","EO","180","[c]","27560","26780"
"Leaver CS","2021","Department for Transport","G6/G7","G6","20","[c]","75110","71570"
"Leaver CS","2021","Department for Transport","G6/G7","G7","35","[c]","57780","55710"
"Leaver CS","2021","Department for Transport","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","SEO/HEO","HEO","90","[c]","31790","33350"
"Leaver CS","2021","Department for Transport","SEO/HEO","SEO","50","[c]","45530","43460"
"Leaver CS","2021","Department for Work and Pensions","AA/AO","AA","20","[c]","21760","20230"
"Leaver CS","2021","Department for Work and Pensions","AA/AO","AO","2060","[c]","21200","21010"
"Leaver CS","2021","Department for Work and Pensions","EO","EO","1875","[c]","28070","27570"
"Leaver CS","2021","Department for Work and Pensions","G6/G7","G6","45","[c]","69160","69190"
"Leaver CS","2021","Department for Work and Pensions","G6/G7","G7","100","[c]","53950","53000"
"Leaver CS","2021","Department for Work and Pensions","SCS level","SCS level","20","[c]","91760","85500"
"Leaver CS","2021","Department for Work and Pensions","SEO/HEO","HEO","240","[c]","33660","33450"
"Leaver CS","2021","Department for Work and Pensions","SEO/HEO","SEO","160","[c]","41880","39960"
"Leaver CS","2021","Department of Health and Social Care","AA/AO","AA","35","[c]","19110","18850"
"Leaver CS","2021","Department of Health and Social Care","AA/AO","AO","150","[c]","21070","20230"
"Leaver CS","2021","Department of Health and Social Care","EO","EO","150","[c]","25930","26730"
"Leaver CS","2021","Department of Health and Social Care","G6/G7","G6","50","[c]","70520","68960"
"Leaver CS","2021","Department of Health and Social Care","G6/G7","G7","165","[c]","53340","52750"
"Leaver CS","2021","Department of Health and Social Care","SCS level","SCS level","85","[c]","103470","104930"
"Leaver CS","2021","Department of Health and Social Care","SEO/HEO","HEO","195","[c]","32450","32650"
"Leaver CS","2021","Department of Health and Social Care","SEO/HEO","SEO","175","[c]","40230","40470"
"Leaver CS","2021","Department of Health and Social Care","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","EO","EO","15","[c]","27510","26970"
"Leaver CS","2021","Food Standards Agency","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","SEO/HEO","SEO","15","[c]","40850","40960"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","AA/AO","AO","45","[c]","23670","23240"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","EO","EO","40","[c]","29010","27670"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","G6/G7","G6","35","[c]","69910","71780"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","G6/G7","G7","55","[c]","52570","55610"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","SCS level","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","50","[c]","35760","35000"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","25","[c]","42910","42950"
"Leaver CS","2021","Foreign, Commonwealth and Development Office","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","AA/AO","AO","80","[c]","22510","22350"
"Leaver CS","2021","HM Land Registry","EO","EO","85","[c]","27330","27130"
"Leaver CS","2021","HM Land Registry","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","G6/G7","G7","15","[c]","63850","65970"
"Leaver CS","2021","HM Land Registry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","SEO/HEO","HEO","60","[c]","34560","33840"
"Leaver CS","2021","HM Land Registry","SEO/HEO","SEO","20","[c]","41670","40860"
"Leaver CS","2021","HM Revenue and Customs","AA/AO","AA","185","[c]","20200","19850"
"Leaver CS","2021","HM Revenue and Customs","AA/AO","AO","2320","[c]","20870","21100"
"Leaver CS","2021","HM Revenue and Customs","EO","EO","1290","[c]","25800","25500"
"Leaver CS","2021","HM Revenue and Customs","G6/G7","G6","100","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","G6/G7","G7","245","[c]","57280","57130"
"Leaver CS","2021","HM Revenue and Customs","SCS level","SCS level","30","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs","SEO/HEO","HEO","785","[c]","33010","33250"
"Leaver CS","2021","HM Revenue and Customs","SEO/HEO","SEO","395","[c]","44650","45090"
"Leaver CS","2021","HM Revenue and Customs","Unknown","Unknown","340","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","G6/G7","G7","35","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","AA/AO","AA","105","[c]","19950","21770"
"Leaver CS","2021","Home Office","AA/AO","AO","345","[c]","21910","21430"
"Leaver CS","2021","Home Office","EO","EO","490","[c]","26940","27240"
"Leaver CS","2021","Home Office","G6/G7","G6","25","[c]","71520","69830"
"Leaver CS","2021","Home Office","G6/G7","G7","75","[c]","58160","57460"
"Leaver CS","2021","Home Office","SCS level","SCS level","20","[c]","96100","82920"
"Leaver CS","2021","Home Office","SEO/HEO","HEO","180","[c]","34250","34250"
"Leaver CS","2021","Home Office","SEO/HEO","SEO","90","[c]","41960","41950"
"Leaver CS","2021","Home Office","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","AA/AO","AA","400","[c]","18920","19050"
"Leaver CS","2021","Ministry of Defence","AA/AO","AO","660","[c]","24520","21370"
"Leaver CS","2021","Ministry of Defence","EO","EO","700","[c]","26760","26670"
"Leaver CS","2021","Ministry of Defence","G6/G7","G6","65","[c]","76080","74070"
"Leaver CS","2021","Ministry of Defence","G6/G7","G7","145","[c]","55280","54540"
"Leaver CS","2021","Ministry of Defence","SCS level","SCS level","35","[c]","101410","96640"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","HEO","615","[c]","33800","33300"
"Leaver CS","2021","Ministry of Defence","SEO/HEO","SEO","370","[c]","41770","41000"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","225","[c]","36270","33750"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","AA/AO","AO","20","[c]","23140","22560"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","EO","EO","15","[c]","27370","27530"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","G6","25","[c]","63630","63590"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","G6/G7","G7","30","[c]","51290","51580"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","HEO","30","[c]","32790","32560"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","SEO/HEO","SEO","15","[c]","42040","41640"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","AA/AO","AA","915","[c]","17500","16930"
"Leaver CS","2021","Ministry of Justice","AA/AO","AO","3050","[c]","20680","20100"
"Leaver CS","2021","Ministry of Justice","EO","EO","525","[c]","24560","24600"
"Leaver CS","2021","Ministry of Justice","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","G6/G7","G7","115","[c]","59890","58720"
"Leaver CS","2021","Ministry of Justice","SCS level","SCS level","15","[c]","101690","96940"
"Leaver CS","2021","Ministry of Justice","SEO/HEO","HEO","295","[c]","30210","30850"
"Leaver CS","2021","Ministry of Justice","SEO/HEO","SEO","260","[c]","41180","41660"
"Leaver CS","2021","Ministry of Justice","Unknown","Unknown","660","[c]","34200","37170"
"Leaver CS","2021","National Crime Agency","AA/AO","AO","15","[c]","23860","24610"
"Leaver CS","2021","National Crime Agency","EO","EO","60","[c]","34370","34220"
"Leaver CS","2021","National Crime Agency","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","G6/G7","G7","15","[c]","62610","60990"
"Leaver CS","2021","National Crime Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","SEO/HEO","HEO","45","[c]","42560","42430"
"Leaver CS","2021","National Crime Agency","SEO/HEO","SEO","30","[c]","48870","48100"
"Leaver CS","2021","Northern Ireland Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","AA/AO","AO","20","[c]","20970","21160"
"Leaver CS","2021","Office for Standards in Education","EO","EO","15","[c]","26570","25880"
"Leaver CS","2021","Office for Standards in Education","G6/G7","G6","10","[c]","82670","85550"
"Leaver CS","2021","Office for Standards in Education","G6/G7","G7","40","[c]","72120","75500"
"Leaver CS","2021","Office for Standards in Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","SEO/HEO","HEO","10","[c]","32370","32010"
"Leaver CS","2021","Office for Standards in Education","SEO/HEO","SEO","30","[c]","49540","51360"
"Leaver CS","2021","Office of Gas and Electricity Markets","AA/AO","AO","10","[c]","19530","19750"
"Leaver CS","2021","Office of Gas and Electricity Markets","EO","EO","20","[c]","24940","23450"
"Leaver CS","2021","Office of Gas and Electricity Markets","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","G6/G7","G7","15","[c]","56750","54900"
"Leaver CS","2021","Office of Gas and Electricity Markets","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","SEO/HEO","HEO","10","[c]","34890","34540"
"Leaver CS","2021","Office of Gas and Electricity Markets","SEO/HEO","SEO","15","[c]","40160","39580"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","G6/G7","G7","15","[c]","52400","54020"
"Leaver CS","2021","Other Cabinet Office Agencies","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government","AA/AO","AA","125","[c]","20830","20810"
"Leaver CS","2021","Scottish Government","AA/AO","AO","220","[c]","23380","22820"
"Leaver CS","2021","Scottish Government","EO","EO","220","[c]","30420","30160"
"Leaver CS","2021","Scottish Government","G6/G7","G6","60","[c]","71100","73810"
"Leaver CS","2021","Scottish Government","G6/G7","G7","55","[c]","57160","56800"
"Leaver CS","2021","Scottish Government","SCS level","SCS level","20","[c]","94030","83970"
"Leaver CS","2021","Scottish Government","SEO/HEO","HEO","130","[c]","34940","35110"
"Leaver CS","2021","Scottish Government","SEO/HEO","SEO","115","[c]","44960","46600"
"Leaver CS","2021","The National Archives","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SEO/HEO","SEO","10","[c]","36500","36500"
"Leaver CS","2021","United Kingdom Statistics Authority","AA/AO","AA","35","[c]","19210","18320"
"Leaver CS","2021","United Kingdom Statistics Authority","AA/AO","AO","120","[c]","19520","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","EO","EO","25","[c]","23910","23050"
"Leaver CS","2021","United Kingdom Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","G6/G7","G7","30","[c]","52100","50860"
"Leaver CS","2021","United Kingdom Statistics Authority","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","SEO/HEO","HEO","40","[c]","30420","29840"
"Leaver CS","2021","United Kingdom Statistics Authority","SEO/HEO","SEO","40","[c]","37560","37020"
"Leaver CS","2021","Wales Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","SEO/HEO","HEO","10","[c]","38500","38000"
"Leaver CS","2021","Water Services Regulation Authority","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","AA/AO","AO","30","[c]","22650","23250"
"Leaver CS","2021","Welsh Government","EO","EO","25","[c]","28360","28850"
"Leaver CS","2021","Welsh Government","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government","G6/G7","G7","20","[c]","58760","60830"
"Leaver CS","2021","Welsh Government","SCS level","SCS level","15","[c]","88710","80410"
"Leaver CS","2021","Welsh Government","SEO/HEO","HEO","35","[c]","36400","37410"
"Leaver CS","2021","Welsh Government","SEO/HEO","SEO","10","[c]","45160","45850"
"Leaver Dept.","2021","Attorney General's Departments","AA/AO","AO","30","[c]","22790","23470"
"Leaver Dept.","2021","Attorney General's Departments","EO","EO","30","[c]","27220","27350"
"Leaver Dept.","2021","Attorney General's Departments","G6/G7","G6","30","[c]","67230","65710"
"Leaver Dept.","2021","Attorney General's Departments","G6/G7","G7","55","[c]","53440","51940"
"Leaver Dept.","2021","Attorney General's Departments","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","SEO/HEO","HEO","30","[c]","32650","31560"
"Leaver Dept.","2021","Attorney General's Departments","SEO/HEO","SEO","15","[c]","39380","38290"
"Leaver Dept.","2021","Cabinet Office","AA/AO","AO","50","[c]","21350","20800"
"Leaver Dept.","2021","Cabinet Office","EO","EO","125","[c]","27120","27500"
"Leaver Dept.","2021","Cabinet Office","G6/G7","G6","65","[c]","65740","65960"
"Leaver Dept.","2021","Cabinet Office","G6/G7","G7","250","[c]","55170","54700"
"Leaver Dept.","2021","Cabinet Office","SCS level","SCS level","60","[c]","84400","77770"
"Leaver Dept.","2021","Cabinet Office","SEO/HEO","HEO","765","[c]","32320","32000"
"Leaver Dept.","2021","Cabinet Office","SEO/HEO","SEO","70","[c]","40610","40600"
"Leaver Dept.","2021","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","AA/AO","AO","35","[c]","21100","20880"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","EO","EO","75","[c]","25810","24570"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","G6/G7","G6","50","[c]","64530","64700"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","G6/G7","G7","170","[c]","53470","53380"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","30","[c]","92220","79720"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","150","[c]","32460","32830"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","105","[c]","40320","40050"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","EO","30","[c]","25460","25110"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","G6","20","[c]","61890","61340"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6/G7","G7","65","[c]","53190","50840"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","85","[c]","34880","32660"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","EO","EO","35","[c]","27940","28500"
"Leaver Dept.","2021","Department for Education","G6/G7","G6","15","[c]","64940","65070"
"Leaver Dept.","2021","Department for Education","G6/G7","G7","60","[c]","54010","54000"
"Leaver Dept.","2021","Department for Education","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","SEO/HEO","HEO","70","[c]","33480","33300"
"Leaver Dept.","2021","Department for Education","SEO/HEO","SEO","50","[c]","40720","40510"
"Leaver Dept.","2021","Department for Education","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","AA/AO","AO","65","[c]","21250","21050"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","EO","EO","65","[c]","27810","27550"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","G6/G7","G6","25","[c]","63860","63580"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","G6/G7","G7","90","[c]","53250","53330"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","SCS level","SCS level","15","[c]","79150","75390"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","180","[c]","33040","33120"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","95","[c]","39670","39000"
"Leaver Dept.","2021","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","EO","25","[c]","26550","26200"
"Leaver Dept.","2021","Department for International Trade","G6/G7","G6","20","[c]","64860","62710"
"Leaver Dept.","2021","Department for International Trade","G6/G7","G7","75","[c]","52360","51970"
"Leaver Dept.","2021","Department for International Trade","SCS level","SCS level","10","[c]","89920","74920"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","HEO","75","[c]","31760","31180"
"Leaver Dept.","2021","Department for International Trade","SEO/HEO","SEO","60","[c]","38560","38540"
"Leaver Dept.","2021","Department for Transport","AA/AO","AA","10","[c]","17800","17800"
"Leaver Dept.","2021","Department for Transport","AA/AO","AO","75","[c]","21740","21590"
"Leaver Dept.","2021","Department for Transport","EO","EO","65","[c]","27940","26740"
"Leaver Dept.","2021","Department for Transport","G6/G7","G6","15","[c]","67580","66090"
"Leaver Dept.","2021","Department for Transport","G6/G7","G7","55","[c]","54830","54240"
"Leaver Dept.","2021","Department for Transport","SCS level","SCS level","10","[c]","92670","80070"
"Leaver Dept.","2021","Department for Transport","SEO/HEO","HEO","105","[c]","34050","34700"
"Leaver Dept.","2021","Department for Transport","SEO/HEO","SEO","70","[c]","42390","42470"
"Leaver Dept.","2021","Department for Work and Pensions","AA/AO","AO","340","[c]","21190","21010"
"Leaver Dept.","2021","Department for Work and Pensions","EO","EO","655","[c]","28060","27570"
"Leaver Dept.","2021","Department for Work and Pensions","G6/G7","G6","30","[c]","66790","66250"
"Leaver Dept.","2021","Department for Work and Pensions","G6/G7","G7","65","[c]","53740","54070"
