"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","EO","Female","20","15","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","Female","45","45","52970","48420"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","G6/G7","Male","60","60","53110","49290"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","65","60","36670","37420"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","50","50","38030","38200"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","EO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Education","EO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Education","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Commercial","Department for Education","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Commercial","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education","SEO/HEO","Female","75","70","36580","36860"
"In post","2021","Commercial","Department for Education","SEO/HEO","Male","55","55","36060","36780"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","AA/AO","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","EO","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","EO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","80","75","35230","36520"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","50","50","36150","36970"
"In post","2021","Commercial","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","AA/AO","Female","20","15","[c]","[c]"
"In post","2021","Commercial","Department for Transport","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Department for Transport","EO","Female","30","25","[c]","[c]"
"In post","2021","Commercial","Department for Transport","EO","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Department for Transport","G6/G7","Female","10","5","[c]","[c]"
"In post","2021","Commercial","Department for Transport","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport","SEO/HEO","Female","55","50","36520","33690"
"In post","2021","Commercial","Department for Transport","SEO/HEO","Male","45","40","36990","36050"
"In post","2021","Commercial","Department for Work and Pensions","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","EO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Work and Pensions","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","EO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","EO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","G6/G7","Female","35","35","54570","53360"
"In post","2021","Commercial","Department of Health and Social Care","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Commercial","Department of Health and Social Care","SEO/HEO","Female","65","65","36340","36820"
"In post","2021","Commercial","Department of Health and Social Care","SEO/HEO","Male","50","50","37590","40620"
"In post","2021","Commercial","ESTYN","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","ESTYN","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","EO","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","EO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","G6/G7","Male","30","30","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","Female","50","50","38590","39630"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","Male","35","35","38750","38500"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","Commercial","HM Land Registry","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","EO","Female","20","15","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","EO","Male","5","5","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","G6/G7","Female","10","5","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Revenue and Customs","SEO/HEO","Female","45","40","36240","38630"
"In post","2021","Commercial","HM Revenue and Customs","SEO/HEO","Male","45","45","35830","38630"
"In post","2021","Commercial","HM Treasury","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","HM Treasury","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","Commercial","HM Treasury","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","AA/AO","Female","130","120","21670","21130"
"In post","2021","Commercial","Ministry of Defence","AA/AO","Male","105","105","22160","20920"
"In post","2021","Commercial","Ministry of Defence","EO","Female","230","215","26910","26670"
"In post","2021","Commercial","Ministry of Defence","EO","Male","170","165","27580","26670"
"In post","2021","Commercial","Ministry of Defence","G6/G7","Female","65","65","58510","55130"
"In post","2021","Commercial","Ministry of Defence","G6/G7","Male","120","120","59810","56730"
"In post","2021","Commercial","Ministry of Defence","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Ministry of Defence","SEO/HEO","Female","490","465","37020","35300"
"In post","2021","Commercial","Ministry of Defence","SEO/HEO","Male","545","540","38360","38360"
"In post","2021","Commercial","Ministry of Defence","Unknown","Female","85","85","36810","32710"
"In post","2021","Commercial","Ministry of Defence","Unknown","Male","110","110","44050","40000"
"In post","2021","Commercial","Ministry of Housing, Communities and Local Government","AA/AO","Female","[c]","[c]","[c]","[c]"
