"Status","Year","Age","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Crown Prosecution Service","Attorney General's Departments","Legal","195","195","38490","38000"
"In post","2021","20-29","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","620","610","23620","23470"
"In post","2021","20-29","Crown Prosecution Service","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt Management Office","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt Management Office","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt Management Office","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt Management Office","HM Treasury","Operational Delivery","10","10","40130","42140"
"In post","2021","20-29","Debt Management Office","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Electronics and Components Agency","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Electronics and Components Agency","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Electronics and Components Agency","Ministry of Defence","Science and Engineering","20","20","19930","18730"
"In post","2021","20-29","Defence Equipment and Support","Ministry of Defence","Commercial","205","205","27620","27250"
"In post","2021","20-29","Defence Equipment and Support","Ministry of Defence","Communications","5","5","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","Ministry of Defence","Digital, Data and Technology","50","45","29980","27680"
"In post","2021","20-29","Defence Equipment and Support","Ministry of Defence","Finance","150","150","25980","25000"
"In post","2021","20-29","Defence Equipment and Support","Ministry of Defence","Human Resources","40","40","23930","22000"
"In post","2021","20-29","Defence Equipment and Support","Ministry of Defence","Knowledge and Information Management","30","30","27720","28280"
"In post","2021","20-29","Defence Equipment and Support","Ministry of Defence","Other","470","460","23740","21150"
"In post","2021","20-29","Defence Equipment and Support","Ministry of Defence","Policy","10","10","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","Ministry of Defence","Project Delivery","420","415","28100","27610"
"In post","2021","20-29","Defence Equipment and Support","Ministry of Defence","Property","5","5","[c]","[c]"
"In post","2021","20-29","Defence Equipment and Support","Ministry of Defence","Science and Engineering","665","665","27540","27540"
"In post","2021","20-29","Defence Equipment and Support","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Commercial","20","20","25140","22780"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Corporate Finance","5","5","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Digital, Data and Technology","30","30","35980","37320"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Human Resources","10","10","25080","22780"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Operational Delivery","45","45","26170","23000"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Operational Research","115","115","30960","28650"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Project Delivery","45","45","29320","28650"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Science and Engineering","620","615","28640","28650"
"In post","2021","20-29","Defence Science and Technology Laboratory","Ministry of Defence","Security","10","10","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Communications","40","40","41850","40050"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","20","20","34930","33570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Economics","180","180","39260","35640"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Finance","30","30","44630","42010"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Human Resources","35","35","40030","39570"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Delivery","185","185","39710","39610"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Operational Research","10","10","42920","36160"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Policy","1290","1285","41030","40050"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Project Delivery","20","20","40280","38390"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Statistics","10","10","35630","32800"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Commercial","5","5","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Communications","10","10","44350","39490"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Economics","45","45","47990","42020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Finance","15","15","52830","54380"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Human Resources","25","25","40390","35600"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Operational Research","10","10","35690","36520"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Other","30","30","42170","36770"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Policy","435","430","40260","34020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Project Delivery","65","65","36400","34020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Social Research","10","10","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Statistics","10","10","46790","42110"
"In post","2021","20-29","Department for Education (excl. agencies)","Department for Education","Commercial","40","40","34130","33680"
"In post","2021","20-29","Department for Education (excl. agencies)","Department for Education","Communications","85","80","33130","29360"
"In post","2021","20-29","Department for Education (excl. agencies)","Department for Education","Digital, Data and Technology","105","105","35930","33190"
"In post","2021","20-29","Department for Education (excl. agencies)","Department for Education","Finance","100","100","35060","31970"
"In post","2021","20-29","Department for Education (excl. agencies)","Department for Education","Human Resources","40","40","28350","28000"
"In post","2021","20-29","Department for Education (excl. agencies)","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","Department for Education","Operational Delivery","115","115","31530","29730"
"In post","2021","20-29","Department for Education (excl. agencies)","Department for Education","Policy","700","695","38300","36500"
"In post","2021","20-29","Department for Education (excl. agencies)","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education (excl. agencies)","Department for Education","Property","60","60","32190","29360"
