"Status","Year","Age","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Legal","25","25","65730","67050"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Delivery","125","125","34020","32450"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Operational Research","20","20","53210","51880"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Other","60","60","58700","55620"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Policy","1180","1170","49210","52680"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Project Delivery","120","120","44460","42200"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Property","10","10","50480","49370"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Science and Engineering","5","5","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Security","25","25","42250","41000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Statistics","25","25","51310","53000"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","120","120","50040","51640"
"In post","2021","30-39","Forestry and Land Scotland","Scottish Government","Unknown","210","205","30000","28120"
"In post","2021","30-39","Government Actuary's Department","Chancellor's other departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Actuary's Department","Chancellor's other departments","Other","60","55","68770","65470"
"In post","2021","30-39","Government Internal Audit Agency","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","HM Treasury","Internal Audit","55","55","46300","43800"
"In post","2021","30-39","Government Internal Audit Agency","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Attorney General's Departments","Finance","10","10","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Attorney General's Departments","Human Resources","15","15","37080","31670"
"In post","2021","30-39","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Legal Department","Attorney General's Departments","Legal","715","670","54930","51830"
"In post","2021","30-39","Government Legal Department","Attorney General's Departments","Other","85","80","29690","27580"
"In post","2021","30-39","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","Finance","10","10","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","Other","10","10","44820","44100"
"In post","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","Planning","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","Project Delivery","10","10","47500","48350"
"In post","2021","30-39","Government Property Agency","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Communications","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Human Resources","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Legal","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Operational Delivery","240","230","40000","41000"
"In post","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Project Delivery","5","5","[c]","[c]"
"In post","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Science and Engineering","80","75","35070","31710"
"In post","2021","30-39","Health and Safety Executive","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Communications","10","10","34400","33550"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","40","40","34350","29580"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Finance","40","40","39350","35530"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","30","30","30740","26480"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Legal","180","170","35240","34090"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","2565","2285","22230","20650"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Policy","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","90","90","37630","32010"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Property","5","5","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Land Registry","HM Land Registry","Commercial","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","HM Land Registry","Communications","10","10","[c]","[c]"
"In post","2021","30-39","HM Land Registry","HM Land Registry","Digital, Data and Technology","120","120","38090","38450"
"In post","2021","30-39","HM Land Registry","HM Land Registry","Finance","10","10","58880","64420"
"In post","2021","30-39","HM Land Registry","HM Land Registry","Human Resources","15","10","31310","27130"
"In post","2021","30-39","HM Land Registry","HM Land Registry","Legal","50","45","54870","60520"
"In post","2021","30-39","HM Land Registry","HM Land Registry","Operational Delivery","655","610","25260","22350"
"In post","2021","30-39","HM Land Registry","HM Land Registry","Other","5","5","[c]","[c]"
"In post","2021","30-39","HM Land Registry","HM Land Registry","Project Delivery","30","30","38580","38550"
"In post","2021","30-39","HM Land Registry","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Commercial","150","145","42620","42540"
"In post","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Human Resources","35","35","43220","44630"
"In post","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","145","140","30490","27380"
"In post","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Internal Audit","15","15","40790","44760"
"In post","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Operational Delivery","11720","11175","28730","27680"
"In post","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Policy","150","145","37460","33900"
"In post","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Psychology","540","510","34730","31180"
"In post","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Security","195","190","37480","35530"
"In post","2021","30-39","HM Prison and Probation Service","Ministry of Justice","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Commercial","5","5","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Communications","45","45","45130","38630"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Digital, Data and Technology","390","385","37560","36160"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Economics","25","25","58800","59160"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Finance","180","170","36970","31810"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Human Resources","120","115","39910","32100"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Intelligence Analysis","65","60","38820","36160"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Internal Audit","15","15","41880","39580"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","International Trade","35","35","31220","31810"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Legal","865","845","32710","29570"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Delivery","5020","4630","25510","25560"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Operational Research","35","35","45610","38630"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Other","85","80","42600","38630"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Policy","180","175","55330","59160"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Project Delivery","435","425","39710","38630"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Property","40","40","38870","37390"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Security","20","20","39350","38630"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Social Research","30","25","47560","52580"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Statistics","75","75","46220","41760"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tax","4350","4210","32600","31810"
"In post","2021","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","1325","1275","32850","29570"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Communications","15","15","51620","52500"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Economics","35","35","61800","60840"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Finance","25","25","55970","59840"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Human Resources","25","25","51820","56540"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Operational Delivery","30","30","32480","29160"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Policy","450","440","57540","59050"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Project Delivery","5","5","[c]","[c]"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Tax","25","20","64210","63040"
"In post","2021","30-39","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Commercial","20","15","41630","40680"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Communications","70","65","50120","46310"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Counter Fraud","40","35","26170","25130"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Digital, Data and Technology","295","290","46950","43710"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Economics","20","20","63050","63950"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Finance","60","55","46120","41970"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Human Resources","115","110","42240","36320"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Intelligence Analysis","330","315","29110","27370"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Knowledge and Information Management","20","20","42610","40250"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Operational Delivery","5925","5510","27130","25220"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Operational Research","25","25","52130","52280"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Other","400","385","37690","35070"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Policy","720","700","51050","57430"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Project Delivery","325","315","43780","41950"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Science and Engineering","20","20","44210","35290"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Security","65","60","30570","28710"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Social Research","35","35","50310","44930"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Statistics","25","25","47400","46140"
"In post","2021","30-39","Home Office (incl. agencies)","Home Office","Unknown","85","80","[c]","[c]"
"In post","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Commercial","5","5","[c]","[c]"
"In post","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Counter Fraud","35","35","36180","34500"
"In post","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","15","15","39380","39750"
"In post","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Finance","10","10","40800","42290"
"In post","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Human Resources","10","10","[c]","[c]"
"In post","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Legal","5","5","[c]","[c]"
"In post","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Operational Delivery","275","260","27270","24500"
"In post","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Policy","5","5","[c]","[c]"
"In post","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Project Delivery","10","10","[c]","[c]"
"In post","2021","30-39","Insolvency Service","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","50","50","48470","50530"
"In post","2021","30-39","Institute for Apprenticeships and Technical Education","Department for Education","Project Delivery","5","5","[c]","[c]"
"In post","2021","30-39","Legal Aid Agency","Ministry of Justice","Commercial","20","15","38430","36230"
"In post","2021","30-39","Legal Aid Agency","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal Aid Agency","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal Aid Agency","Ministry of Justice","Finance","15","15","28690","24240"
"In post","2021","30-39","Legal Aid Agency","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal Aid Agency","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Legal Aid Agency","Ministry of Justice","Operational Delivery","295","275","22580","21170"
"In post","2021","30-39","Legal Aid Agency","Ministry of Justice","Policy","5","5","[c]","[c]"
"In post","2021","30-39","Legal Aid Agency","Ministry of Justice","Project Delivery","5","5","[c]","[c]"
"In post","2021","30-39","Legal Aid Agency","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Communications","10","10","[c]","[c]"
"In post","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","30","30","36110","31210"
"In post","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Finance","5","5","[c]","[c]"
"In post","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Human Resources","15","15","30880","31040"
"In post","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","195","185","34790","31780"
"In post","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Policy","60","55","37160","38650"
"In post","2021","30-39","Maritime and Coastguard Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","20","20","45380","41050"
"In post","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","25","25","45470","41040"
"In post","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Finance","10","10","[c]","[c]"
"In post","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Human Resources","5","5","[c]","[c]"
"In post","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Medicine","30","30","52470","53620"
"In post","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","40","40","36510","33030"
"In post","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","80","80","46170","41040"
"In post","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","5","5","[c]","[c]"
"In post","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","85","80","44650","41020"
"In post","2021","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","45","45","40290","40450"
"In post","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Commercial","60","55","40330","38300"
"In post","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Communications","10","10","[c]","[c]"
"In post","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","95","95","35650","33900"
"In post","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Finance","10","10","39580","39840"
"In post","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","15","15","33570","32810"
"In post","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","50","45","39280","39650"
"In post","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Other","5","5","[c]","[c]"
"In post","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","70","65","38830","39650"
"In post","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Property","10","10","[c]","[c]"
"In post","2021","30-39","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","290","280","38730","39650"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","180","175","37020","34800"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","110","105","38490","33300"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","115","115","32160","32670"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","300","285","38690","33300"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","330","305","31100","26670"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","210","205","37790","36140"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","20","20","38940","35280"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","105","100","33690","33300"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","410","365","37660","33400"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","85","80","28360","26670"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Research","20","20","44350","42890"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","1200","1150","25690","21130"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","280","275","47650","45200"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","900","875","39080","37640"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","245","240","31460","33300"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","255","255","36420","33300"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","1030","1025","30570","28750"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","45","45","41200","42040"
"In post","2021","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","280","270","33990","33300"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Communications","30","25","43150","39600"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","25","20","51990","53130"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Economics","15","15","56480","53500"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Finance","30","30","58420","57970"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Human Resources","15","15","41390","37160"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","10","5","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Operational Delivery","85","80","36870","33960"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Planning","25","25","44950","41070"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Policy","395","385","49960","53130"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Project Delivery","35","35","47480","48200"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Statistics","20","20","48130","53130"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","25","25","33330","34090"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","45","45","45210","45000"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","290","285","48640","50210"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","5","5","[c]","[c]"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","110","105","40790","36800"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","150","150","38620","33390"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","10","10","34130","31990"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","25","20","54120","55490"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","340","335","36240","33720"
"In post","2021","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","40","40","50140","46850"
