"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","The National Archives","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other","EO","Unknown","5","5","[c]","[c]"
"In post","2021","The National Archives","Other","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","The National Archives","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","The National Archives","Other","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","The National Archives","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2021","The National Archives","Policy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Policy","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Policy","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Property","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Economics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Economics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Economics","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Economics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Legal","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","G6/G7","Heterosexual / straight","55","55","66410","63340"
"In post","2021","UK Export Finance","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","SEO/HEO","Heterosexual / straight","105","105","42480","43330"
"In post","2021","UK Export Finance","Operational Delivery","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Operational Delivery","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","UK Export Finance","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Commercial","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
