"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Scottish Government (excl. agencies)","Unknown","Unknown","125","[c]","40460","32140"
"Leaver CS","2021","Unknown","Scottish Housing Regulator","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Housing Regulator","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Prison Service","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Prison Service","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Prison Service","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Public Pensions Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Public Pensions Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Public Pensions Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Security Scotland","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Security Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Security Scotland","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Standards and Testing Agency","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Standards and Testing Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Standards and Testing Agency","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Standards and Testing Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Student Awards Agency for Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Student Awards Agency for Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Student Awards Agency for Scotland","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Transport Scotland","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Transport Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Transport Scotland","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","UK Space Agency","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinary Medicines Directorate","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Legal","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Operational Delivery","Heterosexual / straight","30","[c]","33890","28850"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Policy","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Policy","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government (excl. agencies)","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Revenue Authority","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Revenue Authority","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Revenue Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Advisory, Conciliation and Arbitration Service","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Advisory, Conciliation and Arbitration Service","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Crown Prosecution Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Crown Prosecution Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Defence Science and Technology Laboratory","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Education (excl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Education (excl. agencies)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Education (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
