"Status","Year","Function_of_post","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Operational Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Policy","Heterosexual / straight","85","[c]","47320","40940"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Policy","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Policy","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Policy","Unknown","30","[c]","47400","53320"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Property","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","Heterosexual / straight","55","[c]","42860","35430"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","Unknown","35","[c]","36190","31410"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","2345","[c]","26310","25110"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","145","[c]","26270","25110"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Undeclared","280","[c]","26360","26120"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","1620","[c]","26680","26890"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Disclosure Scotland","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Disclosure Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Disclosure Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Operational Delivery","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Policy","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education and Skills Funding Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education Scotland","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Education Scotland","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","FCDO Services","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","FCDO Services","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Scotland","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign and Commonwealth Office (excl. agencies)","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Legal Department","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","5435","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Heterosexual / straight","405","[c]","25950","24890"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Undeclared","80","[c]","29000","27240"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Operational Delivery","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Other","Heterosexual / straight","40","[c]","31030","27760"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Other","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Other","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Policy","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Policy","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Policy","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Project Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Security","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Unknown","Heterosexual / straight","405","[c]","30820","25120"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Unknown","Undeclared","75","[c]","31150","27240"
"Leaver CS","2021","Unknown","Home Office (incl. agencies)","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Met Office","Unknown","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Intelligence Analysis","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Intelligence Analysis","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Intelligence Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Medicine","Heterosexual / straight","120","[c]","41210","34040"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Medicine","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Medicine","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Medicine","Unknown","50","[c]","40870","33180"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Operational Delivery","Heterosexual / straight","40","[c]","27470","25970"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Operational Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Other","Heterosexual / straight","625","[c]","26750","25790"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Other","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Other","Undeclared","95","[c]","25230","21580"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Other","Unknown","115","[c]","30090","29930"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Policy","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","Heterosexual / straight","75","[c]","29320","25320"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","45","[c]","32260","27920"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Records of Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Records of Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","National Records of Scotland","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of the Scottish Charity Regulator","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Office of the Scottish Charity Regulator","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectorate","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Revenue Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Revenue Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Revenue Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Royal Fleet Auxiliary","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Royal Fleet Auxiliary","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Royal Fleet Auxiliary","Other","Unknown","145","[c]","35020","32400"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Fiscal Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Fiscal Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Fiscal Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government (excl. agencies)","Unknown","Heterosexual / straight","125","[c]","43130","35110"
"Leaver CS","2021","Unknown","Scottish Government (excl. agencies)","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government (excl. agencies)","Unknown","Undeclared","15","[c]","[c]","[c]"
