"Status","Year","Function_of_post","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","Female","65","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","Male","55","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","London","Unknown","70","[c]","48790","40850"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care","Outside London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Food Standards Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","London","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","London","Male","50","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Foreign, Commonwealth and Development Office","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","London","Female","300","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","London","Male","300","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","Female","2805","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Outside London","Male","1695","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","Female","220","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","HM Revenue and Customs","Unknown","Male","110","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","London","Female","285","[c]","35260","29030"
"Leaver CS","2021","Unknown","Home Office","London","Male","305","[c]","39540","33850"
"Leaver CS","2021","Unknown","Home Office","Outside London","Female","385","[c]","24500","21430"
"Leaver CS","2021","Unknown","Home Office","Outside London","Male","350","[c]","25790","24880"
"Leaver CS","2021","Unknown","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","London","Male","30","[c]","39980","37320"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","Female","510","[c]","27710","21580"
"Leaver CS","2021","Unknown","Ministry of Defence","Outside London","Male","685","[c]","31060","29930"
"Leaver CS","2021","Unknown","Ministry of Defence","Overseas","Female","55","[c]","37930","36960"
"Leaver CS","2021","Unknown","Ministry of Defence","Overseas","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Defence","Unknown","Male","150","[c]","35310","32400"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Ministry of Housing, Communities and Local Government","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Outside London","Female","220","[c]","39310","32140"
"Leaver CS","2021","Unknown","Scottish Government","Outside London","Male","195","[c]","42190","35110"
"Leaver CS","2021","Unknown","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Welsh Government","Outside London","Female","75","[c]","40540","36500"
"Leaver CS","2021","Unknown","Welsh Government","Outside London","Male","70","[c]","45470","37410"
"Leaver Dept.","2021","Analysis","Attorney General's Departments","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Attorney General's Departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Cabinet Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chancellor's other departments","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy","London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Business, Energy and Industrial Strategy","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Digital, Culture, Media and Sport","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Education","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Education","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Environment, Food and Rural Affairs","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Environment, Food and Rural Affairs","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Environment, Food and Rural Affairs","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Environment, Food and Rural Affairs","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Transport","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Transport","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Transport","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Transport","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Work and Pensions","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Department for Work and Pensions","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Food Standards Agency","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Revenue and Customs","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Revenue and Customs","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Revenue and Customs","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Revenue and Customs","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Treasury","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","HM Treasury","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Defence","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Housing, Communities and Local Government","London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Ministry of Justice","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office for Standards in Education","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Scottish Government","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Scottish Government","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","UK Export Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","United Kingdom Statistics Authority","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Wales Office","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Wales Office","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
