"Status","Year","Age","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Unknown","Social Security Scotland","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Social Security Scotland","Unknown","50","50","33010","29190"
"In post","2021","40-49","Unknown","Student Awards Agency for Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Student Awards Agency for Scotland","Unknown","35","35","32940","27670"
"In post","2021","40-49","Unknown","Transport Scotland","Heterosexual / straight","85","85","51860","50850"
"In post","2021","40-49","Unknown","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Transport Scotland","Unknown","35","35","48080","46600"
"In post","2021","40-49","Unknown","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Veterinary Medicines Directorate","Heterosexual / straight","35","35","45220","47010"
"In post","2021","40-49","Unknown","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Veterinary Medicines Directorate","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Veterinary Medicines Directorate","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Welsh Government (excl. agencies)","Heterosexual / straight","1385","1315","43800","37410"
"In post","2021","40-49","Unknown","Welsh Government (excl. agencies)","LGBO","50","50","46680","47000"
"In post","2021","40-49","Unknown","Welsh Government (excl. agencies)","Undeclared","205","195","43780","37410"
"In post","2021","40-49","Unknown","Welsh Government (excl. agencies)","Unknown","30","25","48440","39310"
"In post","2021","40-49","Unknown","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Welsh Revenue Authority","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Analysis","Cabinet Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","55","50","37680","35900"
"In post","2021","50-59","Analysis","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Unknown","45","40","39560","38600"
"In post","2021","50-59","Analysis","Charity Commission","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Competition and Markets Authority","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Analysis","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Debt Management Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Debt Management Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Debt Management Office","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Defence Science and Technology Laboratory","Heterosexual / straight","50","45","45880","46090"
"In post","2021","50-59","Analysis","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Defence Science and Technology Laboratory","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Education (excl. agencies)","Heterosexual / straight","40","35","43930","42220"
"In post","2021","50-59","Analysis","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Education (excl. agencies)","Unknown","10","5","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for International Trade","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for International Trade","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Transport (excl. agencies)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department for Transport (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Analysis","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Department of Health and Social Care (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Analysis","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Driver and Vehicle Standards Agency","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Analysis","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Driver and Vehicle Standards Agency","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","Government Actuary's Department","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","50-59","Analysis","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Government Actuary's Department","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Health and Safety Executive","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","50-59","Analysis","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Health and Safety Executive","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","65","60","51440","44730"
"In post","2021","50-59","Analysis","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","HM Revenue and Customs (excl. agencies)","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Analysis","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Insolvency Service","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Insolvency Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Ministry of Defence (excl. agencies)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Analysis","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","50-59","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Ministry of Justice (excl. agencies)","Heterosexual / straight","40","35","50570","45290"
"In post","2021","50-59","Analysis","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Ministry of Justice (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Analysis","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Office of Gas and Electricity Markets","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Analysis","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Office of Gas and Electricity Markets","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Planning Inspectorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Planning Inspectorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Registers of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Registers of Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Rural Payments Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Rural Payments Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Rural Payments Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","UK Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","United Kingdom Statistics Authority","Heterosexual / straight","130","125","42350","38020"
"In post","2021","50-59","Analysis","United Kingdom Statistics Authority","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Analysis","United Kingdom Statistics Authority","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Analysis","United Kingdom Statistics Authority","Unknown","55","55","42380","36030"
"In post","2021","50-59","Analysis","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Analysis","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Advisory, Conciliation and Arbitration Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Animal and Plant Health Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Commercial","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Cabinet Office (excl. agencies)","Heterosexual / straight","80","80","92220","74480"
"In post","2021","50-59","Commercial","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Cabinet Office (excl. agencies)","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Commercial","Cabinet Office (excl. agencies)","Unknown","355","350","74460","64500"
"In post","2021","50-59","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Companies House","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Crown Commercial Service","Heterosexual / straight","70","70","36810","35420"
"In post","2021","50-59","Commercial","Crown Commercial Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Crown Commercial Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Crown Commercial Service","Unknown","15","10","[c]","[c]"
"In post","2021","50-59","Commercial","Crown Prosecution Service","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Defence Electronics and Components Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Defence Electronics and Components Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Defence Electronics and Components Agency","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Defence Equipment and Support","Heterosexual / straight","60","60","50370","43360"
"In post","2021","50-59","Commercial","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Defence Equipment and Support","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Commercial","Defence Equipment and Support","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Defence Science and Technology Laboratory","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Commercial","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department for Education (excl. agencies)","Heterosexual / straight","35","35","43720","41810"
"In post","2021","50-59","Commercial","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department for Education (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","35","35","40320","37290"
"In post","2021","50-59","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Commercial","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Department of Health and Social Care (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Commercial","Driver and Vehicle Licensing Agency","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","50-59","Commercial","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Driver and Vehicle Licensing Agency","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Commercial","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Driver and Vehicle Standards Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","50-59","Commercial","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","FCDO Services","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","50-59","Commercial","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","FCDO Services","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Commercial","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Health and Safety Executive","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","50-59","Commercial","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","HM Prison and Probation Service","Heterosexual / straight","200","200","55070","52370"
"In post","2021","50-59","Commercial","HM Prison and Probation Service","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","HM Prison and Probation Service","Undeclared","25","25","[c]","[c]"
"In post","2021","50-59","Commercial","HM Prison and Probation Service","Unknown","25","25","[c]","[c]"
"In post","2021","50-59","Commercial","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","50-59","Commercial","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","HM Revenue and Customs (excl. agencies)","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","HM Revenue and Customs (excl. agencies)","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Commercial","HM Treasury (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Institute for Apprenticeships and Technical Education","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Commercial","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Legal Aid Agency","Heterosexual / straight","50","45","38830","40770"
"In post","2021","50-59","Commercial","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Commercial","Legal Aid Agency","Undeclared","[c]","[c]","[c]","[c]"
