"Status","Year","Age","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Digital, Data & Technology","Unknown","60","50","40600","37100"
"In post","2021","65+","Finance","Heterosexual / straight","125","105","32300","28990"
"In post","2021","65+","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Undeclared","25","20","[c]","[c]"
"In post","2021","65+","Finance","Unknown","35","30","28620","20140"
"In post","2021","65+","Grants Management","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","65+","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Human Resources","Heterosexual / straight","95","75","34450","32810"
"In post","2021","65+","Human Resources","LGBO","5","5","[c]","[c]"
"In post","2021","65+","Human Resources","Undeclared","20","15","[c]","[c]"
"In post","2021","65+","Human Resources","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Internal Audit","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","65+","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Heterosexual / straight","140","110","48260","52490"
"In post","2021","65+","Legal","LGBO","5","5","[c]","[c]"
"In post","2021","65+","Legal","Undeclared","70","55","31570","22820"
"In post","2021","65+","Legal","Unknown","75","55","48740","54580"
"In post","2021","65+","No function","Heterosexual / straight","2620","1965","30080","25400"
"In post","2021","65+","No function","LGBO","65","50","29390","24630"
"In post","2021","65+","No function","Undeclared","545","380","30830","26780"
"In post","2021","65+","No function","Unknown","1155","815","30360","25870"
"In post","2021","65+","Project Delivery","Heterosexual / straight","405","340","38870","35980"
"In post","2021","65+","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Undeclared","85","70","38050","35000"
"In post","2021","65+","Project Delivery","Unknown","50","40","44350","40970"
"In post","2021","65+","Property","Heterosexual / straight","240","210","32450","31140"
"In post","2021","65+","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Undeclared","45","40","33060","33060"
"In post","2021","65+","Property","Unknown","85","75","26200","25100"
"In post","2021","65+","Security","Heterosexual / straight","160","140","25340","20920"
"In post","2021","65+","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Undeclared","35","30","30100","25390"
"In post","2021","65+","Security","Unknown","20","20","[c]","[c]"
"In post","2021","65+","Unknown","Heterosexual / straight","3075","2375","28030","26120"
"In post","2021","65+","Unknown","LGBO","90","70","27110","25890"
"In post","2021","65+","Unknown","Undeclared","550","420","29030","26930"
"In post","2021","65+","Unknown","Unknown","935","695","28470","26120"
"In post","2021","Unknown","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Unknown","15","15","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Heterosexual / straight","85","[c]","27820","26340"
"Leaver CS","2021","20-29","Analysis","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Unknown","70","[c]","24090","21980"
"Leaver CS","2021","20-29","Commercial","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Unknown","35","[c]","27930","25660"
"Leaver CS","2021","20-29","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","Heterosexual / straight","35","[c]","32170","29860"
"Leaver CS","2021","20-29","Digital, Data & Technology","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","Unknown","50","[c]","29080","25910"
"Leaver CS","2021","20-29","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Grants Management","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Heterosexual / straight","65","[c]","27960","25480"
"Leaver CS","2021","20-29","Legal","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Unknown","30","[c]","30200","30850"
"Leaver CS","2021","20-29","No function","Heterosexual / straight","1180","[c]","24000","22220"
"Leaver CS","2021","20-29","No function","LGBO","160","[c]","22830","20150"
"Leaver CS","2021","20-29","No function","Undeclared","100","[c]","27520","21570"
"Leaver CS","2021","20-29","No function","Unknown","995","[c]","23410","21570"
"Leaver CS","2021","20-29","Project Delivery","Heterosexual / straight","100","[c]","26600","25560"
"Leaver CS","2021","20-29","Project Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Unknown","55","[c]","22810","21020"
"Leaver CS","2021","20-29","Property","Heterosexual / straight","45","[c]","25390","24500"
"Leaver CS","2021","20-29","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Unknown","65","[c]","24540","24500"
"Leaver CS","2021","20-29","Security","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Unknown","30","[c]","23910","23540"
"Leaver CS","2021","20-29","Unknown","Heterosexual / straight","775","[c]","25650","24110"
"Leaver CS","2021","20-29","Unknown","LGBO","90","[c]","26030","24180"
"Leaver CS","2021","20-29","Unknown","Undeclared","60","[c]","28600","26810"
"Leaver CS","2021","20-29","Unknown","Unknown","1065","[c]","27130","27570"
"Leaver CS","2021","30-39","Analysis","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Analysis","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Heterosexual / straight","35","[c]","41420","39750"
"Leaver CS","2021","30-39","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","Heterosexual / straight","60","[c]","46330","42510"
"Leaver CS","2021","30-39","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data & Technology","Unknown","35","[c]","42910","41870"
"Leaver CS","2021","30-39","Finance","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Grants Management","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Heterosexual / straight","40","[c]","35430","31000"
"Leaver CS","2021","30-39","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Heterosexual / straight","60","[c]","45810","50260"
"Leaver CS","2021","30-39","Legal","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","No function","Heterosexual / straight","920","[c]","32990","28760"
"Leaver CS","2021","30-39","No function","LGBO","65","[c]","[c]","[c]"
"Leaver CS","2021","30-39","No function","Undeclared","130","[c]","33960","31950"
"Leaver CS","2021","30-39","No function","Unknown","540","[c]","32680","28660"
"Leaver CS","2021","30-39","Project Delivery","Heterosexual / straight","85","[c]","38450","37320"
"Leaver CS","2021","30-39","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Unknown","35","[c]","36630","31910"
"Leaver CS","2021","30-39","Property","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Heterosexual / straight","640","[c]","30080","27570"
"Leaver CS","2021","30-39","Unknown","LGBO","60","[c]","32900","27570"
"Leaver CS","2021","30-39","Unknown","Undeclared","60","[c]","35070","28420"
"Leaver CS","2021","30-39","Unknown","Unknown","930","[c]","29770","27570"
"Leaver CS","2021","40-49","Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Analysis","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Heterosexual / straight","35","[c]","49530","39600"
"Leaver CS","2021","40-49","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data & Technology","Unknown","35","[c]","49930","49240"
"Leaver CS","2021","40-49","Finance","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Grants Management","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Heterosexual / straight","35","[c]","44710","41940"
"Leaver CS","2021","40-49","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Heterosexual / straight","40","[c]","49020","49420"
"Leaver CS","2021","40-49","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Heterosexual / straight","645","[c]","36500","30300"
"Leaver CS","2021","40-49","No function","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2021","40-49","No function","Undeclared","85","[c]","37060","30850"
"Leaver CS","2021","40-49","No function","Unknown","385","[c]","34920","25890"
"Leaver CS","2021","40-49","Project Delivery","Heterosexual / straight","60","[c]","42750","37610"
"Leaver CS","2021","40-49","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Heterosexual / straight","610","[c]","32620","27570"
"Leaver CS","2021","40-49","Unknown","LGBO","35","[c]","34980","27570"
"Leaver CS","2021","40-49","Unknown","Undeclared","65","[c]","31290","26670"
"Leaver CS","2021","40-49","Unknown","Unknown","1030","[c]","31470","27570"
"Leaver CS","2021","50-59","Analysis","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Heterosexual / straight","40","[c]","48030","40840"
"Leaver CS","2021","50-59","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Heterosexual / straight","30","[c]","48900","42500"
"Leaver CS","2021","50-59","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data & Technology","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Heterosexual / straight","45","[c]","43780","37630"
"Leaver CS","2021","50-59","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Grants Management","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Heterosexual / straight","45","[c]","46280","39900"
"Leaver CS","2021","50-59","Human Resources","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Heterosexual / straight","75","[c]","53130","55000"
"Leaver CS","2021","50-59","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Undeclared","40","[c]","42240","36020"
"Leaver CS","2021","50-59","Legal","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Heterosexual / straight","920","[c]","37530","29570"
"Leaver CS","2021","50-59","No function","LGBO","35","[c]","[c]","[c]"
"Leaver CS","2021","50-59","No function","Undeclared","155","[c]","34100","26410"
"Leaver CS","2021","50-59","No function","Unknown","545","[c]","36820","31760"
"Leaver CS","2021","50-59","Project Delivery","Heterosexual / straight","125","[c]","45690","40690"
"Leaver CS","2021","50-59","Project Delivery","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Heterosexual / straight","75","[c]","35200","31480"
"Leaver CS","2021","50-59","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Unknown","35","[c]","29920","26000"
"Leaver CS","2021","50-59","Security","Heterosexual / straight","70","[c]","33460","38120"
"Leaver CS","2021","50-59","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Heterosexual / straight","1110","[c]","31670","27570"
"Leaver CS","2021","50-59","Unknown","LGBO","40","[c]","34830","27570"
"Leaver CS","2021","50-59","Unknown","Undeclared","185","[c]","32530","27570"
"Leaver CS","2021","50-59","Unknown","Unknown","2515","[c]","31380","27570"
"Leaver CS","2021","60-64","Analysis","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Heterosexual / straight","35","[c]","41040","38320"
"Leaver CS","2021","60-64","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data & Technology","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Heterosexual / straight","35","[c]","43420","41500"
"Leaver CS","2021","60-64","Finance","LGBO","[c]","[c]","[c]","[c]"
