"Status","Year","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Criminal Injuries Compensation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Criminal Injuries Compensation Authority","Operational Delivery","150","140","26970","22710"
"In post","2021","Declared non-disabled","Criminal Injuries Compensation Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Commercial Service","Commercial","75","70","37560","35290"
"In post","2021","Declared non-disabled","Crown Commercial Service","Communications","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Commercial Service","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Commercial Service","Finance","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Commercial Service","Human Resources","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Commercial Service","Operational Delivery","60","55","45430","39580"
"In post","2021","Declared non-disabled","Crown Commercial Service","Project Delivery","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Communications","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","45","45","41460","36930"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Finance","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Human Resources","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Legal","515","485","54770","52490"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Operational Delivery","1150","1055","26400","22220"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Policy","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Office and Procurator Fiscal Service","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Prosecution Service","Commercial","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Prosecution Service","Communications","35","35","43120","39750"
"In post","2021","Declared non-disabled","Crown Prosecution Service","Digital, Data and Technology","90","85","40760","38180"
"In post","2021","Declared non-disabled","Crown Prosecution Service","Finance","75","70","33670","30130"
"In post","2021","Declared non-disabled","Crown Prosecution Service","Human Resources","90","90","39940","37190"
"In post","2021","Declared non-disabled","Crown Prosecution Service","Legal","2120","1965","57030","55610"
"In post","2021","Declared non-disabled","Crown Prosecution Service","Operational Delivery","2075","1895","28240","27050"
"In post","2021","Declared non-disabled","Crown Prosecution Service","Policy","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Prosecution Service","Security","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","Legal","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Crown Prosecution Service Inspectorate","Other","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt Management Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Commercial","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Finance","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Human Resources","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Medicine","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Operational Delivery","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Other","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Project Delivery","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Property","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Science and Engineering","115","110","26470","28750"
"In post","2021","Declared non-disabled","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Commercial","655","625","38690","34660"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Communications","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Digital, Data and Technology","265","255","42350","42000"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Finance","355","345","38620","31970"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Human Resources","140","130","38430","33460"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Knowledge and Information Management","125","120","35100","33000"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Other","2520","2415","31740","28150"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Policy","60","55","43700","40980"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Project Delivery","1735","1685","40400","39000"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Property","80","75","36400","33900"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Science and Engineering","1845","1815","37370","36500"
"In post","2021","Declared non-disabled","Defence Equipment and Support","Security","40","40","36970","36940"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Commercial","50","50","33320","32950"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Communications","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Corporate Finance","50","50","40710","39180"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Digital, Data and Technology","75","75","46180","46080"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Finance","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Human Resources","60","55","33850","28650"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Knowledge and Information Management","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Legal","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Operational Delivery","265","250","39010","37320"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Operational Research","330","320","43250","46080"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Project Delivery","305","290","40830","37360"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Property","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Psychology","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Science and Engineering","1480","1430","40110","37360"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Security","40","40","37120","37320"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Statistics","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Defence Science and Technology Laboratory","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","70","65","51010","45270"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","90","90","47060","40220"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","200","195","48140","44300"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","140","140","52970","56490"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","100","95","47180","44450"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","350","340","45710","41330"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","2585","2520","50820","53380"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","55","55","51300","49310"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Commercial","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Communications","35","35","56240","53130"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Corporate Finance","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Economics","55","55","54100","59730"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Finance","50","50","56450","58490"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Human Resources","50","50","48130","37320"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","International Trade","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Operational Research","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Other","70","65","41900","34380"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Policy","795","780","49070","51730"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Project Delivery","155","155","48990","51730"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Social Research","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Digital, Culture, Media and Sport","Statistics","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Commercial","125","125","41160","38280"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Communications","150","140","40190","36980"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Digital, Data and Technology","385","370","40790","37100"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Finance","345","335","44500","42750"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Human Resources","75","70","38010","36500"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Legal","45","45","56380","61010"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Operational Delivery","425","410","42910","36960"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Policy","1845","1755","47290","46170"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Project Delivery","40","40","48410","49860"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Property","400","390","52640","54400"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Security","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","95","90","39050","36970"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","170","160","41360","37360"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","470","455","44090","46970"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","115","110","43860","35620"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","290","280","43740","39000"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","170","160","43270","38620"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","80","80","39470","37890"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Research","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","1715","1660","43170","38750"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","160","155","42520","38380"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","260","250","38020","35900"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Science and Engineering","125","115","43950","39920"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Social Research","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Statistics","65","60","37780","32560"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Veterinarian","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","Commercial","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","Communications","65","65","42420","38540"
"In post","2021","Declared non-disabled","Department for International Trade","Digital, Data and Technology","45","45","46390","41050"
"In post","2021","Declared non-disabled","Department for International Trade","Economics","75","75","45810","51970"
"In post","2021","Declared non-disabled","Department for International Trade","Finance","55","55","52190","51970"
"In post","2021","Declared non-disabled","Department for International Trade","Human Resources","80","80","44320","38540"
"In post","2021","Declared non-disabled","Department for International Trade","International Trade","675","670","49470","51740"
"In post","2021","Declared non-disabled","Department for International Trade","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","Legal","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","Operational Delivery","65","65","36420","32120"
"In post","2021","Declared non-disabled","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","Other","85","85","40870","34260"
"In post","2021","Declared non-disabled","Department for International Trade","Planning","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","Policy","115","115","46430","39440"
"In post","2021","Declared non-disabled","Department for International Trade","Project Delivery","40","40","45970","41300"
"In post","2021","Declared non-disabled","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","Security","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","Social Research","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Department for International Trade","Statistics","35","35","42740","39170"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Commercial","65","65","51770","54110"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Communications","70","65","47980","44030"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Corporate Finance","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Digital, Data and Technology","85","85","42730","41500"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Economics","120","115","49040","54110"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Finance","145","145","49470","49240"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Human Resources","65","65","49630","48770"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Intelligence Analysis","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","International Trade","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Operational Delivery","55","50","40900","37660"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Operational Research","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Other","270","255","45990","33350"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Policy","635","620","49770","54110"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Project Delivery","345","340","55460","54650"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Property","10","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Science and Engineering","45","40","50670","46710"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Security","120","120","46710","44030"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Social Research","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Statistics","90","85","46900","42890"
"In post","2021","Declared non-disabled","Department for Transport (excl. agencies)","Unknown","130","130","55620","54170"
"In post","2021","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","68505","61280","27750","27570"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Commercial","30","30","55020","51310"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Communications","35","35","41510","34290"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","50","50","45700","41250"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Economics","25","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Finance","90","90","42190","36830"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Human Resources","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Intelligence Analysis","55","55","51810","53360"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Medicine","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Operational Delivery","45","40","48540","34970"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Operational Research","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Policy","430","415","51440","53360"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Project Delivery","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Property","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Science and Engineering","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Statistics","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Disclosure Scotland","Unknown","130","120","28110","22230"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Commercial","130","120","32930","31040"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Communications","55","50","30600","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Counter Fraud","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Digital, Data and Technology","535","520","39450","35040"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Finance","115","110","33720","31380"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Human Resources","145","135","32770","31380"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Medicine","35","30","80660","86520"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Operational Delivery","3075","2640","22070","21590"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Other","40","35","34430","32180"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Policy","100","90","30280","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Project Delivery","70","65","40860","39250"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Property","45","45","30920","31040"
"In post","2021","Declared non-disabled","Driver and Vehicle Licensing Agency","Security","80","80","30410","26410"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Commercial","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Communications","50","50","32490","31050"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Counter Fraud","30","30","29450","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Digital, Data and Technology","100","100","38620","35860"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Finance","60","55","39630","36350"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Human Resources","70","70","36900","33600"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Knowledge and Information Management","35","30","34860","32320"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Operational Delivery","2685","2505","28800","26780"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Operational Research","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Other","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Policy","55","50","37840","34540"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Project Delivery","65","60","38510","39470"
"In post","2021","Declared non-disabled","Driver and Vehicle Standards Agency","Property","45","40","32080","31380"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Commercial","150","145","41370","36960"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Communications","70","70","42670","40300"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Digital, Data and Technology","220","215","38290","36780"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Finance","245","240","42630","37100"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Human Resources","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Operational Delivery","535","520","42660","37100"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Policy","150","145","50530","50130"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education and Skills Funding Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Education Scotland","Unknown","125","120","57550","66290"
"In post","2021","Declared non-disabled","ESTYN","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Inspector of Education and Training","55","50","74440","74730"
"In post","2021","Declared non-disabled","ESTYN","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Operational Delivery","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Project Delivery","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Commercial","70","70","47250","41170"
"In post","2021","Declared non-disabled","FCDO Services","Communications","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Digital, Data and Technology","105","105","45330","41160"
"In post","2021","Declared non-disabled","FCDO Services","Finance","50","50","36740","28130"
"In post","2021","Declared non-disabled","FCDO Services","Human Resources","35","30","40800","39580"
"In post","2021","Declared non-disabled","FCDO Services","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Legal","45","25","51780","55250"
"In post","2021","Declared non-disabled","FCDO Services","Other","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Project Delivery","60","60","39650","36230"
"In post","2021","Declared non-disabled","FCDO Services","Property","315","315","39920","39410"
"In post","2021","Declared non-disabled","FCDO Services","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","Security","180","175","34970","31340"
"In post","2021","Declared non-disabled","Food Standards Agency","Commercial","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","Communications","25","25","[c]","[c]"
