"Status","Year","Age","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Disclosure Scotland","Scotland","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","60-64","Disclosure Scotland","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Disclosure Scotland","Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Wales","Heterosexual / straight","285","220","26870","21590"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Wales","Undeclared","245","160","22890","21590"
"In post","2021","60-64","Driver and Vehicle Licensing Agency","Wales","Unknown","25","20","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","East Midlands (England)","Heterosexual / straight","45","40","29120","26780"
"In post","2021","60-64","Driver and Vehicle Standards Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","East Midlands (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","East of England","Heterosexual / straight","40","35","28730","26780"
"In post","2021","60-64","Driver and Vehicle Standards Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","East of England","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","East of England","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","London","Undeclared","15","15","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","London","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","North East (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","North East (England)","Undeclared","15","10","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","North West (England)","Heterosexual / straight","45","40","27920","26780"
"In post","2021","60-64","Driver and Vehicle Standards Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","North West (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Scotland","Heterosexual / straight","30","25","29480","27680"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Scotland","Undeclared","15","15","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","South East (England)","Heterosexual / straight","50","45","29460","27680"
"In post","2021","60-64","Driver and Vehicle Standards Agency","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","South East (England)","Undeclared","20","20","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","South East (England)","Unknown","15","15","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","South West (England)","Heterosexual / straight","40","35","31430","27680"
"In post","2021","60-64","Driver and Vehicle Standards Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","South West (England)","Undeclared","15","10","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Wales","Heterosexual / straight","30","30","30790","26780"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Wales","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Wales","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","West Midlands (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","West Midlands (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Heterosexual / straight","40","35","28080","26780"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Undeclared","15","10","[c]","[c]"
"In post","2021","60-64","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","West Midlands (England)","Unknown","15","15","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education and Skills Funding Agency","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Education Scotland","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Education Scotland","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Education Scotland","Scotland","Unknown","25","20","[c]","[c]"
"In post","2021","60-64","ESTYN","Wales","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","60-64","ESTYN","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","ESTYN","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","FCDO Services","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","London","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","FCDO Services","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","FCDO Services","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","South East (England)","Heterosexual / straight","65","55","40600","37580"
"In post","2021","60-64","FCDO Services","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","FCDO Services","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","FCDO Services","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","East of England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","East of England","Unknown","10","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","London","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Yorkshire and The Humber","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Agency","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Food Standards Scotland","Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","60-64","Food Standards Scotland","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Food Standards Scotland","Scotland","Unknown","10","5","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","London","Heterosexual / straight","100","100","52310","46750"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","London","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","15","15","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Heterosexual / straight","60","60","66650","69290"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Heterosexual / straight","35","30","38760","33930"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Forestry and Land Scotland","Scotland","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","60-64","Forestry and Land Scotland","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Forestry and Land Scotland","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Forestry and Land Scotland","Scotland","Unknown","75","65","30000","26530"
"In post","2021","60-64","Government Actuary's Department","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Actuary's Department","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Actuary's Department","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","London","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Government Internal Audit Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Legal Department","London","Heterosexual / straight","50","45","63800","69310"
"In post","2021","60-64","Government Legal Department","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Legal Department","London","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Government Legal Department","London","Unknown","25","25","[c]","[c]"
"In post","2021","60-64","Government Legal Department","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Legal Department","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Legal Department","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Legal Department","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Legal Department","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Legal Department","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Legal Department","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Legal Department","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Property Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Property Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Property Agency","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Property Agency","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Property Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Property Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Property Agency","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Government Property Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","East Midlands (England)","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","East Midlands (England)","Undeclared","10","5","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","East of England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","East of England","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","London","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","North West (England)","Heterosexual / straight","50","40","39660","35910"
"In post","2021","60-64","Health and Safety Executive","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","North West (England)","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","Scotland","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","Wales","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","Yorkshire and The Humber","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Health and Safety Executive","Yorkshire and The Humber","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","East Midlands (England)","Heterosexual / straight","110","95","20920","19570"
"In post","2021","60-64","HM Courts and Tribunals Service","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","East Midlands (England)","Undeclared","25","20","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","East Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","East of England","Heterosexual / straight","105","90","22710","19880"
"In post","2021","60-64","HM Courts and Tribunals Service","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","East of England","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","East of England","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","London","Heterosexual / straight","295","270","27030","23500"
"In post","2021","60-64","HM Courts and Tribunals Service","London","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","London","Undeclared","45","40","27490","23500"
"In post","2021","60-64","HM Courts and Tribunals Service","London","Unknown","55","50","25950","23500"
"In post","2021","60-64","HM Courts and Tribunals Service","North East (England)","Heterosexual / straight","60","50","23390","20100"
"In post","2021","60-64","HM Courts and Tribunals Service","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","North West (England)","Heterosexual / straight","145","120","22480","20100"
"In post","2021","60-64","HM Courts and Tribunals Service","North West (England)","LGBO","5","5","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","North West (England)","Undeclared","35","25","23360","20670"
"In post","2021","60-64","HM Courts and Tribunals Service","North West (England)","Unknown","20","20","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","Scotland","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","South East (England)","Heterosexual / straight","135","115","22390","19930"
"In post","2021","60-64","HM Courts and Tribunals Service","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","South East (England)","Undeclared","25","25","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","South East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","South West (England)","Heterosexual / straight","80","65","21830","19830"
"In post","2021","60-64","HM Courts and Tribunals Service","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","South West (England)","Undeclared","15","15","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","Wales","Heterosexual / straight","65","55","22440","19570"
"In post","2021","60-64","HM Courts and Tribunals Service","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","Wales","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","Wales","Unknown","10","5","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","West Midlands (England)","Heterosexual / straight","135","110","21460","19930"
"In post","2021","60-64","HM Courts and Tribunals Service","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","West Midlands (England)","Undeclared","20","15","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","60-64","HM Courts and Tribunals Service","Yorkshire and The Humber","Heterosexual / straight","100","75","21910","19830"
