"Status","Year","Age","Organisation","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","40-49","HM Treasury (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Treasury (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","HM Treasury (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","East of England","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","East of England","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","London","Heterosexual / straight","45","[c]","49990","43530"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","London","Unknown","85","[c]","46030","41950"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","North East (England)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","North West (England)","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","North West (England)","Unknown","30","[c]","31910","24880"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Northern Ireland","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Scotland","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","South East (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","South East (England)","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Yorkshire and The Humber","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Home Office (incl. agencies)","Yorkshire and The Humber","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","West Midlands (England)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Insolvency Service","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Institute for Apprenticeships and Technical Education","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal Aid Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","South East (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Maritime and Coastguard Agency","South East (England)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","East of England","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicines and Healthcare Products Regulatory Agency","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Met Office","South West (England)","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","East Midlands (England)","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","East Midlands (England)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","East of England","Heterosexual / straight","45","[c]","30460","26350"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","East of England","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","North West (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Northern Ireland","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Overseas","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Scotland","Heterosexual / straight","35","[c]","25350","20920"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Scotland","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","South East (England)","Heterosexual / straight","135","[c]","33460","30640"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","South East (England)","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","South East (England)","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","South West (England)","Heterosexual / straight","115","[c]","29680","26670"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","South West (England)","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","South West (England)","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","South West (England)","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Wales","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","West Midlands (England)","Heterosexual / straight","35","[c]","36340","33000"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","West Midlands (England)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","35","[c]","29090","24950"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","London","Heterosexual / straight","35","[c]","50370","52850"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","London","Unknown","30","[c]","53310","54170"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","East Midlands (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","London","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","London","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","North East (England)","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","North West (England)","Heterosexual / straight","30","[c]","35690","33800"
"New entrant CS","2021","40-49","National Crime Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","North West (England)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","South East (England)","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","South West (England)","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","National Crime Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
