"Status","Year","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Planning Inspectorate","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","G6","15","[c]","61640","61120"
"Leaver CS","2021","Planning Inspectorate","G7","10","[c]","45240","42880"
"Leaver CS","2021","Planning Inspectorate","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Public Health England","AA","35","[c]","19090","18850"
"Leaver CS","2021","Public Health England","AO","140","[c]","21030","20230"
"Leaver CS","2021","Public Health England","EO","90","[c]","25720","25260"
"Leaver CS","2021","Public Health England","G6","30","[c]","71030","69830"
"Leaver CS","2021","Public Health England","G7","115","[c]","53210","52610"
"Leaver CS","2021","Public Health England","HEO","155","[c]","32300","32480"
"Leaver CS","2021","Public Health England","SCS level","55","[c]","107270","110680"
"Leaver CS","2021","Public Health England","SEO","135","[c]","40170","40470"
"Leaver CS","2021","Queen Elizabeth II Centre","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Queen Elizabeth II Centre","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","AO","10","[c]","22810","21870"
"Leaver CS","2021","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Revenue Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Royal Fleet Auxiliary","Unknown","145","[c]","35020","32400"
"Leaver CS","2021","Rural Payments Agency","AO","45","[c]","20830","21050"
"Leaver CS","2021","Rural Payments Agency","EO","30","[c]","25420","25190"
"Leaver CS","2021","Rural Payments Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Rural Payments Agency","HEO","10","[c]","30940","31090"
"Leaver CS","2021","Rural Payments Agency","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","AA","25","[c]","20070","20070"
"Leaver CS","2021","Scottish Courts and Tribunals Service","AO","35","[c]","22760","22820"
"Leaver CS","2021","Scottish Courts and Tribunals Service","EO","20","[c]","25650","26550"
"Leaver CS","2021","Scottish Courts and Tribunals Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","SEO","10","[c]","43050","45190"
"Leaver CS","2021","Scottish Fiscal Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","AA","35","[c]","21350","21150"
"Leaver CS","2021","Scottish Government (excl. agencies)","AO","15","[c]","24920","24910"
"Leaver CS","2021","Scottish Government (excl. agencies)","EO","50","[c]","28180","28170"
"Leaver CS","2021","Scottish Government (excl. agencies)","G6","25","[c]","71240","73940"
"Leaver CS","2021","Scottish Government (excl. agencies)","G7","25","[c]","57970","61010"
"Leaver CS","2021","Scottish Government (excl. agencies)","HEO","60","[c]","34280","35110"
"Leaver CS","2021","Scottish Government (excl. agencies)","SCS level","15","[c]","94100","84710"
"Leaver CS","2021","Scottish Government (excl. agencies)","SEO","50","[c]","44380","46600"
"Leaver CS","2021","Scottish Housing Regulator","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","AA","20","[c]","20270","20810"
"Leaver CS","2021","Scottish Prison Service","AO","65","[c]","24020","24440"
"Leaver CS","2021","Scottish Prison Service","EO","105","[c]","32810","33650"
"Leaver CS","2021","Scottish Prison Service","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","HEO","20","[c]","39500","39500"
"Leaver CS","2021","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","SEO","10","[c]","45860","45110"
"Leaver CS","2021","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Public Pensions Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","AA","15","[c]","20940","21150"
"Leaver CS","2021","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","Unknown","50","[c]","39000","39070"
"Leaver CS","2021","The National Archives","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","The National Archives","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Transport Scotland","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","EO","10","[c]","27430","27260"
"Leaver CS","2021","UK Hydrographic Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","HEO","20","[c]","34030","33410"
"Leaver CS","2021","UK Hydrographic Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","SEO","10","[c]","42440","42510"
"Leaver CS","2021","UK Intellectual Property Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","EO","10","[c]","25150","23320"
"Leaver CS","2021","UK Intellectual Property Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Intellectual Property Office","SEO","10","[c]","40920","39420"
"Leaver CS","2021","UK Space Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","SEO","10","[c]","36500","36500"
"Leaver CS","2021","United Kingdom Statistics Authority","AA","35","[c]","19210","18320"
"Leaver CS","2021","United Kingdom Statistics Authority","AO","120","[c]","19520","19130"
"Leaver CS","2021","United Kingdom Statistics Authority","EO","25","[c]","23910","23050"
"Leaver CS","2021","United Kingdom Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","G7","30","[c]","52100","50860"
"Leaver CS","2021","United Kingdom Statistics Authority","HEO","40","[c]","30420","29840"
"Leaver CS","2021","United Kingdom Statistics Authority","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","SEO","40","[c]","37560","37020"
"Leaver CS","2021","Valuation Office Agency","AA","30","[c]","20200","19850"
"Leaver CS","2021","Valuation Office Agency","AO","35","[c]","20870","21100"
"Leaver CS","2021","Valuation Office Agency","EO","120","[c]","25800","25500"
"Leaver CS","2021","Valuation Office Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Valuation Office Agency","G7","10","[c]","57280","57130"
"Leaver CS","2021","Valuation Office Agency","HEO","25","[c]","33010","33250"
"Leaver CS","2021","Valuation Office Agency","SEO","45","[c]","44650","45090"
"Leaver CS","2021","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Vehicle Certification Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","HEO","10","[c]","38500","38000"
"Leaver CS","2021","Water Services Regulation Authority","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","AO","30","[c]","22650","23250"
"Leaver CS","2021","Welsh Government (excl. agencies)","EO","25","[c]","28360","28850"
"Leaver CS","2021","Welsh Government (excl. agencies)","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","G7","20","[c]","58760","60830"
"Leaver CS","2021","Welsh Government (excl. agencies)","HEO","35","[c]","36400","37410"
"Leaver CS","2021","Welsh Government (excl. agencies)","SCS level","15","[c]","89640","81760"
"Leaver CS","2021","Welsh Government (excl. agencies)","SEO","10","[c]","45290","45850"
"Leaver CS","2021","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Welsh Revenue Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","EO","25","[c]","24120","24250"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","AO","40","[c]","20980","20430"
"Leaver Dept.","2021","Animal and Plant Health Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","AO","50","[c]","21350","20800"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","EO","125","[c]","27120","27500"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","G6","65","[c]","65740","65960"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","G7","250","[c]","55170","54700"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","HEO","765","[c]","32320","32000"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SCS level","60","[c]","84400","77770"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","SEO","70","[c]","40610","40600"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","AO","25","[c]","22620","21950"
"Leaver Dept.","2021","Crown Prosecution Service","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","G7","15","[c]","56780","55000"
"Leaver Dept.","2021","Crown Prosecution Service","HEO","15","[c]","32920","32430"
"Leaver Dept.","2021","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","EO","90","[c]","22290","21000"
"Leaver Dept.","2021","Defence Equipment and Support","G6","15","[c]","63620","61450"
"Leaver Dept.","2021","Defence Equipment and Support","G7","45","[c]","50150","50570"
"Leaver Dept.","2021","Defence Equipment and Support","HEO","145","[c]","28570","28620"
"Leaver Dept.","2021","Defence Equipment and Support","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","SEO","85","[c]","37470","38150"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","G7","25","[c]","49280","46130"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","HEO","15","[c]","27780","28650"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","SEO","10","[c]","37760","37320"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","35","[c]","27000","27020"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","45","[c]","64140","64700"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","145","[c]","53350","53380"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","120","[c]","32880","33570"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","25","[c]","93250","79050"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","75","[c]","39730","39250"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","EO","30","[c]","25460","25110"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G6","20","[c]","61890","61340"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","G7","65","[c]","53190","50840"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","HEO","85","[c]","34880","32660"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","EO","30","[c]","27880","28500"
"Leaver Dept.","2021","Department for Education (excl. agencies)","G6","15","[c]","64930","65220"
"Leaver Dept.","2021","Department for Education (excl. agencies)","G7","45","[c]","54170","54050"
"Leaver Dept.","2021","Department for Education (excl. agencies)","HEO","55","[c]","34020","33610"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education (excl. agencies)","SEO","40","[c]","41080","40780"
"Leaver Dept.","2021","Department for Education (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","40","[c]","29230","28170"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","25","[c]","64100","63780"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","85","[c]","53500","53590"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","165","[c]","33340","33120"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","15","[c]","79150","75390"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","80","[c]","40070","39420"
"Leaver Dept.","2021","Department for International Development","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Development","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","EO","25","[c]","26550","26200"
"Leaver Dept.","2021","Department for International Trade","G6","20","[c]","64860","62710"
"Leaver Dept.","2021","Department for International Trade","G7","75","[c]","52360","51970"
"Leaver Dept.","2021","Department for International Trade","HEO","75","[c]","31760","31180"
"Leaver Dept.","2021","Department for International Trade","SCS level","10","[c]","89920","74920"
"Leaver Dept.","2021","Department for International Trade","SEO","60","[c]","38560","38540"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","EO","20","[c]","29860","29640"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","G6","10","[c]","67200","66090"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","G7","45","[c]","54850","54650"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","HEO","70","[c]","35040","34700"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SCS level","10","[c]","92670","80070"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","SEO","45","[c]","43080","42890"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","AO","335","[c]","21180","21010"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","EO","645","[c]","28080","27570"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","G6","30","[c]","66630","66250"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","G7","60","[c]","53640","54070"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","HEO","175","[c]","33170","31990"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SCS level","10","[c]","81790","79880"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","SEO","95","[c]","37840","36970"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","G7","40","[c]","[c]","[c]"
