"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Other ethnicity","HM Prison and Probation Service","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","10","5","[c]","[c]"
"In post","2021","Other ethnicity","HM Prison and Probation Service","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Prison and Probation Service","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2021","Other ethnicity","HM Prison and Probation Service","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","London","Inner London - East","30","25","41330","36160"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","London","Inner London - West","25","25","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","London","Outer London - South","20","20","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","North West (England)","Greater Manchester","20","20","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","North West (England)","Merseyside","10","10","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","Wales","East Wales","20","20","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","West Midlands (England)","West Midlands","15","15","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","HM Treasury (excl. agencies)","London","Inner London - West","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","East of England","Essex","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","London","Inner London - East","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","London","Inner London - West","45","40","42800","35200"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","London","Outer London - South","50","45","32800","29250"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","London","Outer London - West and North West","35","30","29660","28810"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","North West (England)","Merseyside","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Overseas","Overseas","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","South East (England)","Kent","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Yorkshire and The Humber","South Yorkshire","15","15","[c]","[c]"
"In post","2021","Other ethnicity","Home Office (incl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Insolvency Service","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Institute for Apprenticeships and Technical Education","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Institute for Apprenticeships and Technical Education","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Institute for Apprenticeships and Technical Education","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Institute for Apprenticeships and Technical Education","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Institute for Apprenticeships and Technical Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Institute for Apprenticeships and Technical Education","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Institute for Apprenticeships and Technical Education","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Legal Aid Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Maritime and Coastguard Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","London","Inner London - East","35","35","56580","53740"
"In post","2021","Other ethnicity","Met Office","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","South West (England)","Devon","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Met Office","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","East of England","East Anglia","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","London","Inner London - West","30","30","46410","43350"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","15","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","South East (England)","Hampshire and Isle of Wight","20","20","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","South East (England)","Kent","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","South West (England)","Devon","10","5","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","London","Inner London - West","30","25","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Ministry of Housing, Communities and Local Government (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
