"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","West Midlands","10","10","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","London","Inner London - West","185","185","42550","38540"
"In post","2021","Asian","Department for International Trade","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Overseas","Overseas","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2021","Asian","Department for International Trade","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for International Trade","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","London","Inner London - West","275","270","45190","42680"
"In post","2021","Asian","Department for Transport (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","West Midlands (England)","West Midlands","10","10","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Transport (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","150","130","24940","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","445","390","24400","25860"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","East of England","Bedfordshire and Hertfordshire","210","190","27760","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","East of England","East Anglia","50","45","26450","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","East of England","Essex","80","75","28750","29290"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","London","Inner London - East","645","580","29660","31060"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","London","Inner London - West","400","380","36240","31740"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","London","Outer London - East and North East","590","525","29690","31060"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","London","Outer London - South","110","100","30260","31060"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","London","Outer London - West and North West","695","630","30730","31060"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","North East (England)","Northumberland and Tyne and Wear","115","105","29320","26120"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","North East (England)","Tees Valley and Durham","30","30","23800","21010"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","North West (England)","Cheshire","20","20","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","North West (England)","Greater Manchester","415","380","26770","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","North West (England)","Lancashire","510","455","24790","21010"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","North West (England)","Merseyside","25","20","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Scotland","Eastern Scotland","45","40","24070","21010"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Scotland","West Central Scotland","45","40","24000","21010"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","205","180","27690","28920"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","South East (England)","Hampshire and Isle of Wight","40","35","25750","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","South East (England)","Kent","65","60","29720","29290"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","South East (England)","Surrey, East and West Sussex","95","85","28060","28310"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","South West (England)","Dorset and Somerset","10","5","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","65","55","26730","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","135","120","27810","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Wales","East Wales","40","35","25760","27570"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","Wales","West Wales and The Valleys","20","20","[c]","[c]"
"In post","2021","Asian","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","90","80","24720","27570"
