"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Public Health England","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Medicine","SCS level","90","75","99270","96990"
"In post","2021","40-49","Public Health England","Medicine","SEO/HEO","10","5","[c]","[c]"
"In post","2021","40-49","Public Health England","Operational Delivery","AA/AO","65","55","21520","21590"
"In post","2021","40-49","Public Health England","Operational Delivery","EO","85","70","25870","25010"
"In post","2021","40-49","Public Health England","Operational Delivery","G6/G7","305","290","57390","54270"
"In post","2021","40-49","Public Health England","Operational Delivery","SCS level","25","25","92110","92370"
"In post","2021","40-49","Public Health England","Operational Delivery","SEO/HEO","255","225","35990","36330"
"In post","2021","40-49","Public Health England","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Science and Engineering","AA/AO","45","40","22060","22020"
"In post","2021","40-49","Public Health England","Science and Engineering","EO","35","35","27070","27520"
"In post","2021","40-49","Public Health England","Science and Engineering","G6/G7","245","230","57870","53260"
"In post","2021","40-49","Public Health England","Science and Engineering","SCS level","10","10","[c]","[c]"
"In post","2021","40-49","Public Health England","Science and Engineering","SEO/HEO","290","260","38050","38890"
"In post","2021","40-49","Public Health England","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Public Health England","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Queen Elizabeth II Centre","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Digital, Data and Technology","SEO/HEO","15","15","40180","36780"
"In post","2021","40-49","Registers of Scotland","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Operational Delivery","AA/AO","70","65","24090","24130"
"In post","2021","40-49","Registers of Scotland","Operational Delivery","EO","75","70","30080","30080"
"In post","2021","40-49","Registers of Scotland","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Operational Delivery","SEO/HEO","65","65","38060","36780"
"In post","2021","40-49","Registers of Scotland","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Revenue Scotland","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Royal Fleet Auxiliary","Other","Unknown","385","385","40220","35380"
"In post","2021","40-49","Rural Payments Agency","Operational Delivery","AA/AO","280","240","21050","21050"
"In post","2021","40-49","Rural Payments Agency","Operational Delivery","EO","185","165","25610","25580"
"In post","2021","40-49","Rural Payments Agency","Operational Delivery","G6/G7","20","20","52010","49370"
"In post","2021","40-49","Rural Payments Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","Operational Delivery","SEO/HEO","150","140","32490","30920"
"In post","2021","40-49","Rural Payments Agency","Project Delivery","EO","10","10","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","Project Delivery","G6/G7","15","15","51190","49360"
"In post","2021","40-49","Rural Payments Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Rural Payments Agency","Project Delivery","SEO/HEO","30","30","35060","36520"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Operational Delivery","AA/AO","150","130","22130","22820"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Operational Delivery","EO","95","85","29070","29350"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Operational Delivery","G6/G7","15","15","56810","55420"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Operational Delivery","SEO/HEO","60","60","36620","35230"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Fiscal Commission","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Fiscal Commission","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","Unknown","AA/AO","10","10","23240","22920"
"In post","2021","40-49","Scottish Forestry","Unknown","EO","20","20","31150","30160"
"In post","2021","40-49","Scottish Forestry","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","Unknown","SEO/HEO","25","25","40610","37530"
"In post","2021","40-49","Scottish Government (excl. agencies)","Unknown","AA/AO","135","125","24380","24110"
"In post","2021","40-49","Scottish Government (excl. agencies)","Unknown","EO","220","205","28790","29190"
"In post","2021","40-49","Scottish Government (excl. agencies)","Unknown","G6/G7","805","765","62330","61010"
"In post","2021","40-49","Scottish Government (excl. agencies)","Unknown","SCS level","60","60","87710","83230"
"In post","2021","40-49","Scottish Government (excl. agencies)","Unknown","SEO/HEO","850","805","40230","39660"
"In post","2021","40-49","Scottish Housing Regulator","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Housing Regulator","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Housing Regulator","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Commercial","AA/AO","10","10","25150","25870"
"In post","2021","40-49","Scottish Prison Service","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Finance","AA/AO","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Human Resources","AA/AO","10","10","24080","25870"
"In post","2021","40-49","Scottish Prison Service","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Operational Delivery","AA/AO","170","165","24610","25870"
"In post","2021","40-49","Scottish Prison Service","Operational Delivery","EO","345","340","32950","33650"
"In post","2021","40-49","Scottish Prison Service","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Operational Delivery","SEO/HEO","85","85","39610","39500"
"In post","2021","40-49","Scottish Prison Service","Other","AA/AO","65","60","24230","25870"
"In post","2021","40-49","Scottish Prison Service","Other","EO","15","15","32870","33650"
"In post","2021","40-49","Scottish Prison Service","Other","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Other","SEO/HEO","40","35","41870","42260"
"In post","2021","40-49","Scottish Prison Service","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Psychology","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Psychology","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Public Pensions Agency","Unknown","AA/AO","20","15","24070","24110"
"In post","2021","40-49","Scottish Public Pensions Agency","Unknown","EO","20","15","29020","29190"
"In post","2021","40-49","Scottish Public Pensions Agency","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Scottish Public Pensions Agency","Unknown","SEO/HEO","25","25","38310","35110"
"In post","2021","40-49","Serious Fraud Office","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Counter Fraud","G6/G7","20","20","64470","66200"
"In post","2021","40-49","Serious Fraud Office","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Counter Fraud","SEO/HEO","20","20","37890","40000"
"In post","2021","40-49","Serious Fraud Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Legal","G6/G7","20","20","60140","58310"
"In post","2021","40-49","Serious Fraud Office","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Policy","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Security Scotland","Unknown","AA/AO","90","85","21110","20060"
"In post","2021","40-49","Social Security Scotland","Unknown","EO","60","55","27110","26160"
"In post","2021","40-49","Social Security Scotland","Unknown","G6/G7","50","50","60090","61010"
"In post","2021","40-49","Social Security Scotland","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Security Scotland","Unknown","SEO/HEO","95","95","36910","36010"
"In post","2021","40-49","Standards and Testing Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Operational Delivery","G6/G7","10","10","55210","52520"
"In post","2021","40-49","Standards and Testing Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Operational Delivery","SEO/HEO","15","15","37600","37100"
"In post","2021","40-49","Standards and Testing Agency","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Standards and Testing Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Student Awards Agency for Scotland","Unknown","AA/AO","15","15","22100","22230"
"In post","2021","40-49","Student Awards Agency for Scotland","Unknown","EO","15","15","28290","27150"
"In post","2021","40-49","Student Awards Agency for Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Student Awards Agency for Scotland","Unknown","SEO/HEO","20","20","40250","39110"
"In post","2021","40-49","Submarine Delivery Agency","Commercial","Unknown","35","35","41710","40070"
"In post","2021","40-49","Submarine Delivery Agency","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Finance","Unknown","35","35","45830","46010"
"In post","2021","40-49","Submarine Delivery Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Knowledge and Information Management","Unknown","10","10","39490","39860"
"In post","2021","40-49","Submarine Delivery Agency","Operational Delivery","Unknown","50","45","38880","38670"
"In post","2021","40-49","Submarine Delivery Agency","Project Delivery","Unknown","125","125","46620","41920"
"In post","2021","40-49","Submarine Delivery Agency","Science and Engineering","Unknown","105","105","49580","49540"
"In post","2021","40-49","Submarine Delivery Agency","Security","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Teaching Regulation Agency","Operational Delivery","SEO/HEO","10","5","[c]","[c]"
"In post","2021","40-49","The National Archives","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","The National Archives","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Digital, Data and Technology","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","The National Archives","Digital, Data and Technology","SEO/HEO","25","25","40070","37900"
"In post","2021","40-49","The National Archives","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","The National Archives","Knowledge and Information Management","SEO/HEO","20","20","35180","34770"
"In post","2021","40-49","The National Archives","Operational Delivery","AA/AO","15","10","20830","21100"
"In post","2021","40-49","The National Archives","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Operational Delivery","SEO/HEO","15","15","34650","34880"
"In post","2021","40-49","The National Archives","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Other","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","The National Archives","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2021","40-49","The National Archives","Property","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Transport Scotland","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2021","40-49","Transport Scotland","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Transport Scotland","Unknown","G6/G7","50","50","64440","64060"
"In post","2021","40-49","Transport Scotland","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Transport Scotland","Unknown","SEO/HEO","65","60","41830","42190"
"In post","2021","40-49","UK Export Finance","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Operational Delivery","G6/G7","25","25","68870","65330"
"In post","2021","40-49","UK Export Finance","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Operational Delivery","SEO/HEO","25","25","43950","43000"
"In post","2021","40-49","UK Export Finance","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Digital, Data and Technology","G6/G7","10","10","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Digital, Data and Technology","SEO/HEO","40","40","39230","42510"
"In post","2021","40-49","UK Hydrographic Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
