"Status","Year","Organisation","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","UK Intellectual Property Office","Human Resources","Outside London","SEO","10","10","40370","39160"
"In post","2021","UK Intellectual Property Office","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Knowledge and Information Management","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Legal","Outside London","G7","10","10","57960","57730"
"In post","2021","UK Intellectual Property Office","Legal","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Legal","Outside London","SEO","10","10","41270","40800"
"In post","2021","UK Intellectual Property Office","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Operational Delivery","Outside London","AA","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Operational Delivery","Outside London","AO","175","160","20820","21140"
"In post","2021","UK Intellectual Property Office","Operational Delivery","Outside London","EO","325","305","24630","23320"
"In post","2021","UK Intellectual Property Office","Operational Delivery","Outside London","G6","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Operational Delivery","Outside London","G7","20","20","57310","57530"
"In post","2021","UK Intellectual Property Office","Operational Delivery","Outside London","HEO","60","60","30590","30440"
"In post","2021","UK Intellectual Property Office","Operational Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Operational Delivery","Outside London","SEO","35","30","39920","39350"
"In post","2021","UK Intellectual Property Office","Other","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","London","G7","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","Outside London","AO","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","Outside London","EO","10","10","26320","26860"
"In post","2021","UK Intellectual Property Office","Policy","Outside London","G6","5","5","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","Outside London","G7","30","25","56600","55850"
"In post","2021","UK Intellectual Property Office","Policy","Outside London","HEO","10","10","30330","30170"
"In post","2021","UK Intellectual Property Office","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Policy","Outside London","SEO","30","30","39820","39280"
"In post","2021","UK Intellectual Property Office","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Project Delivery","Outside London","G7","10","10","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Project Delivery","Outside London","SEO","15","15","39890","39310"
"In post","2021","UK Intellectual Property Office","Science and Engineering","Outside London","EO","70","65","30200","29890"
"In post","2021","UK Intellectual Property Office","Science and Engineering","Outside London","G6","20","15","66030","66170"
"In post","2021","UK Intellectual Property Office","Science and Engineering","Outside London","G7","150","140","59110","59720"
"In post","2021","UK Intellectual Property Office","Science and Engineering","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Science and Engineering","Outside London","SEO","125","120","41070","40800"
"In post","2021","UK Intellectual Property Office","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Social Research","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Outside London","SEO","5","5","[c]","[c]"
"In post","2021","UK Space Agency","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Economics","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","London","SEO","5","5","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Operational Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Policy","London","EO","5","5","[c]","[c]"
"In post","2021","UK Space Agency","Policy","London","G6","10","10","67340","65720"
"In post","2021","UK Space Agency","Policy","London","G7","25","25","54160","53600"
"In post","2021","UK Space Agency","Policy","London","HEO","15","15","34200","33570"
"In post","2021","UK Space Agency","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Policy","London","SEO","25","25","41380","40050"
"In post","2021","UK Space Agency","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Policy","Outside London","G6","10","10","62930","60450"
"In post","2021","UK Space Agency","Policy","Outside London","G7","25","25","51490","49310"
"In post","2021","UK Space Agency","Policy","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","UK Space Agency","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Policy","Outside London","SEO","10","10","37700","37190"
"In post","2021","UK Space Agency","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Project Delivery","London","SEO","10","10","40070","40050"
"In post","2021","UK Space Agency","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Project Delivery","Outside London","G7","15","15","50750","49310"
"In post","2021","UK Space Agency","Project Delivery","Outside London","HEO","5","5","[c]","[c]"
"In post","2021","UK Space Agency","Project Delivery","Outside London","SEO","10","10","40130","37050"
"In post","2021","UK Space Agency","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Science and Engineering","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Communications","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Finance","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Legal","London","SEO","10","10","37230","37230"
"In post","2021","UK Supreme Court","Operational Delivery","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Operational Delivery","London","EO","15","15","27780","27870"
"In post","2021","UK Supreme Court","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
