"Status","Year","Organisation","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Companies House","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Human Resources","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Companies House","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Female","Heterosexual / straight","230","200","24730","22490"
"In post","2021","Companies House","Operational Delivery","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Female","Undeclared","25","20","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Female","Unknown","95","75","23320","22490"
"In post","2021","Companies House","Operational Delivery","Male","Heterosexual / straight","110","105","26000","24500"
"In post","2021","Companies House","Operational Delivery","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Male","Undeclared","25","20","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Male","Unknown","75","70","23590","22490"
"In post","2021","Companies House","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Companies House","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Policy","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Companies House","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Policy","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Companies House","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Companies House","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Male","Heterosexual / straight","35","35","58340","54550"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Female","Heterosexual / straight","30","30","60800","58490"
"In post","2021","Competition and Markets Authority","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Male","Heterosexual / straight","40","40","64580","60710"
"In post","2021","Competition and Markets Authority","Economics","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Female","Heterosexual / straight","55","55","67180","71370"
"In post","2021","Competition and Markets Authority","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Male","Heterosexual / straight","45","45","71630","73450"
"In post","2021","Competition and Markets Authority","Legal","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Female","Heterosexual / straight","180","165","59010","55860"
"In post","2021","Competition and Markets Authority","Project Delivery","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Male","Heterosexual / straight","130","125","60770","59140"
"In post","2021","Competition and Markets Authority","Project Delivery","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","Female","Heterosexual / straight","110","100","26520","22570"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","Female","Unknown","25","20","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","Male","Heterosexual / straight","70","70","25230","22570"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","Male","Unknown","40","40","24770","24470"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Policy","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Policy","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Policy","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Policy","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Female","Heterosexual / straight","130","125","34320","34800"
"In post","2021","Crown Commercial Service","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Female","Unknown","50","50","32140","30110"
"In post","2021","Crown Commercial Service","Commercial","Male","Heterosexual / straight","120","120","35230","34800"
"In post","2021","Crown Commercial Service","Commercial","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Male","Unknown","40","40","31220","30180"
"In post","2021","Crown Commercial Service","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
