"Status","Year","Organisation","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Government Internal Audit Agency","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","Female","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","Female","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Female","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Male","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Property Agency","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Communications","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Communications","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Economics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
