"Status","Year","Age","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Legal Aid Agency","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal Aid Agency","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal Aid Agency","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal Aid Agency","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Maritime and Coastguard Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Maritime and Coastguard Agency","Department for Transport","EO","5","5","[c]","[c]"
"In post","2021","65+","Maritime and Coastguard Agency","Department for Transport","G7","10","5","61510","58950"
"In post","2021","65+","Maritime and Coastguard Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Maritime and Coastguard Agency","Department for Transport","SEO","10","5","[c]","[c]"
"In post","2021","65+","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2021","65+","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6","5","5","[c]","[c]"
"In post","2021","65+","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","10","10","92010","87510"
"In post","2021","65+","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Met Office","Department for Business, Energy and Industrial Strategy","G6","5","5","[c]","[c]"
"In post","2021","65+","Met Office","Department for Business, Energy and Industrial Strategy","G7","10","10","49990","49860"
"In post","2021","65+","Met Office","Department for Business, Energy and Industrial Strategy","HEO","10","5","[c]","[c]"
"In post","2021","65+","Met Office","Department for Business, Energy and Industrial Strategy","SEO","5","5","[c]","[c]"
"In post","2021","65+","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","340","310","19040","19300"
"In post","2021","65+","Ministry of Defence (excl. agencies)","Ministry of Defence","AO","445","395","22320","21580"
"In post","2021","65+","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","285","260","28490","28410"
"In post","2021","65+","Ministry of Defence (excl. agencies)","Ministry of Defence","G6","15","10","73690","70320"
"In post","2021","65+","Ministry of Defence (excl. agencies)","Ministry of Defence","G7","45","40","68900","61650"
"In post","2021","65+","Ministry of Defence (excl. agencies)","Ministry of Defence","HEO","235","215","35640","33630"
"In post","2021","65+","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","5","5","[c]","[c]"
"In post","2021","65+","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO","105","90","43680","44060"
"In post","2021","65+","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","30","30","44740","43440"
"In post","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","EO","5","5","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","HEO","5","5","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Justice (excl. agencies)","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Justice (excl. agencies)","Ministry of Justice","AO","10","10","21970","23340"
"In post","2021","65+","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","10","10","25870","26410"
"In post","2021","65+","Ministry of Justice (excl. agencies)","Ministry of Justice","G7","10","10","66590","67590"
"In post","2021","65+","Ministry of Justice (excl. agencies)","Ministry of Justice","HEO","10","10","32100","31500"
"In post","2021","65+","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO","20","15","43830","43490"
"In post","2021","65+","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2021","65+","National Crime Agency","National Crime Agency","AO","10","10","26700","27400"
"In post","2021","65+","National Crime Agency","National Crime Agency","EO","15","15","35520","36410"
"In post","2021","65+","National Crime Agency","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Crime Agency","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Crime Agency","National Crime Agency","HEO","10","10","43230","43630"
"In post","2021","65+","National Crime Agency","National Crime Agency","SEO","5","5","[c]","[c]"
"In post","2021","65+","National Records of Scotland","Scottish Government","AA","10","10","22230","22230"
"In post","2021","65+","National Records of Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Records of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Records of Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Records of Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Records of Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Savings and Investments","Chancellor's other departments","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Savings and Investments","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","National Savings and Investments","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","AO","5","5","[c]","[c]"
"In post","2021","65+","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","G7","10","10","75500","75500"
"In post","2021","65+","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","SEO","10","5","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","5","5","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of Rail and Road","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of the Public Guardian","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of the Public Guardian","Ministry of Justice","AO","10","10","19830","19930"
"In post","2021","65+","Office of the Public Guardian","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of the Public Guardian","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Office of the Scottish Charity Regulator","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Planning Inspectorate","Ministry of Housing, Communities and Local Government","AO","10","5","[c]","[c]"
"In post","2021","65+","Planning Inspectorate","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G6","45","30","67710","65270"
"In post","2021","65+","Planning Inspectorate","Ministry of Housing, Communities and Local Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Planning Inspectorate","Ministry of Housing, Communities and Local Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Public Health England","Department of Health and Social Care","AA","10","5","[c]","[c]"
"In post","2021","65+","Public Health England","Department of Health and Social Care","AO","25","20","22290","21840"
"In post","2021","65+","Public Health England","Department of Health and Social Care","EO","30","25","27900","28170"
"In post","2021","65+","Public Health England","Department of Health and Social Care","G6","15","15","71780","71890"
"In post","2021","65+","Public Health England","Department of Health and Social Care","G7","20","20","55530","55130"
"In post","2021","65+","Public Health England","Department of Health and Social Care","HEO","30","20","32890","31850"
"In post","2021","65+","Public Health England","Department of Health and Social Care","SCS level","30","20","109700","110680"
"In post","2021","65+","Public Health England","Department of Health and Social Care","SEO","30","20","40610","40050"
"In post","2021","65+","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Registers of Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Registers of Scotland","Scottish Government","AO","15","10","23780","24130"
"In post","2021","65+","Registers of Scotland","Scottish Government","EO","10","5","[c]","[c]"
"In post","2021","65+","Registers of Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Registers of Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Revenue Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Royal Fleet Auxiliary","Ministry of Defence","Unknown","20","20","38430","33430"
"In post","2021","65+","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","30","25","21050","21050"
"In post","2021","65+","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","10","10","26350","26520"
"In post","2021","65+","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Courts and Tribunals Service","Scottish Government","AA","25","20","20070","20070"
"In post","2021","65+","Scottish Courts and Tribunals Service","Scottish Government","AO","15","10","23130","22820"
"In post","2021","65+","Scottish Courts and Tribunals Service","Scottish Government","EO","15","10","28010","29350"
"In post","2021","65+","Scottish Courts and Tribunals Service","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Courts and Tribunals Service","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Forestry","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Forestry","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government (excl. agencies)","Scottish Government","AA","20","20","22770","22230"
"In post","2021","65+","Scottish Government (excl. agencies)","Scottish Government","AO","15","15","28490","25790"
"In post","2021","65+","Scottish Government (excl. agencies)","Scottish Government","EO","20","15","29730","29190"
"In post","2021","65+","Scottish Government (excl. agencies)","Scottish Government","G6","10","5","[c]","[c]"
"In post","2021","65+","Scottish Government (excl. agencies)","Scottish Government","G7","10","10","59460","61010"
"In post","2021","65+","Scottish Government (excl. agencies)","Scottish Government","HEO","25","15","36270","35110"
"In post","2021","65+","Scottish Government (excl. agencies)","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Government (excl. agencies)","Scottish Government","SEO","20","15","47260","46600"
"In post","2021","65+","Scottish Housing Regulator","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Prison Service","Scottish Government","AA","5","5","[c]","[c]"
"In post","2021","65+","Scottish Prison Service","Scottish Government","AO","20","15","26340","25870"
"In post","2021","65+","Scottish Prison Service","Scottish Government","EO","25","15","33750","33650"
"In post","2021","65+","Scottish Prison Service","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Scottish Prison Service","Scottish Government","HEO","5","5","[c]","[c]"
"In post","2021","65+","Scottish Prison Service","Scottish Government","SEO","10","5","44650","45110"
"In post","2021","65+","Scottish Public Pensions Agency","Scottish Government","AO","10","10","23950","24110"
"In post","2021","65+","Scottish Public Pensions Agency","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Serious Fraud Office","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Serious Fraud Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Serious Fraud Office","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Serious Fraud Office","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Serious Fraud Office","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Social Security Scotland","Scottish Government","AA","5","5","[c]","[c]"
"In post","2021","65+","Social Security Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Social Security Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Standards and Testing Agency","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Student Awards Agency for Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Student Awards Agency for Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Submarine Delivery Agency","Ministry of Defence","Unknown","40","35","41030","39930"
"In post","2021","65+","Teaching Regulation Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","The National Archives","AO","10","5","21610","21490"
"In post","2021","65+","The National Archives","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","The National Archives","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Transport Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Transport Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Transport Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Transport Scotland","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Transport Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Export Finance","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Hydrographic Office","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Hydrographic Office","Ministry of Defence","EO","10","5","[c]","[c]"
"In post","2021","65+","UK Hydrographic Office","Ministry of Defence","HEO","10","10","[c]","[c]"
"In post","2021","65+","UK Hydrographic Office","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AO","10","5","[c]","[c]"
"In post","2021","65+","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","10","5","[c]","[c]"
"In post","2021","65+","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G7","5","5","[c]","[c]"
"In post","2021","65+","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","UK Supreme Court","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AA","50","25","20170","19520"
"In post","2021","65+","United Kingdom Statistics Authority","United Kingdom Statistics Authority","AO","120","70","19710","19520"
"In post","2021","65+","United Kingdom Statistics Authority","United Kingdom Statistics Authority","EO","40","35","25530","24920"
"In post","2021","65+","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","United Kingdom Statistics Authority","G7","5","5","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","United Kingdom Statistics Authority","HEO","15","10","32100","32570"
"In post","2021","65+","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","United Kingdom Statistics Authority","United Kingdom Statistics Authority","SEO","10","10","[c]","[c]"
"In post","2021","65+","Valuation Office Agency","HM Revenue and Customs","AA","10","10","20190","19850"
"In post","2021","65+","Valuation Office Agency","HM Revenue and Customs","AO","15","10","22860","21100"
"In post","2021","65+","Valuation Office Agency","HM Revenue and Customs","EO","30","25","27450","26500"
"In post","2021","65+","Valuation Office Agency","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Valuation Office Agency","HM Revenue and Customs","G7","5","5","[c]","[c]"
"In post","2021","65+","Valuation Office Agency","HM Revenue and Customs","HEO","10","5","[c]","[c]"
"In post","2021","65+","Valuation Office Agency","HM Revenue and Customs","SEO","25","15","45420","45250"
"In post","2021","65+","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Vehicle Certification Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Vehicle Certification Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Vehicle Certification Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","65+","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Welsh Government","AO","50","40","23930","23830"
"In post","2021","65+","Welsh Government (excl. agencies)","Welsh Government","EO","30","25","29120","28850"
"In post","2021","65+","Welsh Government (excl. agencies)","Welsh Government","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Welsh Government (excl. agencies)","Welsh Government","G7","15","15","60830","60830"
"In post","2021","65+","Welsh Government (excl. agencies)","Welsh Government","HEO","35","30","37230","37410"
"In post","2021","65+","Welsh Government (excl. agencies)","Welsh Government","SCS level","10","10","95030","88870"
"In post","2021","65+","Welsh Government (excl. agencies)","Welsh Government","SEO","20","20","46430","47000"
"In post","2021","65+","Welsh Revenue Authority","Welsh Government","G6","[c]","[c]","[c]","[c]"
"In post","2021","65+","Wilton Park","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"In post","2021","65+","Wilton Park","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Wilton Park","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Defence Electronics and Components Agency","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","15","10","27760","27570"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Northern Ireland Office","EO","5","5","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Welsh Revenue Authority","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Cabinet Office (excl. agencies)","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Crown Office and Procurator Fiscal Service","Scottish Government","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Crown Prosecution Service","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Defence Equipment and Support","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AO","20","[c]","21210","21010"
"Leaver CS","2021","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Driver and Vehicle Licensing Agency","Department for Transport","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Driver and Vehicle Licensing Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Driver and Vehicle Standards Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Foreign and Commonwealth Office (excl. agencies)","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Forestry and Land Scotland","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Forestry and Land Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Courts and Tribunals Service","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Prison and Probation Service","Ministry of Justice","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Prison and Probation Service","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","HM Treasury (excl. agencies)","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office (incl. agencies)","Home Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Home Office (incl. agencies)","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Public Health England","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Public Health England","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Registers of Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
