"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Greater Manchester","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Greater Manchester","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Greater Manchester","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Greater Manchester","Greater Manchester South West","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Internal Audit","Greater Manchester","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Greater Manchester","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Greater Manchester","Manchester","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Internal Audit","Greater Manchester","Manchester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Greater Manchester","Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Greater Manchester","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Hampshire and Isle of Wight","Central Hampshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Internal Audit","Hampshire and Isle of Wight","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Hampshire and Isle of Wight","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Hampshire and Isle of Wight","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Hampshire and Isle of Wight","Portsmouth","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Internal Audit","Hampshire and Isle of Wight","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Hampshire and Isle of Wight","Portsmouth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Hampshire and Isle of Wight","South Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Hampshire and Isle of Wight","South Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Hampshire and Isle of Wight","Southampton","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Internal Audit","Hampshire and Isle of Wight","Southampton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Hampshire and Isle of Wight","Southampton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Worcestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Herefordshire, Worcestershire and Warwickshire","Worcestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - East","Hackney and Newham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - East","Hackney and Newham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - East","Hackney and Newham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - East","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - East","Tower Hamlets","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Internal Audit","Inner London - East","Tower Hamlets","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - East","Tower Hamlets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - West","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - West","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - West","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - West","Wandsworth","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - West","Wandsworth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Inner London - West","Westminster","Heterosexual / straight","135","135","54820","53710"
"In post","2021","Internal Audit","Inner London - West","Westminster","LGBO","15","10","[c]","[c]"
"In post","2021","Internal Audit","Inner London - West","Westminster","Undeclared","20","15","[c]","[c]"
"In post","2021","Internal Audit","Inner London - West","Westminster","Unknown","10","10","[c]","[c]"
"In post","2021","Internal Audit","Kent","East Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Kent","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Kent","East Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Lancashire","Blackpool","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Internal Audit","Lancashire","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Lancashire","Chorley and West Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Lancashire","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Lancashire","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Lancashire","Lancaster and Wyre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Lancashire","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Lancashire","Lancaster and Wyre","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Leicestershire, Rutland and Northamptonshire","Leicester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Leicestershire, Rutland and Northamptonshire","Leicester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Leicestershire, Rutland and Northamptonshire","Leicester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Merseyside","Liverpool","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Internal Audit","Merseyside","Liverpool","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Merseyside","Liverpool","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Merseyside","Sefton","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Internal Audit","Merseyside","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Merseyside","Wirral","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Merseyside","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North Yorkshire","York","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Internal Audit","North Yorkshire","York","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North Yorkshire","York","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","North Yorkshire","York","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Northern Ireland","Belfast","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Northern Ireland","Belfast","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Northern Ireland","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Northumberland and Tyne and Wear","Tyneside","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Internal Audit","Northumberland and Tyne and Wear","Tyneside","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Northumberland and Tyne and Wear","Tyneside","Undeclared","5","5","[c]","[c]"
"In post","2021","Internal Audit","Northumberland and Tyne and Wear","Tyneside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Outer London - East and North East","Barking & Dagenham and Havering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Outer London - East and North East","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Outer London - East and North East","Barking & Dagenham and Havering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Outer London - South","Croydon","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Internal Audit","Outer London - South","Croydon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Outer London - South","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Outer London - South","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Outer London - West and North West","Harrow and Hillingdon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Outer London - West and North West","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Outer London - West and North West","Hounslow and Richmond upon Thames","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Outer London - West and North West","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Shropshire and Staffordshire","Shropshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Shropshire and Staffordshire","Shropshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Shropshire and Staffordshire","Staffordshire CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Internal Audit","Shropshire and Staffordshire","Staffordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Shropshire and Staffordshire","Telford and Wrekin","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Internal Audit","Shropshire and Staffordshire","Telford and Wrekin","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Shropshire and Staffordshire","Telford and Wrekin","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Shropshire and Staffordshire","Telford and Wrekin","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","South Yorkshire","Sheffield","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Internal Audit","South Yorkshire","Sheffield","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","South Yorkshire","Sheffield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Southern Scotland","South Lanarkshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Internal Audit","Southern Scotland","South Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Southern Scotland","South Lanarkshire","Undeclared","5","5","[c]","[c]"
"In post","2021","Internal Audit","Southern Scotland","South Lanarkshire","Unknown","10","10","[c]","[c]"
"In post","2021","Internal Audit","Surrey, East and West Sussex","East Sussex CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Surrey, East and West Sussex","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Surrey, East and West Sussex","West Sussex (North East)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Surrey, East and West Sussex","West Sussex (North East)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Surrey, East and West Sussex","West Sussex (North East)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Surrey, East and West Sussex","West Sussex (South West)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Surrey, East and West Sussex","West Sussex (South West)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Surrey, East and West Sussex","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Tees Valley and Durham","Darlington","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Internal Audit","Tees Valley and Durham","Darlington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Tees Valley and Durham","Durham CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Tees Valley and Durham","Durham CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Central Scotland","Glasgow City","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Internal Audit","West Central Scotland","Glasgow City","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Central Scotland","Glasgow City","Undeclared","5","5","[c]","[c]"
"In post","2021","Internal Audit","West Midlands","Birmingham","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Internal Audit","West Midlands","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Midlands","Birmingham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Midlands","Coventry","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Internal Audit","West Midlands","Coventry","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Midlands","Coventry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Wales and The Valleys","Swansea","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Internal Audit","West Wales and The Valleys","Swansea","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Wales and The Valleys","Swansea","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Yorkshire","Bradford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Yorkshire","Bradford","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Yorkshire","Leeds","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Internal Audit","West Yorkshire","Leeds","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Yorkshire","Leeds","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Yorkshire","Wakefield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","West Yorkshire","Wakefield","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bedfordshire and Hertfordshire","Bedford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bedfordshire and Hertfordshire","Bedford","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bedfordshire and Hertfordshire","Bedford","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bedfordshire and Hertfordshire","Hertfordshire","Heterosexual / straight","140","125","42300","40000"
"In post","2021","Legal","Bedfordshire and Hertfordshire","Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bedfordshire and Hertfordshire","Hertfordshire","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal","Bedfordshire and Hertfordshire","Hertfordshire","Unknown","40","35","44250","37410"
"In post","2021","Legal","Bedfordshire and Hertfordshire","Luton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bedfordshire and Hertfordshire","Luton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Bedfordshire and Hertfordshire","Luton","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal","Bedfordshire and Hertfordshire","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Heterosexual / straight","110","100","43430","40800"
"In post","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","LGBO","5","5","[c]","[c]"
"In post","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Undeclared","10","10","[c]","[c]"
"In post","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","40","35","47730","51710"
"In post","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Heterosexual / straight","40","25","48270","53630"
"In post","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cheshire","Cheshire East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cheshire","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cheshire","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cheshire","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cheshire","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cheshire","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cheshire","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cheshire","Warrington","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Legal","Cheshire","Warrington","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cheshire","Warrington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cheshire","Warrington","Unknown","5","5","[c]","[c]"
"In post","2021","Legal","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Heterosexual / straight","30","25","37310","37530"
"In post","2021","Legal","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cumbria","East Cumbria","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Legal","Cumbria","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cumbria","East Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cumbria","East Cumbria","Unknown","10","10","[c]","[c]"
"In post","2021","Legal","Cumbria","West Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Legal","Cumbria","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cumbria","West Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cumbria","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Derbyshire and Nottinghamshire","Derby","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Derbyshire and Nottinghamshire","Derby","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Derbyshire and Nottinghamshire","Derby","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Derbyshire and Nottinghamshire","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Derbyshire and Nottinghamshire","East Derbyshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Legal","Derbyshire and Nottinghamshire","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Derbyshire and Nottinghamshire","North Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Derbyshire and Nottinghamshire","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Derbyshire and Nottinghamshire","Nottingham","Heterosexual / straight","250","230","37190","31440"
"In post","2021","Legal","Derbyshire and Nottinghamshire","Nottingham","LGBO","10","10","[c]","[c]"
"In post","2021","Legal","Derbyshire and Nottinghamshire","Nottingham","Undeclared","20","15","[c]","[c]"
"In post","2021","Legal","Derbyshire and Nottinghamshire","Nottingham","Unknown","110","100","34980","28430"
"In post","2021","Legal","Devon","Devon CC","Heterosexual / straight","80","75","39640","36880"
"In post","2021","Legal","Devon","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Devon","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Devon","Devon CC","Unknown","25","25","[c]","[c]"
"In post","2021","Legal","Devon","Plymouth","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Legal","Devon","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Devon","Plymouth","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal","Devon","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Dorset and Somerset","Bournemouth and Poole","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Dorset and Somerset","Bournemouth and Poole","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Dorset and Somerset","Bournemouth and Poole","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal","Dorset and Somerset","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Dorset and Somerset","Dorset CC","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Legal","Dorset and Somerset","Dorset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Dorset and Somerset","Dorset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Dorset and Somerset","Dorset CC","Unknown","5","5","[c]","[c]"
"In post","2021","Legal","Dorset and Somerset","Somerset","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Legal","Dorset and Somerset","Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Dorset and Somerset","Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Dorset and Somerset","Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Anglia","Cambridgeshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Legal","East Anglia","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Anglia","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Anglia","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Anglia","North and West Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Anglia","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Anglia","North and West Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Anglia","Norwich and East Norfolk","Heterosexual / straight","55","50","35430","28430"
"In post","2021","Legal","East Anglia","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Anglia","Norwich and East Norfolk","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal","East Anglia","Norwich and East Norfolk","Unknown","20","15","[c]","[c]"
"In post","2021","Legal","East Anglia","Peterborough","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Legal","East Anglia","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Anglia","Peterborough","Undeclared","5","5","[c]","[c]"
"In post","2021","Legal","East Anglia","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Anglia","Suffolk","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Legal","East Anglia","Suffolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Anglia","Suffolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Anglia","Suffolk","Unknown","10","10","[c]","[c]"
"In post","2021","Legal","East Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","195","185","40500","38630"
"In post","2021","Legal","East Wales","Cardiff and Vale of Glamorgan","LGBO","10","10","[c]","[c]"
"In post","2021","Legal","East Wales","Cardiff and Vale of Glamorgan","Undeclared","15","15","[c]","[c]"
"In post","2021","Legal","East Wales","Cardiff and Vale of Glamorgan","Unknown","65","60","42130","39640"
"In post","2021","Legal","East Wales","Flintshire and Wrexham","Heterosexual / straight","50","50","39750","38000"
"In post","2021","Legal","East Wales","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","East Wales","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
