"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Science and Engineering","EO","EO","335","325","24970","25750"
"In post","2021","Unknown","Science and Engineering","G6/G7","G6","130","125","70710","69690"
"In post","2021","Unknown","Science and Engineering","G6/G7","G7","530","510","52620","52390"
"In post","2021","Unknown","Science and Engineering","SCS level","SCS level","25","20","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","SEO/HEO","HEO","415","395","32140","31780"
"In post","2021","Unknown","Science and Engineering","SEO/HEO","SEO","545","520","40580","40580"
"In post","2021","Unknown","Science and Engineering","Unknown","Unknown","120","115","36890","32790"
"In post","2021","Unknown","Security","AA/AO","AA","475","465","20190","19560"
"In post","2021","Unknown","Security","AA/AO","AO","920","910","33560","39070"
"In post","2021","Unknown","Security","EO","EO","165","160","31170","28130"
"In post","2021","Unknown","Security","G6/G7","G6","10","10","[c]","[c]"
"In post","2021","Unknown","Security","G6/G7","G7","50","50","52640","52580"
"In post","2021","Unknown","Security","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Security","SEO/HEO","HEO","95","90","35220","33300"
"In post","2021","Unknown","Security","SEO/HEO","SEO","80","80","42820","42150"
"In post","2021","Unknown","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","EO","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","G6/G7","G7","30","30","51940","49120"
"In post","2021","Unknown","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","SEO/HEO","HEO","130","125","30460","29540"
"In post","2021","Unknown","Social Research","SEO/HEO","SEO","95","95","38200","37020"
"In post","2021","Unknown","Statistics","AA/AO","AA","5","5","[c]","[c]"
"In post","2021","Unknown","Statistics","AA/AO","AO","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","EO","EO","45","45","26620","25960"
"In post","2021","Unknown","Statistics","G6/G7","G6","20","15","[c]","[c]"
"In post","2021","Unknown","Statistics","G6/G7","G7","80","75","52540","52530"
"In post","2021","Unknown","Statistics","SCS level","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Statistics","SEO/HEO","HEO","130","125","32050","31810"
"In post","2021","Unknown","Statistics","SEO/HEO","SEO","120","115","38740","37020"
"In post","2021","Unknown","Tax","AA/AO","AO","2265","2155","20210","20140"
"In post","2021","Unknown","Tax","EO","EO","1500","1425","26270","25560"
"In post","2021","Unknown","Tax","G6/G7","G6","85","80","66880","64670"
"In post","2021","Unknown","Tax","G6/G7","G7","300","290","53890","52580"
"In post","2021","Unknown","Tax","SCS level","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Tax","SEO/HEO","HEO","1350","1295","33050","31810"
"In post","2021","Unknown","Tax","SEO/HEO","SEO","320","305","39430","38630"
"In post","2021","Unknown","Unknown","AA/AO","AA","590","555","21640","22230"
"In post","2021","Unknown","Unknown","AA/AO","AO","2180","2045","21680","21010"
"In post","2021","Unknown","Unknown","EO","EO","3330","3210","27880","27570"
"In post","2021","Unknown","Unknown","G6/G7","G6","785","770","72820","71290"
"In post","2021","Unknown","Unknown","G6/G7","G7","1600","1555","55680","54700"
"In post","2021","Unknown","Unknown","SCS level","SCS level","595","585","88210","74870"
"In post","2021","Unknown","Unknown","SEO/HEO","HEO","3475","3425","31780","31980"
"In post","2021","Unknown","Unknown","SEO/HEO","SEO","1305","1260","42760","42190"
"In post","2021","Unknown","Unknown","Unknown","Unknown","15","10","[c]","[c]"
"In post","2021","Unknown","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","G6/G7","G7","5","5","[c]","[c]"
"In post","2021","Unknown","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Veterinarian","SEO/HEO","SEO","30","30","39040","36970"
"Leaver CS","2021","Declared disabled","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Inspector of Education and Training","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","AA/AO","AA","115","[c]","17880","17480"
"Leaver CS","2021","Declared disabled","Operational Delivery","AA/AO","AO","350","[c]","21090","21100"
"Leaver CS","2021","Declared disabled","Operational Delivery","EO","EO","150","[c]","27720","26780"
"Leaver CS","2021","Declared disabled","Operational Delivery","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","SEO/HEO","HEO","45","[c]","33780","32960"
"Leaver CS","2021","Declared disabled","Operational Delivery","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Delivery","Unknown","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","AA/AO","AA","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","AA/AO","AO","40","[c]","21570","21130"
"Leaver CS","2021","Declared disabled","Other","EO","EO","45","[c]","27030","26930"
"Leaver CS","2021","Declared disabled","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Policy","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AA/AO","AA","45","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","AA/AO","AO","580","[c]","21180","21010"
"Leaver CS","2021","Declared disabled","Unknown","EO","EO","525","[c]","27900","27570"
"Leaver CS","2021","Declared disabled","Unknown","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","G6/G7","G7","60","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","SEO/HEO","HEO","160","[c]","33440","33550"
"Leaver CS","2021","Declared disabled","Unknown","SEO/HEO","SEO","80","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","SEO/HEO","SEO","40","[c]","40530","40330"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","SEO/HEO","HEO","45","[c]","33710","32970"
