"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","International Trade","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","International Trade","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","International Trade","SEO/HEO","HEO","35","[c]","31830","31800"
"New entrant CS","2021","Declared non-disabled","International Trade","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","EO","EO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","SEO/HEO","HEO","40","[c]","31080","31000"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Knowledge and Information Management","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","EO","EO","55","[c]","27470","29280"
"New entrant CS","2021","Declared non-disabled","Legal","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","G6/G7","G7","115","[c]","52960","51250"
"New entrant CS","2021","Declared non-disabled","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Legal","SEO/HEO","HEO","105","[c]","34560","31460"
"New entrant CS","2021","Declared non-disabled","Legal","SEO/HEO","SEO","55","[c]","35010","33550"
"New entrant CS","2021","Declared non-disabled","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Medicine","AA/AO","AO","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Medicine","EO","EO","40","[c]","29530","30620"
"New entrant CS","2021","Declared non-disabled","Medicine","G6/G7","G6","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Medicine","G6/G7","G7","40","[c]","67030","69160"
"New entrant CS","2021","Declared non-disabled","Medicine","SCS level","SCS level","35","[c]","91780","82100"
"New entrant CS","2021","Declared non-disabled","Medicine","SEO/HEO","HEO","50","[c]","35120","34390"
"New entrant CS","2021","Declared non-disabled","Medicine","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","AA/AO","AA","805","[c]","19890","20600"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","AA/AO","AO","3160","[c]","22580","21980"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","EO","EO","905","[c]","25630","25010"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","G6/G7","G6","45","[c]","67200","65310"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","G6/G7","G7","195","[c]","53480","52610"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","SCS level","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","SEO/HEO","HEO","610","[c]","31550","31370"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","SEO/HEO","SEO","435","[c]","39350","38890"
"New entrant CS","2021","Declared non-disabled","Operational Delivery","Unknown","Unknown","890","[c]","23170","22920"
"New entrant CS","2021","Declared non-disabled","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Research","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Research","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Operational Research","SEO/HEO","HEO","40","[c]","34010","34020"
"New entrant CS","2021","Declared non-disabled","Operational Research","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other","AA/AO","AA","140","[c]","19420","19560"
"New entrant CS","2021","Declared non-disabled","Other","AA/AO","AO","305","[c]","21150","20920"
"New entrant CS","2021","Declared non-disabled","Other","EO","EO","355","[c]","25310","26350"
"New entrant CS","2021","Declared non-disabled","Other","G6/G7","G6","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other","G6/G7","G7","50","[c]","56530","57000"
"New entrant CS","2021","Declared non-disabled","Other","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Other","SEO/HEO","HEO","145","[c]","32030","33000"
"New entrant CS","2021","Declared non-disabled","Other","SEO/HEO","SEO","60","[c]","39610","39270"
"New entrant CS","2021","Declared non-disabled","Other","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Policy","AA/AO","AO","40","[c]","21480","20920"
"New entrant CS","2021","Declared non-disabled","Policy","EO","EO","235","[c]","26670","26410"
"New entrant CS","2021","Declared non-disabled","Policy","G6/G7","G6","35","[c]","66560","64700"
"New entrant CS","2021","Declared non-disabled","Policy","G6/G7","G7","170","[c]","53760","53200"
"New entrant CS","2021","Declared non-disabled","Policy","SCS level","SCS level","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Policy","SEO/HEO","HEO","725","[c]","32790","33400"
"New entrant CS","2021","Declared non-disabled","Policy","SEO/HEO","SEO","180","[c]","39220","39600"
"New entrant CS","2021","Declared non-disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","AA/AO","AO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","EO","EO","135","[c]","25810","26350"
"New entrant CS","2021","Declared non-disabled","Project Delivery","G6/G7","G6","30","[c]","66400","64670"
"New entrant CS","2021","Declared non-disabled","Project Delivery","G6/G7","G7","85","[c]","52400","52580"
"New entrant CS","2021","Declared non-disabled","Project Delivery","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Project Delivery","SEO/HEO","HEO","205","[c]","32600","33000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","SEO/HEO","SEO","180","[c]","39530","40000"
"New entrant CS","2021","Declared non-disabled","Project Delivery","Unknown","Unknown","45","[c]","40650","40000"
"New entrant CS","2021","Declared non-disabled","Property","AA/AO","AA","30","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","EO","EO","70","[c]","25780","26350"
"New entrant CS","2021","Declared non-disabled","Property","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","G6/G7","G7","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Property","SEO/HEO","HEO","95","[c]","31880","33000"
"New entrant CS","2021","Declared non-disabled","Property","SEO/HEO","SEO","50","[c]","40370","40380"
"New entrant CS","2021","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Psychology","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Psychology","EO","EO","30","[c]","25010","24620"
"New entrant CS","2021","Declared non-disabled","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Psychology","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","AA/AO","AA","35","[c]","17830","18760"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","AA/AO","AO","140","[c]","21870","21330"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","EO","EO","195","[c]","26090","26370"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","G6/G7","G7","50","[c]","51770","52000"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","SEO/HEO","HEO","255","[c]","30950","31370"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","SEO/HEO","SEO","205","[c]","39960","39680"
"New entrant CS","2021","Declared non-disabled","Science and Engineering","Unknown","Unknown","50","[c]","36500","33000"
"New entrant CS","2021","Declared non-disabled","Security","AA/AO","AA","150","[c]","19900","19560"
"New entrant CS","2021","Declared non-disabled","Security","AA/AO","AO","150","[c]","27810","25540"
"New entrant CS","2021","Declared non-disabled","Security","EO","EO","50","[c]","27780","26250"
"New entrant CS","2021","Declared non-disabled","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Social Research","SEO/HEO","HEO","70","[c]","32200","32540"
"New entrant CS","2021","Declared non-disabled","Social Research","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Statistics","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Statistics","EO","EO","55","[c]","27010","27850"
"New entrant CS","2021","Declared non-disabled","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Statistics","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Statistics","SEO/HEO","HEO","80","[c]","32580","31810"
"New entrant CS","2021","Declared non-disabled","Statistics","SEO/HEO","SEO","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tax","AA/AO","AO","610","[c]","20210","20140"
"New entrant CS","2021","Declared non-disabled","Tax","EO","EO","270","[c]","25700","25560"
"New entrant CS","2021","Declared non-disabled","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tax","SEO/HEO","HEO","95","[c]","32230","31810"
"New entrant CS","2021","Declared non-disabled","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","AA/AO","AA","175","[c]","20030","20060"
"New entrant CS","2021","Declared non-disabled","Unknown","AA/AO","AO","4475","[c]","21670","21010"
"New entrant CS","2021","Declared non-disabled","Unknown","EO","EO","8210","[c]","28520","27570"
"New entrant CS","2021","Declared non-disabled","Unknown","G6/G7","G6","60","[c]","68120","67000"
"New entrant CS","2021","Declared non-disabled","Unknown","G6/G7","G7","275","[c]","54320","54700"
"New entrant CS","2021","Declared non-disabled","Unknown","SCS level","SCS level","35","[c]","96470","92500"
"New entrant CS","2021","Declared non-disabled","Unknown","SEO/HEO","HEO","500","[c]","32870","32000"
"New entrant CS","2021","Declared non-disabled","Unknown","SEO/HEO","SEO","280","[c]","39660","39000"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Veterinarian","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Communications","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Economics","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Finance","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","SCS level","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","AA/AO","AA","35","[c]","19750","20600"
"New entrant CS","2021","Undeclared","Operational Delivery","AA/AO","AO","145","[c]","21650","20500"
"New entrant CS","2021","Undeclared","Operational Delivery","EO","EO","75","[c]","25540","25260"
"New entrant CS","2021","Undeclared","Operational Delivery","G6/G7","G6","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Delivery","SEO/HEO","HEO","60","[c]","31320","31660"
"New entrant CS","2021","Undeclared","Operational Delivery","SEO/HEO","SEO","50","[c]","38850","39460"
"New entrant CS","2021","Undeclared","Operational Delivery","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","EO","EO","30","[c]","25070","23970"
"New entrant CS","2021","Undeclared","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Other","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Planning","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","G6/G7","G7","30","[c]","55280","54110"
"New entrant CS","2021","Undeclared","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Policy","SEO/HEO","HEO","120","[c]","32540","32350"
"New entrant CS","2021","Undeclared","Policy","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Project Delivery","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","SEO/HEO","HEO","35","[c]","30530","31370"
"New entrant CS","2021","Undeclared","Science and Engineering","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Tax","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","AA/AO","AO","210","[c]","21660","21010"
"New entrant CS","2021","Undeclared","Unknown","EO","EO","430","[c]","28580","27570"
"New entrant CS","2021","Undeclared","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","SEO/HEO","HEO","35","[c]","29470","31500"
"New entrant CS","2021","Undeclared","Unknown","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Veterinarian","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","EO","EO","40","[c]","24650","25000"
