"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","United Kingdom Statistics Authority","G6/G7","20","20","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","United Kingdom Statistics Authority","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","AA/AO","25","25","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","EO","40","40","28700","28850"
"In post","2021","Undeclared","Welsh Government","G6/G7","50","45","61870","60830"
"In post","2021","Undeclared","Welsh Government","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","Welsh Government","SEO/HEO","110","110","41560","38990"
"In post","2021","Unknown","Attorney General's Departments","AA/AO","190","170","21820","21950"
"In post","2021","Unknown","Attorney General's Departments","EO","195","185","28080","27760"
"In post","2021","Unknown","Attorney General's Departments","G6/G7","585","540","60600","59380"
"In post","2021","Unknown","Attorney General's Departments","SCS level","40","40","86690","80570"
"In post","2021","Unknown","Attorney General's Departments","SEO/HEO","155","150","36470","36240"
"In post","2021","Unknown","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office","AA/AO","175","170","21470","20920"
"In post","2021","Unknown","Cabinet Office","EO","180","175","27330","27500"
"In post","2021","Unknown","Cabinet Office","G6/G7","980","965","61500","56340"
"In post","2021","Unknown","Cabinet Office","SCS level","490","485","88880","73700"
"In post","2021","Unknown","Cabinet Office","SEO/HEO","2210","2195","31460","29250"
"In post","2021","Unknown","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chancellor's other departments","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Unknown","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","EO","30","25","[c]","[c]"
"In post","2021","Unknown","Charity Commission","G6/G7","15","15","[c]","[c]"
"In post","2021","Unknown","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Charity Commission","SEO/HEO","40","35","34040","34890"
"In post","2021","Unknown","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","G6/G7","30","30","71810","72510"
"In post","2021","Unknown","Competition and Markets Authority","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Competition and Markets Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","455","435","21110","20880"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","EO","505","490","25370","24250"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","380","370","57540","56040"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","940","905","37480","38200"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","EO","20","20","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","80","80","58980","58600"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","SCS level","10","10","[c]","[c]"
"In post","2021","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","80","80","36760","34020"
"In post","2021","Unknown","Department for Education","AA/AO","15","10","[c]","[c]"
"In post","2021","Unknown","Department for Education","EO","155","150","26730","26000"
"In post","2021","Unknown","Department for Education","G6/G7","310","300","56570","53810"
"In post","2021","Unknown","Department for Education","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Department for Education","SEO/HEO","405","390","35690","36500"
"In post","2021","Unknown","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","545","510","21250","21050"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","EO","340","325","25760","25190"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","350","340","54970","53870"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","SCS level","40","40","84230","76180"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","605","570","35010","35900"
"In post","2021","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Department for International Trade","EO","85","85","27280","26510"
"In post","2021","Unknown","Department for International Trade","G6/G7","290","285","55600","53160"
"In post","2021","Unknown","Department for International Trade","SCS level","40","40","88600","76890"
"In post","2021","Unknown","Department for International Trade","SEO/HEO","355","355","35310","34340"
"In post","2021","Unknown","Department for Transport","AA/AO","850","770","22360","21590"
"In post","2021","Unknown","Department for Transport","EO","650","635","27580","26700"
"In post","2021","Unknown","Department for Transport","G6/G7","255","245","60140","54960"
"In post","2021","Unknown","Department for Transport","SCS level","25","20","[c]","[c]"
"In post","2021","Unknown","Department for Transport","SEO/HEO","525","520","37410","35430"
"In post","2021","Unknown","Department for Work and Pensions","AA/AO","2090","1820","21140","21010"
"In post","2021","Unknown","Department for Work and Pensions","EO","3240","3050","28240","27570"
"In post","2021","Unknown","Department for Work and Pensions","G6/G7","275","270","59300","57510"
"In post","2021","Unknown","Department for Work and Pensions","SCS level","35","35","93260","85510"
"In post","2021","Unknown","Department for Work and Pensions","SEO/HEO","645","615","38150","35910"
"In post","2021","Unknown","Department of Health and Social Care","AA/AO","40","35","22390","22920"
"In post","2021","Unknown","Department of Health and Social Care","EO","265","260","26560","27270"
"In post","2021","Unknown","Department of Health and Social Care","G6/G7","735","720","57490","53360"
"In post","2021","Unknown","Department of Health and Social Care","SCS level","130","120","94250","86150"
"In post","2021","Unknown","Department of Health and Social Care","SEO/HEO","825","810","34900","32790"
"In post","2021","Unknown","Food Standards Agency","EO","20","15","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","G6/G7","20","20","[c]","[c]"
"In post","2021","Unknown","Food Standards Agency","SEO/HEO","30","25","[c]","[c]"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","AA/AO","55","55","23550","23000"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","EO","95","95","27730","26560"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","G6/G7","580","565","56550","55060"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","SCS level","50","50","85530","77110"
"In post","2021","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","425","420","37500","38600"
"In post","2021","Unknown","HM Land Registry","AA/AO","640","615","22440","22350"
"In post","2021","Unknown","HM Land Registry","EO","195","185","27850","27130"
"In post","2021","Unknown","HM Land Registry","G6/G7","50","50","61360","60520"
"In post","2021","Unknown","HM Land Registry","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","HM Land Registry","SEO/HEO","145","140","38200","38450"
"In post","2021","Unknown","HM Revenue and Customs","AA/AO","7215","6460","20530","20140"
"In post","2021","Unknown","HM Revenue and Customs","EO","3860","3665","26100","25560"
"In post","2021","Unknown","HM Revenue and Customs","G6/G7","1045","1015","57600","58130"
"In post","2021","Unknown","HM Revenue and Customs","SCS level","65","65","93420","82960"
"In post","2021","Unknown","HM Revenue and Customs","SEO/HEO","3700","3570","34530","31810"
"In post","2021","Unknown","HM Treasury","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","HM Treasury","EO","10","10","[c]","[c]"
"In post","2021","Unknown","HM Treasury","G6/G7","50","45","59860","58710"
"In post","2021","Unknown","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","HM Treasury","SEO/HEO","45","45","37480","35980"
"In post","2021","Unknown","Home Office","AA/AO","500","485","21800","21430"
"In post","2021","Unknown","Home Office","EO","645","630","26680","24890"
"In post","2021","Unknown","Home Office","G6/G7","195","190","59580","57430"
"In post","2021","Unknown","Home Office","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Home Office","SEO/HEO","355","350","37920","36950"
"In post","2021","Unknown","Home Office","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","AA/AO","1470","1425","24110","20920"
"In post","2021","Unknown","Ministry of Defence","EO","775","755","26180","26670"
"In post","2021","Unknown","Ministry of Defence","G6/G7","380","355","61770","58080"
"In post","2021","Unknown","Ministry of Defence","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Defence","SEO/HEO","1410","1375","37790","37640"
"In post","2021","Unknown","Ministry of Defence","Unknown","2005","2000","37640","34460"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","AA/AO","35","35","21490","21270"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","EO","35","35","27470","27850"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","G6/G7","125","115","55890","53130"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Ministry of Housing, Communities and Local Government","SEO/HEO","100","100","36160","34680"
"In post","2021","Unknown","Ministry of Justice","AA/AO","6285","6045","24070","22850"
"In post","2021","Unknown","Ministry of Justice","EO","855","835","27680","26580"
"In post","2021","Unknown","Ministry of Justice","G6/G7","340","335","60170","58130"
"In post","2021","Unknown","Ministry of Justice","SCS level","25","25","[c]","[c]"
"In post","2021","Unknown","Ministry of Justice","SEO/HEO","1065","1020","35650","34810"
"In post","2021","Unknown","Ministry of Justice","Unknown","1090","970","27420","24800"
"In post","2021","Unknown","National Crime Agency","AA/AO","25","25","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","EO","300","290","34690","35060"
"In post","2021","Unknown","National Crime Agency","G6/G7","55","55","61630","60990"
"In post","2021","Unknown","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","National Crime Agency","SEO/HEO","295","285","44830","43710"
"In post","2021","Unknown","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","G6/G7","15","15","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Northern Ireland Office","SEO/HEO","30","30","35640","36800"
"In post","2021","Unknown","Office for Standards in Education","AA/AO","10","10","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","EO","10","10","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office for Standards in Education","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","G6/G7","10","10","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Gas and Electricity Markets","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","AA/AO","5","5","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","EO","25","25","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","G6/G7","25","25","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other Cabinet Office Agencies","SEO/HEO","70","65","30780","28340"
"In post","2021","Unknown","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Scotland Office","G6/G7","20","20","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SCS level","5","5","[c]","[c]"
"In post","2021","Unknown","Scotland Office","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Unknown","Scottish Government","AA/AO","2610","2425","22660","22430"
"In post","2021","Unknown","Scottish Government","EO","2005","1895","30670","30080"
"In post","2021","Unknown","Scottish Government","G6/G7","530","510","60620","61010"
