"Status","Year","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Competition and Markets Authority","Digital, Data and Technology","65","65","56530","54550"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","1000","980","40720","38000"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","30","30","38540","37550"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Operational Delivery","25","25","50010","40050"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Project Delivery","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Science and Engineering","525","490","42260","39750"
"In post","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","20","20","54810","56860"
"In post","2021","Digital, Data & Technology","Department for Education","Digital, Data and Technology","650","635","39650","36780"
"In post","2021","Digital, Data & Technology","Department for Education","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","710","685","43180","42440"
"In post","2021","Digital, Data & Technology","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for International Trade","Digital, Data and Technology","120","120","47030","44020"
"In post","2021","Digital, Data & Technology","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Digital, Data and Technology","1100","1080","39530","36000"
"In post","2021","Digital, Data & Technology","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Knowledge and Information Management","40","35","36800","35430"
"In post","2021","Digital, Data & Technology","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Operational Research","10","10","36120","39250"
"In post","2021","Digital, Data & Technology","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Project Delivery","10","10","43390","42380"
"In post","2021","Digital, Data & Technology","Department for Transport","Security","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","60","55","39240","33460"
"In post","2021","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","355","350","44810","40850"
"In post","2021","Digital, Data & Technology","Food Standards Agency","Digital, Data and Technology","60","60","44630","40350"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Digital, Data and Technology","320","315","42140","39630"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Operational Delivery","40","35","32600","30020"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Other","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","670","640","38030","38450"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","1930","1845","39680","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","335","320","33410","31810"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Operational Research","20","20","44160","38630"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Tax","70","70","36470","33860"
"In post","2021","Digital, Data & Technology","HM Revenue and Customs","Unknown","335","335","43410","38630"
"In post","2021","Digital, Data & Technology","HM Treasury","Communications","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","55","55","51630","50590"
"In post","2021","Digital, Data & Technology","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","910","890","33770","33290"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","40","35","37600","37670"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Other","15","15","22200","20960"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Security","25","25","41960","39510"
"In post","2021","Digital, Data & Technology","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","120","115","45790","41610"
"In post","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","35","30","38830","34060"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","970","955","46790","44560"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Finance","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Operational Delivery","70","70","39030","34820"
"In post","2021","Digital, Data & Technology","Ministry of Justice","Project Delivery","15","15","51090","52850"
"In post","2021","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","260","255","41070","37750"
"In post","2021","Digital, Data & Technology","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Office for Standards in Education","Digital, Data and Technology","80","80","45050","39850"
"In post","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","60","60","51940","50000"
"In post","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","20","20","44370","40410"
"In post","2021","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Digital, Data and Technology","120","120","41820","36120"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Other","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Science and Engineering","10","10","63700","60500"
"In post","2021","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","210","205","39400","35720"
"In post","2021","Digital, Data & Technology","Scottish Government","Unknown","30","30","36800","35680"
"In post","2021","Digital, Data & Technology","The National Archives","Digital, Data and Technology","105","100","40050","39000"
"In post","2021","Digital, Data & Technology","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","30","30","55790","52500"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","595","585","40840","36840"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","25","25","48730","47000"
"In post","2021","Digital, Data & Technology","Welsh Government","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Corporate Finance","10","10","[c]","[c]"
"In post","2021","Finance","Attorney General's Departments","Finance","140","130","36050","31010"
"In post","2021","Finance","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
