"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","50-59","Ministry of Defence","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Security","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Security","East of England","10","[c]","32900","22950"
"New entrant CS","2021","50-59","Ministry of Defence","Security","London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Security","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Security","Scotland","10","[c]","21790","19560"
"New entrant CS","2021","50-59","Ministry of Defence","Security","South East (England)","40","[c]","32560","39070"
"New entrant CS","2021","50-59","Ministry of Defence","Security","South West (England)","30","[c]","24670","19560"
"New entrant CS","2021","50-59","Ministry of Defence","Security","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Security","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Security","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Unknown","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Defence","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Communications","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Operational Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Operational Delivery","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Policy","London","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Policy","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Policy","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Project Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Housing, Communities and Local Government","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Digital, Data and Technology","London","10","[c]","58680","52850"
"New entrant CS","2021","50-59","Ministry of Justice","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Legal","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Operational Delivery","East Midlands (England)","85","[c]","21000","20600"
"New entrant CS","2021","50-59","Ministry of Justice","Operational Delivery","East of England","115","[c]","22210","20600"
"New entrant CS","2021","50-59","Ministry of Justice","Operational Delivery","London","170","[c]","26570","22680"
"New entrant CS","2021","50-59","Ministry of Justice","Operational Delivery","North East (England)","30","[c]","21120","20600"
"New entrant CS","2021","50-59","Ministry of Justice","Operational Delivery","North West (England)","90","[c]","21220","19930"
"New entrant CS","2021","50-59","Ministry of Justice","Operational Delivery","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Operational Delivery","South East (England)","130","[c]","22960","20880"
"New entrant CS","2021","50-59","Ministry of Justice","Operational Delivery","South West (England)","70","[c]","20690","20600"
"New entrant CS","2021","50-59","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Operational Delivery","Wales","40","[c]","22390","20600"
"New entrant CS","2021","50-59","Ministry of Justice","Operational Delivery","West Midlands (England)","90","[c]","22110","19930"
"New entrant CS","2021","50-59","Ministry of Justice","Operational Delivery","Yorkshire and The Humber","80","[c]","24030","20600"
"New entrant CS","2021","50-59","Ministry of Justice","Policy","London","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Property","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Property","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Psychology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Psychology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Security","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Security","London","10","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Security","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Security","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Security","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Security","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Ministry of Justice","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Operational Delivery","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Operational Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Operational Delivery","London","35","[c]","42050","40170"
"New entrant CS","2021","50-59","National Crime Agency","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Operational Delivery","North West (England)","35","[c]","35050","34140"
"New entrant CS","2021","50-59","National Crime Agency","Operational Delivery","Northern Ireland","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Operational Delivery","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Operational Delivery","South East (England)","15","[c]","36240","34140"
"New entrant CS","2021","50-59","National Crime Agency","Operational Delivery","South West (England)","10","[c]","37310","36410"
"New entrant CS","2021","50-59","National Crime Agency","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","National Crime Agency","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
