"Status","Year","Age","Parent_department","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Department for Transport","Other","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Other","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Other","South East (England)","50","50","66280","79020"
"In post","2021","50-59","Department for Transport","Other","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Other","Wales","25","25","35340","33350"
"In post","2021","50-59","Department for Transport","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Policy","East Midlands (England)","10","5","[c]","[c]"
"In post","2021","50-59","Department for Transport","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Policy","London","145","145","52290","54110"
"In post","2021","50-59","Department for Transport","Policy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Policy","Scotland","5","5","[c]","[c]"
"In post","2021","50-59","Department for Transport","Policy","South East (England)","40","40","41480","39040"
"In post","2021","50-59","Department for Transport","Policy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Policy","Wales","45","45","32490","32180"
"In post","2021","50-59","Department for Transport","Policy","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","Department for Transport","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Project Delivery","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","50-59","Department for Transport","Project Delivery","London","90","85","65530","59540"
"In post","2021","50-59","Department for Transport","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Project Delivery","South West (England)","10","10","37080","39470"
"In post","2021","50-59","Department for Transport","Project Delivery","Wales","35","35","42100","39690"
"In post","2021","50-59","Department for Transport","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Property","East Midlands (England)","10","10","33690","29320"
"In post","2021","50-59","Department for Transport","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Property","South East (England)","10","10","[c]","[c]"
"In post","2021","50-59","Department for Transport","Property","South West (England)","10","10","[c]","[c]"
"In post","2021","50-59","Department for Transport","Property","Wales","20","20","29420","26700"
"In post","2021","50-59","Department for Transport","Science and Engineering","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","50-59","Department for Transport","Science and Engineering","London","10","10","46960","45130"
"In post","2021","50-59","Department for Transport","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Science and Engineering","South West (England)","5","5","[c]","[c]"
"In post","2021","50-59","Department for Transport","Security","London","45","45","44660","43360"
"In post","2021","50-59","Department for Transport","Security","Wales","25","25","32700","26780"
"In post","2021","50-59","Department for Transport","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Statistics","London","10","10","45020","43800"
"In post","2021","50-59","Department for Transport","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport","Unknown","London","40","40","58690","58490"
"In post","2021","50-59","Department for Transport","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Commercial","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Commercial","North West (England)","5","5","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Communications","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Communications","North West (England)","10","10","42900","36780"
"In post","2021","50-59","Department for Work and Pensions","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Digital, Data and Technology","North West (England)","20","15","38500","30480"
"In post","2021","50-59","Department for Work and Pensions","Digital, Data and Technology","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Finance","North West (England)","10","10","55610","53430"
"In post","2021","50-59","Department for Work and Pensions","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Human Resources","North West (England)","15","15","50190","53360"
"In post","2021","50-59","Department for Work and Pensions","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Knowledge and Information Management","North West (England)","15","15","31240","29750"
"In post","2021","50-59","Department for Work and Pensions","Legal","North West (England)","5","5","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Operational Delivery","East Midlands (England)","40","35","53870","56010"
"In post","2021","50-59","Department for Work and Pensions","Operational Delivery","East of England","45","45","48540","46320"
"In post","2021","50-59","Department for Work and Pensions","Operational Delivery","London","40","40","49640","48650"
"In post","2021","50-59","Department for Work and Pensions","Operational Delivery","North East (England)","25","25","40190","43290"
"In post","2021","50-59","Department for Work and Pensions","Operational Delivery","North West (England)","230","220","40050","33960"
"In post","2021","50-59","Department for Work and Pensions","Operational Delivery","Scotland","90","90","59280","53400"
"In post","2021","50-59","Department for Work and Pensions","Operational Delivery","South East (England)","35","35","42430","46320"
"In post","2021","50-59","Department for Work and Pensions","Operational Delivery","South West (England)","35","30","42400","46320"
"In post","2021","50-59","Department for Work and Pensions","Operational Delivery","Wales","40","35","45320","46320"
"In post","2021","50-59","Department for Work and Pensions","Operational Delivery","West Midlands (England)","25","25","44840","46320"
"In post","2021","50-59","Department for Work and Pensions","Operational Delivery","Yorkshire and The Humber","75","70","45250","46320"
"In post","2021","50-59","Department for Work and Pensions","Policy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Policy","London","5","5","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Policy","North West (England)","25","25","40350","38520"
"In post","2021","50-59","Department for Work and Pensions","Policy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Policy","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Project Delivery","East Midlands (England)","10","10","39020","39390"
"In post","2021","50-59","Department for Work and Pensions","Project Delivery","North West (England)","15","10","35170","32610"
"In post","2021","50-59","Department for Work and Pensions","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Science and Engineering","East Midlands (England)","75","70","48760","45870"
"In post","2021","50-59","Department for Work and Pensions","Science and Engineering","North West (England)","35","30","46880","45870"
"In post","2021","50-59","Department for Work and Pensions","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Science and Engineering","Yorkshire and The Humber","40","40","42050","38920"
"In post","2021","50-59","Department for Work and Pensions","Statistics","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Statistics","North West (England)","5","5","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions","Unknown","East Midlands (England)","1680","1505","26300","27570"
"In post","2021","50-59","Department for Work and Pensions","Unknown","East of England","1690","1535","28600","27570"
"In post","2021","50-59","Department for Work and Pensions","Unknown","London","3185","3000","33920","31060"
"In post","2021","50-59","Department for Work and Pensions","Unknown","North East (England)","3180","2805","27520","27570"
"In post","2021","50-59","Department for Work and Pensions","Unknown","North West (England)","6375","5785","27650","27570"
"In post","2021","50-59","Department for Work and Pensions","Unknown","Scotland","3300","2970","25710","27570"
"In post","2021","50-59","Department for Work and Pensions","Unknown","South East (England)","2390","2185","27800","27570"
"In post","2021","50-59","Department for Work and Pensions","Unknown","South West (England)","2045","1820","26630","27570"
"In post","2021","50-59","Department for Work and Pensions","Unknown","Unknown","300","280","31680","27570"
"In post","2021","50-59","Department for Work and Pensions","Unknown","Wales","1865","1690","26240","27570"
"In post","2021","50-59","Department for Work and Pensions","Unknown","West Midlands (England)","2835","2500","26190","27570"
"In post","2021","50-59","Department for Work and Pensions","Unknown","Yorkshire and The Humber","3305","2980","30330","27570"
"In post","2021","50-59","Department of Health and Social Care","Commercial","London","25","25","53310","49540"
"In post","2021","50-59","Department of Health and Social Care","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Commercial","Yorkshire and The Humber","15","15","46840","37380"
"In post","2021","50-59","Department of Health and Social Care","Communications","London","50","50","44460","39290"
"In post","2021","50-59","Department of Health and Social Care","Communications","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Communications","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Digital, Data and Technology","London","60","55","46760","41550"
"In post","2021","50-59","Department of Health and Social Care","Digital, Data and Technology","North West (England)","10","10","34820","34260"
"In post","2021","50-59","Department of Health and Social Care","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Digital, Data and Technology","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Economics","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Economics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Finance","London","35","35","48040","41280"
"In post","2021","50-59","Department of Health and Social Care","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Finance","South West (England)","15","15","37710","29490"
"In post","2021","50-59","Department of Health and Social Care","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Finance","Yorkshire and The Humber","45","45","45290","41870"
"In post","2021","50-59","Department of Health and Social Care","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Human Resources","London","45","45","52660","51590"
"In post","2021","50-59","Department of Health and Social Care","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Human Resources","Yorkshire and The Humber","10","10","44360","38580"
"In post","2021","50-59","Department of Health and Social Care","Intelligence Analysis","London","20","20","56990","56740"
"In post","2021","50-59","Department of Health and Social Care","Intelligence Analysis","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Knowledge and Information Management","East of England","10","10","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Knowledge and Information Management","London","55","50","45400","41010"
"In post","2021","50-59","Department of Health and Social Care","Knowledge and Information Management","North East (England)","5","5","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Knowledge and Information Management","North West (England)","10","10","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Knowledge and Information Management","South East (England)","10","10","44990","45150"
"In post","2021","50-59","Department of Health and Social Care","Knowledge and Information Management","South West (England)","15","15","36510","35430"
"In post","2021","50-59","Department of Health and Social Care","Knowledge and Information Management","West Midlands (England)","15","15","39490","39490"
"In post","2021","50-59","Department of Health and Social Care","Knowledge and Information Management","Yorkshire and The Humber","25","25","38630","36690"
"In post","2021","50-59","Department of Health and Social Care","Legal","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Medicine","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Medicine","East of England","20","20","124670","119360"
"In post","2021","50-59","Department of Health and Social Care","Medicine","London","95","85","96170","92450"
"In post","2021","50-59","Department of Health and Social Care","Medicine","North East (England)","5","5","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Medicine","North West (England)","10","10","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Medicine","South East (England)","10","10","111120","112220"
"In post","2021","50-59","Department of Health and Social Care","Medicine","South West (England)","10","10","115690","107590"
"In post","2021","50-59","Department of Health and Social Care","Medicine","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Medicine","West Midlands (England)","15","15","125320","117540"
"In post","2021","50-59","Department of Health and Social Care","Medicine","Yorkshire and The Humber","10","10","110530","115170"
"In post","2021","50-59","Department of Health and Social Care","Operational Delivery","East Midlands (England)","25","20","37100","35430"
"In post","2021","50-59","Department of Health and Social Care","Operational Delivery","East of England","80","75","43330","38200"
"In post","2021","50-59","Department of Health and Social Care","Operational Delivery","London","400","375","49310","44500"
"In post","2021","50-59","Department of Health and Social Care","Operational Delivery","North East (England)","20","20","42330","39170"
"In post","2021","50-59","Department of Health and Social Care","Operational Delivery","North West (England)","65","60","39110","37450"
"In post","2021","50-59","Department of Health and Social Care","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Operational Delivery","South East (England)","65","55","39460","34640"
"In post","2021","50-59","Department of Health and Social Care","Operational Delivery","South West (England)","90","80","45340","39410"
"In post","2021","50-59","Department of Health and Social Care","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Operational Delivery","West Midlands (England)","45","40","42050","38440"
"In post","2021","50-59","Department of Health and Social Care","Operational Delivery","Yorkshire and The Humber","45","40","41330","37890"
"In post","2021","50-59","Department of Health and Social Care","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Operational Research","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Other","London","75","75","51740","49810"
"In post","2021","50-59","Department of Health and Social Care","Policy","London","200","195","55070","53360"
"In post","2021","50-59","Department of Health and Social Care","Policy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Policy","Yorkshire and The Humber","110","110","49430","49530"
"In post","2021","50-59","Department of Health and Social Care","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Property","London","10","10","44760","42470"
"In post","2021","50-59","Department of Health and Social Care","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Property","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Science and Engineering","East Midlands (England)","25","25","50640","45800"
"In post","2021","50-59","Department of Health and Social Care","Science and Engineering","East of England","55","50","54710","48980"
"In post","2021","50-59","Department of Health and Social Care","Science and Engineering","London","175","160","52920","50020"
"In post","2021","50-59","Department of Health and Social Care","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Science and Engineering","North West (England)","40","35","40980","35970"
"In post","2021","50-59","Department of Health and Social Care","Science and Engineering","Scotland","5","5","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Science and Engineering","South East (England)","70","65","53860","52310"
"In post","2021","50-59","Department of Health and Social Care","Science and Engineering","South West (England)","90","80","47250","44070"
"In post","2021","50-59","Department of Health and Social Care","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Science and Engineering","West Midlands (England)","45","40","42800","42000"
"In post","2021","50-59","Department of Health and Social Care","Science and Engineering","Yorkshire and The Humber","25","20","57830","44520"
"In post","2021","50-59","Department of Health and Social Care","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Statistics","London","10","10","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Statistics","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Unknown","East of England","10","10","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care","Unknown","London","20","20","61000","60190"
"In post","2021","50-59","Department of Health and Social Care","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Inspector of Education and Training","Wales","35","35","74400","74730"
"In post","2021","50-59","ESTYN","Operational Delivery","Wales","5","5","[c]","[c]"
"In post","2021","50-59","ESTYN","Other","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Commercial","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Communications","London","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Counter Fraud","London","10","10","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Counter Fraud","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Counter Fraud","Yorkshire and The Humber","10","10","41000","37910"
"In post","2021","50-59","Food Standards Agency","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Digital, Data and Technology","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Finance","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Human Resources","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Knowledge and Information Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Legal","London","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Operational Delivery","East Midlands (England)","20","20","26950","26750"
"In post","2021","50-59","Food Standards Agency","Operational Delivery","East of England","30","30","27260","26750"
"In post","2021","50-59","Food Standards Agency","Operational Delivery","London","45","45","39520","34780"
"In post","2021","50-59","Food Standards Agency","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Operational Delivery","North West (England)","25","25","26900","26750"
"In post","2021","50-59","Food Standards Agency","Operational Delivery","Northern Ireland","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Operational Delivery","South West (England)","25","25","26910","26750"
"In post","2021","50-59","Food Standards Agency","Operational Delivery","Wales","25","25","30910","27630"
"In post","2021","50-59","Food Standards Agency","Operational Delivery","West Midlands (England)","25","25","28890","27030"
"In post","2021","50-59","Food Standards Agency","Operational Delivery","Yorkshire and The Humber","45","45","31870","28800"
"In post","2021","50-59","Food Standards Agency","Policy","London","30","30","45450","40960"
"In post","2021","50-59","Food Standards Agency","Policy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Policy","Wales","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Science and Engineering","London","10","10","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Veterinarian","London","10","10","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Veterinarian","Wales","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Veterinarian","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Veterinarian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Commercial","London","5","5","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Commercial","Scotland","20","20","44160","43700"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Commercial","South East (England)","30","30","49250","44740"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Communications","London","5","5","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Scotland","40","40","49270","44770"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Digital, Data and Technology","South East (England)","30","30","47960","42600"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Economics","London","10","10","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Economics","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Finance","London","20","20","50080","45440"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Finance","Scotland","20","20","41130","33930"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Finance","South East (England)","20","20","46850","44350"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Human Resources","London","45","45","54970","52400"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Human Resources","Scotland","20","20","44640","44130"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Human Resources","South East (England)","15","15","45000","47160"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Intelligence Analysis","London","30","30","45400","39510"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Intelligence Analysis","Overseas","10","10","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Internal Audit","London","5","5","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Internal Audit","Scotland","10","10","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Knowledge and Information Management","London","30","30","54590","47790"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Knowledge and Information Management","South East (England)","10","10","37460","33960"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Legal","London","15","10","69100","65080"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Legal","South East (England)","10","5","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Medicine","Overseas","5","5","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office","Medicine","Scotland","[c]","[c]","[c]","[c]"
