"Status","Year","Age","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","AA/AO","Female","25","20","[c]","[c]"
"In post","2021","16-19","Department for Transport","AA/AO","Male","15","10","[c]","[c]"
"In post","2021","16-19","Department for Transport","EO","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport","EO","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","AA/AO","Female","95","95","21190","21010"
"In post","2021","16-19","Department for Work and Pensions","AA/AO","Male","65","65","21250","21010"
"In post","2021","16-19","Department for Work and Pensions","EO","Female","25","25","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","EO","Male","15","15","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","AA/AO","Female","20","15","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Unknown","Male","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","AA/AO","Female","120","110","20280","20140"
"In post","2021","16-19","HM Revenue and Customs","AA/AO","Male","105","100","20210","20140"
"In post","2021","16-19","HM Revenue and Customs","EO","Female","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","EO","Male","15","15","[c]","[c]"
"In post","2021","16-19","HM Treasury","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","EO","Female","10","10","[c]","[c]"
"In post","2021","16-19","HM Treasury","EO","Male","10","10","[c]","[c]"
"In post","2021","16-19","Home Office","AA/AO","Female","40","35","21650","21430"
"In post","2021","16-19","Home Office","AA/AO","Male","30","30","21450","21430"
"In post","2021","16-19","Home Office","EO","Female","5","5","[c]","[c]"
"In post","2021","16-19","Home Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","AA/AO","Male","60","60","18780","18230"
"In post","2021","16-19","Ministry of Defence","EO","Female","30","30","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","EO","Male","90","90","18560","17780"
"In post","2021","16-19","Ministry of Defence","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Unknown","Male","45","45","18360","16780"
"In post","2021","16-19","Ministry of Justice","AA/AO","Female","85","85","21470","20600"
"In post","2021","16-19","Ministry of Justice","AA/AO","Male","45","45","21880","20600"
"In post","2021","16-19","Ministry of Justice","EO","Female","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","AA/AO","Female","55","55","21040","21150"
"In post","2021","16-19","Scottish Government","AA/AO","Male","40","40","20890","20830"
"In post","2021","16-19","Scottish Government","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","AA/AO","Female","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","AA/AO","Female","320","310","21700","21950"
"In post","2021","20-29","Attorney General's Departments","AA/AO","Male","130","130","21720","21950"
"In post","2021","20-29","Attorney General's Departments","EO","Female","290","290","27210","26970"
"In post","2021","20-29","Attorney General's Departments","EO","Male","150","145","27450","26970"
"In post","2021","20-29","Attorney General's Departments","G6/G7","Female","100","100","50440","50520"
"In post","2021","20-29","Attorney General's Departments","G6/G7","Male","50","50","51620","50520"
"In post","2021","20-29","Attorney General's Departments","SEO/HEO","Female","185","180","37180","38000"
"In post","2021","20-29","Attorney General's Departments","SEO/HEO","Male","100","100","37500","38000"
"In post","2021","20-29","Cabinet Office","AA/AO","Female","100","95","22270","20920"
"In post","2021","20-29","Cabinet Office","AA/AO","Male","85","85","22270","20920"
"In post","2021","20-29","Cabinet Office","EO","Female","250","250","27050","27500"
"In post","2021","20-29","Cabinet Office","EO","Male","205","205","27190","27500"
"In post","2021","20-29","Cabinet Office","G6/G7","Female","220","220","56350","54700"
"In post","2021","20-29","Cabinet Office","G6/G7","Male","215","210","55730","54700"
"In post","2021","20-29","Cabinet Office","SCS level","Female","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office","SCS level","Male","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office","SEO/HEO","Female","1345","1345","31700","32000"
"In post","2021","20-29","Cabinet Office","SEO/HEO","Male","960","960","31880","32000"
"In post","2021","20-29","Chancellor's other departments","AA/AO","Female","10","5","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","EO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","EO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","SEO/HEO","Male","30","30","39170","37610"
"In post","2021","20-29","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","EO","Female","20","15","[c]","[c]"
"In post","2021","20-29","Charity Commission","EO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Charity Commission","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Charity Commission","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","EO","Female","15","15","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","EO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","G6/G7","Female","25","25","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Competition and Markets Authority","SEO/HEO","Female","30","30","35850","34570"
"In post","2021","20-29","Competition and Markets Authority","SEO/HEO","Male","30","30","35320","34150"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","Female","220","220","21950","20880"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","AA/AO","Male","140","140","21270","20880"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","EO","Female","295","290","25930","24650"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","EO","Male","260","260","26950","26860"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","Female","250","245","55440","53380"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","G6/G7","Male","260","260","55520","53600"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","745","740","36350","34090"
"In post","2021","20-29","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","740","735","36610","34990"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","EO","Female","75","70","27630","26180"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","EO","Male","30","30","27230","26180"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Female","100","100","55730","51730"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","G6/G7","Male","90","90","57300","53350"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","205","205","36690","34020"
"In post","2021","20-29","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","175","170","37450","34020"
"In post","2021","20-29","Department for Education","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","20-29","Department for Education","AA/AO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Department for Education","EO","Female","235","235","26760","26000"
"In post","2021","20-29","Department for Education","EO","Male","160","160","26510","25000"
"In post","2021","20-29","Department for Education","G6/G7","Female","160","155","53450","53420"
"In post","2021","20-29","Department for Education","G6/G7","Male","90","90","53710","53420"
"In post","2021","20-29","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","SEO/HEO","Female","560","555","34900","33610"
"In post","2021","20-29","Department for Education","SEO/HEO","Male","375","375","34600","33510"
"In post","2021","20-29","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","AA/AO","Female","285","275","21550","21050"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","AA/AO","Male","160","155","21540","21050"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","EO","Female","245","245","25820","25100"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","EO","Male","210","210","26440","25170"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","G6/G7","Female","90","85","53100","53200"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","G6/G7","Male","60","60","52370","52290"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","510","505","33700","32680"
"In post","2021","20-29","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","375","375","33360","32560"
"In post","2021","20-29","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Department for International Trade","EO","Female","65","65","26660","26510"
"In post","2021","20-29","Department for International Trade","EO","Male","55","55","26510","26510"
"In post","2021","20-29","Department for International Trade","G6/G7","Female","120","120","51340","51970"
"In post","2021","20-29","Department for International Trade","G6/G7","Male","110","110","51730","51970"
"In post","2021","20-29","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","SEO/HEO","Female","290","290","34190","32120"
"In post","2021","20-29","Department for International Trade","SEO/HEO","Male","295","295","33940","32120"
"In post","2021","20-29","Department for Transport","AA/AO","Female","495","460","21230","21590"
"In post","2021","20-29","Department for Transport","AA/AO","Male","380","375","22140","21590"
"In post","2021","20-29","Department for Transport","EO","Female","210","210","27390","26470"
"In post","2021","20-29","Department for Transport","EO","Male","220","220","27840","26470"
"In post","2021","20-29","Department for Transport","G6/G7","Female","90","90","54900","54650"
"In post","2021","20-29","Department for Transport","G6/G7","Male","95","95","55390","54650"
"In post","2021","20-29","Department for Transport","SEO/HEO","Female","325","325","35640","34710"
"In post","2021","20-29","Department for Transport","SEO/HEO","Male","410","410","36270","35060"
"In post","2021","20-29","Department for Work and Pensions","AA/AO","Female","1965","1875","21470","21010"
"In post","2021","20-29","Department for Work and Pensions","AA/AO","Male","1685","1670","21390","21010"
"In post","2021","20-29","Department for Work and Pensions","EO","Female","3645","3575","28500","27570"
"In post","2021","20-29","Department for Work and Pensions","EO","Male","2375","2370","28310","27570"
"In post","2021","20-29","Department for Work and Pensions","G6/G7","Female","50","45","53490","54070"
"In post","2021","20-29","Department for Work and Pensions","G6/G7","Male","40","40","56150","55050"
"In post","2021","20-29","Department for Work and Pensions","SEO/HEO","Female","410","405","34230","31990"
"In post","2021","20-29","Department for Work and Pensions","SEO/HEO","Male","370","370","35000","35000"
"In post","2021","20-29","Department of Health and Social Care","AA/AO","Female","275","245","20950","19630"
"In post","2021","20-29","Department of Health and Social Care","AA/AO","Male","140","130","21050","19780"
"In post","2021","20-29","Department of Health and Social Care","EO","Female","435","430","25890","26880"
"In post","2021","20-29","Department of Health and Social Care","EO","Male","210","205","26010","27140"
"In post","2021","20-29","Department of Health and Social Care","G6/G7","Female","180","180","54410","53360"
"In post","2021","20-29","Department of Health and Social Care","G6/G7","Male","145","145","55080","53360"
"In post","2021","20-29","Department of Health and Social Care","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care","SEO/HEO","Female","900","885","34250","32790"
"In post","2021","20-29","Department of Health and Social Care","SEO/HEO","Male","400","390","33820","32790"
"In post","2021","20-29","ESTYN","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","EO","Female","15","15","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","EO","Male","5","5","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","SEO/HEO","Female","50","50","34370","32830"
"In post","2021","20-29","Food Standards Agency","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","AA/AO","Female","100","100","25220","24750"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","AA/AO","Male","80","80","25530","24750"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","EO","Female","145","145","28650","29300"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","EO","Male","120","120","28390","28480"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","G6/G7","Female","90","90","51000","52430"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","G6/G7","Male","55","55","51260","53470"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","Female","490","490","36190","36360"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","SEO/HEO","Male","370","370","35840","35700"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","Female","5","5","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","Male","25","25","[c]","[c]"
"In post","2021","20-29","HM Land Registry","AA/AO","Female","410","395","22460","22350"
"In post","2021","20-29","HM Land Registry","AA/AO","Male","285","280","22400","22350"
"In post","2021","20-29","HM Land Registry","EO","Female","185","180","27350","27130"
"In post","2021","20-29","HM Land Registry","EO","Male","140","135","28110","27130"
"In post","2021","20-29","HM Land Registry","G6/G7","Female","5","5","[c]","[c]"
"In post","2021","20-29","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Land Registry","SEO/HEO","Female","35","35","36190","33840"
"In post","2021","20-29","HM Land Registry","SEO/HEO","Male","55","55","37780","38450"
"In post","2021","20-29","HM Revenue and Customs","AA/AO","Female","1985","1870","20290","20140"
"In post","2021","20-29","HM Revenue and Customs","AA/AO","Male","2175","2115","20280","20140"
"In post","2021","20-29","HM Revenue and Customs","EO","Female","1405","1380","25740","25560"
"In post","2021","20-29","HM Revenue and Customs","EO","Male","1695","1675","25730","25560"
"In post","2021","20-29","HM Revenue and Customs","G6/G7","Female","215","210","54820","52580"
"In post","2021","20-29","HM Revenue and Customs","G6/G7","Male","290","290","54530","52580"
"In post","2021","20-29","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Revenue and Customs","SEO/HEO","Female","1195","1185","33170","31810"
"In post","2021","20-29","HM Revenue and Customs","SEO/HEO","Male","1375","1375","33590","31810"
"In post","2021","20-29","HM Treasury","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","20-29","HM Treasury","AA/AO","Male","20","20","[c]","[c]"
"In post","2021","20-29","HM Treasury","EO","Female","65","65","26510","26750"
"In post","2021","20-29","HM Treasury","EO","Male","40","40","25940","26750"
"In post","2021","20-29","HM Treasury","G6/G7","Female","140","140","53970","52530"
"In post","2021","20-29","HM Treasury","G6/G7","Male","175","175","54030","52530"
"In post","2021","20-29","HM Treasury","SEO/HEO","Female","275","275","33130","32320"
"In post","2021","20-29","HM Treasury","SEO/HEO","Male","310","310","33590","32320"
"In post","2021","20-29","Home Office","AA/AO","Female","910","850","21820","21430"
"In post","2021","20-29","Home Office","AA/AO","Male","855","815","21730","21430"
"In post","2021","20-29","Home Office","EO","Female","1165","1140","26270","25040"
"In post","2021","20-29","Home Office","EO","Male","975","970","26170","24890"
"In post","2021","20-29","Home Office","G6/G7","Female","115","115","58160","57460"
"In post","2021","20-29","Home Office","G6/G7","Male","105","105","58790","57460"
"In post","2021","20-29","Home Office","SEO/HEO","Female","635","630","36580","35070"
"In post","2021","20-29","Home Office","SEO/HEO","Male","505","505","36530","35070"
"In post","2021","20-29","Home Office","Unknown","Female","10","10","[c]","[c]"
"In post","2021","20-29","Home Office","Unknown","Male","15","15","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","AA/AO","Female","690","675","21530","20920"
"In post","2021","20-29","Ministry of Defence","AA/AO","Male","1015","1015","23250","20920"
"In post","2021","20-29","Ministry of Defence","EO","Female","880","865","24870","26350"
"In post","2021","20-29","Ministry of Defence","EO","Male","1165","1165","24590","25860"
"In post","2021","20-29","Ministry of Defence","G6/G7","Female","50","50","54250","57640"
"In post","2021","20-29","Ministry of Defence","G6/G7","Male","40","40","54820","57640"
"In post","2021","20-29","Ministry of Defence","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Defence","SEO/HEO","Female","1215","1205","33650","33300"
"In post","2021","20-29","Ministry of Defence","SEO/HEO","Male","1740","1735","33640","33000"
"In post","2021","20-29","Ministry of Defence","Unknown","Female","190","190","28830","28980"
"In post","2021","20-29","Ministry of Defence","Unknown","Male","600","595","29070","28980"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","AA/AO","Female","40","40","21530","21270"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","EO","Female","70","70","27420","27850"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","EO","Male","65","65","27470","27850"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","G6/G7","Female","80","80","53730","53130"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","G6/G7","Male","70","70","53950","53130"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","SEO/HEO","Female","195","195","34860","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","SEO/HEO","Male","180","180","34880","33210"
"In post","2021","20-29","Ministry of Justice","AA/AO","Female","4655","4550","23630","22850"
"In post","2021","20-29","Ministry of Justice","AA/AO","Male","4450","4430","25120","24920"
"In post","2021","20-29","Ministry of Justice","EO","Female","910","895","26250","26330"
"In post","2021","20-29","Ministry of Justice","EO","Male","475","470","27430","26410"
"In post","2021","20-29","Ministry of Justice","G6/G7","Female","80","80","55280","53000"
"In post","2021","20-29","Ministry of Justice","G6/G7","Male","60","60","55180","53480"
"In post","2021","20-29","Ministry of Justice","SEO/HEO","Female","925","925","32830","30900"
"In post","2021","20-29","Ministry of Justice","SEO/HEO","Male","370","370","33410","32290"
"In post","2021","20-29","Ministry of Justice","Unknown","Female","1810","1770","25380","22920"
"In post","2021","20-29","Ministry of Justice","Unknown","Male","310","305","24760","22920"
"In post","2021","20-29","National Crime Agency","AA/AO","Female","60","60","21940","20800"
"In post","2021","20-29","National Crime Agency","AA/AO","Male","40","40","22910","20800"
"In post","2021","20-29","National Crime Agency","EO","Female","430","430","31410","32260"
"In post","2021","20-29","National Crime Agency","EO","Male","275","275","31830","32260"
"In post","2021","20-29","National Crime Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","National Crime Agency","SEO/HEO","Female","70","70","40880","40170"
"In post","2021","20-29","National Crime Agency","SEO/HEO","Male","50","50","41180","40210"
"In post","2021","20-29","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","AA/AO","Female","30","30","21420","21160"
"In post","2021","20-29","Office for Standards in Education","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","EO","Female","30","30","26620","25880"
"In post","2021","20-29","Office for Standards in Education","EO","Male","20","20","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","SEO/HEO","Female","30","30","34570","34700"
"In post","2021","20-29","Office for Standards in Education","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","EO","Female","70","70","25030","24580"
"In post","2021","20-29","Office of Gas and Electricity Markets","EO","Male","70","70","25450","25750"
"In post","2021","20-29","Office of Gas and Electricity Markets","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","SEO/HEO","Female","60","60","35200","35030"
"In post","2021","20-29","Office of Gas and Electricity Markets","SEO/HEO","Male","70","70","34750","34360"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
