"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Outside London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Outside London","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Outside London","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","London","EO","Female","65","[c]","27510","27500"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","London","EO","Male","35","[c]","27370","27500"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","London","G6/G7","Female","125","[c]","56960","54700"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","London","G6/G7","Male","125","[c]","58220","56340"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","London","SCS level","Female","30","[c]","82470","77090"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","London","SCS level","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","London","SEO/HEO","Female","145","[c]","35270","34550"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","London","SEO/HEO","Male","110","[c]","35900","34590"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Outside London","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Outside London","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","Female","305","[c]","31760","32000"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","Male","245","[c]","31630","32000"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Outside London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Outside London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Outside London","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Outside London","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Outside London","EO","Female","40","[c]","21830","20960"
"Leaver Dept.","2021","Defence Equipment and Support","Outside London","EO","Male","50","[c]","22730","21500"
"Leaver Dept.","2021","Defence Equipment and Support","Outside London","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Outside London","G6/G7","Male","35","[c]","52980","52940"
"Leaver Dept.","2021","Defence Equipment and Support","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Outside London","SEO/HEO","Female","95","[c]","31050","31310"
"Leaver Dept.","2021","Defence Equipment and Support","Outside London","SEO/HEO","Male","130","[c]","32410","32450"
"Leaver Dept.","2021","Defence Equipment and Support","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","Outside London","EO","Female","5","[c]","[c]","[c]"
