"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Heterosexual / straight","145","[c]","36350","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","London","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","EO","Heterosexual / straight","30","[c]","28890","28500"
"New entrant CS","2021","Department for Education","London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","EO","Unknown","45","[c]","27350","28500"
"New entrant CS","2021","Department for Education","London","G6/G7","Heterosexual / straight","30","[c]","56730","53420"
"New entrant CS","2021","Department for Education","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","SEO/HEO","Heterosexual / straight","40","[c]","36980","36660"
"New entrant CS","2021","Department for Education","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","SEO/HEO","Unknown","45","[c]","36690","36300"
"New entrant CS","2021","Department for Education","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","EO","Heterosexual / straight","100","[c]","25190","25000"
"New entrant CS","2021","Department for Education","Outside London","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","EO","Unknown","45","[c]","24460","25000"
"New entrant CS","2021","Department for Education","Outside London","G6/G7","Heterosexual / straight","50","[c]","51990","49860"
"New entrant CS","2021","Department for Education","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","G6/G7","Unknown","35","[c]","53810","49860"
"New entrant CS","2021","Department for Education","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","SEO/HEO","Heterosexual / straight","140","[c]","33930","36500"
"New entrant CS","2021","Department for Education","Outside London","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","SEO/HEO","Unknown","90","[c]","33750","36500"
"New entrant CS","2021","Department for Education","Outside London","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","EO","Heterosexual / straight","60","[c]","27660","27960"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","EO","Unknown","45","[c]","21840","18200"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","Heterosexual / straight","50","[c]","54770","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","Unknown","35","[c]","57460","54700"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Heterosexual / straight","185","[c]","33960","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","Unknown","70","[c]","35150","33500"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Heterosexual / straight","185","[c]","21690","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","AA/AO","Unknown","90","[c]","21860","21050"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","Heterosexual / straight","165","[c]","25040","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","LGBO","30","[c]","25410","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","EO","Unknown","45","[c]","23770","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Heterosexual / straight","90","[c]","52560","49340"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","G6/G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Heterosexual / straight","240","[c]","32850","32080"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Outside London","SEO/HEO","Unknown","75","[c]","32890","33300"
"New entrant CS","2021","Department for International Trade","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","AA/AO","Unknown","45","[c]","18680","18200"
"New entrant CS","2021","Department for International Trade","London","EO","Heterosexual / straight","35","[c]","26400","26250"
"New entrant CS","2021","Department for International Trade","London","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","SEO/HEO","Heterosexual / straight","105","[c]","33700","31800"
"New entrant CS","2021","Department for International Trade","London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","London","SEO/HEO","Unknown","55","[c]","34930","32120"
"New entrant CS","2021","Department for International Trade","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Outside London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
