"Status","Year","Age","Disability","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","60-64","Declared non-disabled","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Ministry of Defence","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Ministry of Justice","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Declared non-disabled","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Undeclared","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Department for Environment, Food and Rural Affairs","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared disabled","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Ministry of Housing, Communities and Local Government","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Declared non-disabled","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Undeclared","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Unknown","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared non-disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","London","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department of Health and Social Care","London","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department of Health and Social Care","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other Cabinet Office Agencies","London","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other Cabinet Office Agencies","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department for Work and Pensions","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","HM Revenue and Customs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Home Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Home Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Ministry of Defence","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared disabled","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Department for Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Department for Transport","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Department for Transport","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Department for Work and Pensions","London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Department for Work and Pensions","Outside London","170","[c]","22060","21010"
"New entrant CS","2021","16-19","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Department of Health and Social Care","London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Department of Health and Social Care","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","HM Revenue and Customs","Outside London","40","[c]","20680","20140"
"New entrant CS","2021","16-19","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","HM Treasury","London","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Home Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Home Office","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Ministry of Defence","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Ministry of Justice","London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Ministry of Justice","Outside London","60","[c]","21700","20600"
"New entrant CS","2021","16-19","Declared non-disabled","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Scottish Government","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Declared non-disabled","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Department for Transport","London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Department for Transport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Department for Work and Pensions","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Ministry of Defence","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Ministry of Justice","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Undeclared","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Attorney General's Departments","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Cabinet Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Education","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Environment, Food and Rural Affairs","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Transport","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department for Work and Pensions","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","HM Land Registry","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","HM Revenue and Customs","Outside London","110","[c]","20460","20140"
"New entrant CS","2021","16-19","Unknown","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","HM Treasury","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Home Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Home Office","Outside London","35","[c]","21430","21430"
"New entrant CS","2021","16-19","Unknown","Ministry of Defence","Outside London","65","[c]","17590","16780"
"New entrant CS","2021","16-19","Unknown","Ministry of Justice","London","15","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Ministry of Justice","Outside London","40","[c]","21490","20600"
"New entrant CS","2021","16-19","Unknown","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Other Cabinet Office Agencies","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Scottish Government","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","United Kingdom Statistics Authority","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Attorney General's Departments","London","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Cabinet Office","London","35","[c]","30080","27500"
"New entrant CS","2021","20-29","Declared disabled","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Cabinet Office","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","London","35","[c]","33170","33570"
"New entrant CS","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Education","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","London","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","45","[c]","27290","24920"
"New entrant CS","2021","20-29","Declared disabled","Department for International Trade","London","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Transport","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Transport","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department for Work and Pensions","London","125","[c]","30350","31060"
"New entrant CS","2021","20-29","Declared disabled","Department for Work and Pensions","Outside London","525","[c]","24970","27570"
"New entrant CS","2021","20-29","Declared disabled","Department for Work and Pensions","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Department of Health and Social Care","London","35","[c]","30230","27680"
"New entrant CS","2021","20-29","Declared disabled","Department of Health and Social Care","Outside London","35","[c]","24640","23140"
"New entrant CS","2021","20-29","Declared disabled","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","HM Land Registry","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","HM Revenue and Customs","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","HM Revenue and Customs","Outside London","50","[c]","23940","20140"
"New entrant CS","2021","20-29","Declared disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","HM Treasury","London","25","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Home Office","London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Home Office","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Ministry of Defence","London","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Ministry of Defence","Outside London","75","[c]","24780","23540"
"New entrant CS","2021","20-29","Declared disabled","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Ministry of Housing, Communities and Local Government","London","15","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Ministry of Housing, Communities and Local Government","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Ministry of Justice","London","65","[c]","28040","26610"
"New entrant CS","2021","20-29","Declared disabled","Ministry of Justice","Outside London","165","[c]","22550","22850"
"New entrant CS","2021","20-29","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Office for Standards in Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Office for Standards in Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Office of Gas and Electricity Markets","London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Office of Gas and Electricity Markets","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Declared disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
