"Status","Year","Age","Disability","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Undeclared","Ministry of Justice","Outside London","1805","1700","30750","31650"
"In post","2021","40-49","Undeclared","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Other Cabinet Office Agencies","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Other Cabinet Office Agencies","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Undeclared","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Scottish Government","Outside London","75","75","40010","35110"
"In post","2021","40-49","Undeclared","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","United Kingdom Statistics Authority","Outside London","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Welsh Government","Outside London","65","65","41730","37410"
"In post","2021","40-49","Unknown","Attorney General's Departments","London","225","205","55290","59170"
"In post","2021","40-49","Unknown","Attorney General's Departments","Outside London","255","235","44220","48080"
"In post","2021","40-49","Unknown","Cabinet Office","London","290","285","72150","67910"
"In post","2021","40-49","Unknown","Cabinet Office","Outside London","295","285","56800","53320"
"In post","2021","40-49","Unknown","Cabinet Office","Unknown","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","Chancellor's other departments","London","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Charity Commission","London","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Charity Commission","Outside London","45","40","33840","29950"
"In post","2021","40-49","Unknown","Competition and Markets Authority","London","25","20","[c]","[c]"
"In post","2021","40-49","Unknown","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Department for Business, Energy and Industrial Strategy","London","170","160","50890","52930"
"In post","2021","40-49","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","370","350","32510","30950"
"In post","2021","40-49","Unknown","Department for Digital, Culture, Media and Sport","London","40","35","56690","59370"
"In post","2021","40-49","Unknown","Department for Education","London","60","55","64330","61750"
"In post","2021","40-49","Unknown","Department for Education","Outside London","160","155","40530","36500"
"In post","2021","40-49","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs","London","90","85","53420","53200"
"In post","2021","40-49","Unknown","Department for Environment, Food and Rural Affairs","Outside London","250","230","38330","36580"
"In post","2021","40-49","Unknown","Department for International Trade","London","105","100","52240","51970"
"In post","2021","40-49","Unknown","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Department for International Trade","Overseas","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Department for Transport","London","70","65","43200","37660"
"In post","2021","40-49","Unknown","Department for Transport","Outside London","355","340","29280","26570"
"In post","2021","40-49","Unknown","Department for Work and Pensions","London","95","90","40780","31060"
"In post","2021","40-49","Unknown","Department for Work and Pensions","Outside London","485","450","28330","27570"
"In post","2021","40-49","Unknown","Department for Work and Pensions","Unknown","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Department of Health and Social Care","London","600","575","56080","53360"
"In post","2021","40-49","Unknown","Department of Health and Social Care","Outside London","545","515","46150","42530"
"In post","2021","40-49","Unknown","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Foreign, Commonwealth and Development Office","London","180","170","59000","58240"
"In post","2021","40-49","Unknown","Foreign, Commonwealth and Development Office","Outside London","85","85","41030","39630"
"In post","2021","40-49","Unknown","Foreign, Commonwealth and Development Office","Overseas","105","105","58280","60070"
"In post","2021","40-49","Unknown","HM Land Registry","London","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","HM Land Registry","Outside London","345","330","29450","22350"
"In post","2021","40-49","Unknown","HM Revenue and Customs","London","455","430","42980","36160"
"In post","2021","40-49","Unknown","HM Revenue and Customs","Outside London","3575","3285","27800","25560"
"In post","2021","40-49","Unknown","HM Treasury","London","40","35","61320","60680"
"In post","2021","40-49","Unknown","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Home Office","London","120","120","46630","42310"
"In post","2021","40-49","Unknown","Home Office","Outside London","185","180","29960","24880"
"In post","2021","40-49","Unknown","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Ministry of Defence","London","120","120","43440","42200"
"In post","2021","40-49","Unknown","Ministry of Defence","Outside London","1615","1545","36360","34050"
"In post","2021","40-49","Unknown","Ministry of Defence","Overseas","120","115","46480","46620"
"In post","2021","40-49","Unknown","Ministry of Defence","Unknown","410","405","40280","35380"
"In post","2021","40-49","Unknown","Ministry of Housing, Communities and Local Government","London","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Ministry of Housing, Communities and Local Government","Outside London","50","50","46730","47660"
"In post","2021","40-49","Unknown","Ministry of Justice","London","310","300","38960","33180"
"In post","2021","40-49","Unknown","Ministry of Justice","Outside London","685","645","26090","22920"
"In post","2021","40-49","Unknown","National Crime Agency","London","225","215","48140","47130"
"In post","2021","40-49","Unknown","National Crime Agency","Outside London","510","495","38660","37270"
"In post","2021","40-49","Unknown","National Crime Agency","Overseas","20","20","[c]","[c]"
"In post","2021","40-49","Unknown","National Crime Agency","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Office for Standards in Education","London","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Office for Standards in Education","Outside London","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Office of Gas and Electricity Markets","London","20","15","[c]","[c]"
"In post","2021","40-49","Unknown","Office of Gas and Electricity Markets","Outside London","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Office of Qualifications and Examinations Regulation","Outside London","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","Other Cabinet Office Agencies","London","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Other Cabinet Office Agencies","Outside London","120","120","39220","35420"
"In post","2021","40-49","Unknown","Scotland Office","London","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Scotland Office","Outside London","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Scottish Government","Outside London","2245","2135","37280","33650"
"In post","2021","40-49","Unknown","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","The National Archives","London","35","35","39040","35790"
"In post","2021","40-49","Unknown","United Kingdom Statistics Authority","London","25","25","[c]","[c]"
"In post","2021","40-49","Unknown","United Kingdom Statistics Authority","Outside London","340","310","34620","31940"
"In post","2021","40-49","Unknown","Water Services Regulation Authority","London","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Water Services Regulation Authority","Outside London","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Welsh Government","Outside London","80","75","43060","37410"
"In post","2021","50-59","Declared disabled","Attorney General's Departments","London","135","130","52570","52730"
"In post","2021","50-59","Declared disabled","Attorney General's Departments","Outside London","260","240","42710","37980"
"In post","2021","50-59","Declared disabled","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Cabinet Office","London","100","95","56940","54700"
"In post","2021","50-59","Declared disabled","Cabinet Office","Outside London","80","75","37210","33300"
"In post","2021","50-59","Declared disabled","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Chancellor's other departments","London","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Charity Commission","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy","London","105","100","45960","40650"
"In post","2021","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy","Outside London","160","150","34950","32060"
"In post","2021","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Department for Digital, Culture, Media and Sport","London","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Department for Education","London","65","65","53200","54160"
"In post","2021","50-59","Declared disabled","Department for Education","Outside London","145","140","39350","37100"
"In post","2021","50-59","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","London","55","50","44110","40750"
"In post","2021","50-59","Declared disabled","Department for Environment, Food and Rural Affairs","Outside London","285","275","32820","29180"
"In post","2021","50-59","Declared disabled","Department for International Trade","London","40","40","45530","38540"
"In post","2021","50-59","Declared disabled","Department for International Trade","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Department for Transport","London","65","65","44240","36880"
"In post","2021","50-59","Declared disabled","Department for Transport","Outside London","410","370","27530","26700"
"In post","2021","50-59","Declared disabled","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Department for Work and Pensions","London","615","570","33130","31060"
"In post","2021","50-59","Declared disabled","Department for Work and Pensions","Outside London","5715","5070","27040","27570"
"In post","2021","50-59","Declared disabled","Department for Work and Pensions","Unknown","60","55","31320","27570"
"In post","2021","50-59","Declared disabled","Department of Health and Social Care","London","60","55","49680","41580"
"In post","2021","50-59","Declared disabled","Department of Health and Social Care","Outside London","50","45","47660","44030"
"In post","2021","50-59","Declared disabled","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Food Standards Agency","London","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Food Standards Agency","Outside London","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Foreign, Commonwealth and Development Office","London","95","90","45310","39670"
"In post","2021","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Outside London","60","55","37570","34120"
"In post","2021","50-59","Declared disabled","Foreign, Commonwealth and Development Office","Overseas","40","40","54590","55830"
"In post","2021","50-59","Declared disabled","HM Land Registry","London","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","HM Land Registry","Outside London","240","210","30750","27130"
"In post","2021","50-59","Declared disabled","HM Revenue and Customs","London","330","315","42640","38780"
"In post","2021","50-59","Declared disabled","HM Revenue and Customs","Outside London","1935","1740","30130","27230"
"In post","2021","50-59","Declared disabled","HM Treasury","London","30","25","[c]","[c]"
"In post","2021","50-59","Declared disabled","HM Treasury","Outside London","20","20","[c]","[c]"
"In post","2021","50-59","Declared disabled","Home Office","London","415","390","38280","31520"
"In post","2021","50-59","Declared disabled","Home Office","Outside London","640","595","27860","25580"
"In post","2021","50-59","Declared disabled","Home Office","Overseas","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Ministry of Defence","London","140","135","38140","34060"
"In post","2021","50-59","Declared disabled","Ministry of Defence","Outside London","1830","1780","33380","32200"
"In post","2021","50-59","Declared disabled","Ministry of Defence","Overseas","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Ministry of Defence","Unknown","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","Ministry of Housing, Communities and Local Government","London","50","50","49080","47520"
"In post","2021","50-59","Declared disabled","Ministry of Housing, Communities and Local Government","Outside London","40","40","38800","34160"
"In post","2021","50-59","Declared disabled","Ministry of Justice","London","510","495","35670","31460"
"In post","2021","50-59","Declared disabled","Ministry of Justice","Outside London","2575","2410","29630","27680"
"In post","2021","50-59","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","National Crime Agency","London","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","National Crime Agency","Outside London","40","40","39920","38350"
"In post","2021","50-59","Declared disabled","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Office for Standards in Education","London","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Office for Standards in Education","Outside London","40","40","48820","51360"
"In post","2021","50-59","Declared disabled","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Other Cabinet Office Agencies","London","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Other Cabinet Office Agencies","Outside London","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Scotland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Scottish Government","Outside London","545","520","37780","33650"
"In post","2021","50-59","Declared disabled","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","The National Archives","London","10","10","[c]","[c]"
"In post","2021","50-59","Declared disabled","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","United Kingdom Statistics Authority","Outside London","155","135","31130","29540"
"In post","2021","50-59","Declared disabled","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Welsh Government","Outside London","110","105","40990","37410"
"In post","2021","50-59","Declared disabled","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Attorney General's Departments","London","815","780","55130","59880"
"In post","2021","50-59","Declared non-disabled","Attorney General's Departments","Outside London","1255","1160","44140","42570"
"In post","2021","50-59","Declared non-disabled","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Cabinet Office","London","495","490","63180","56390"
"In post","2021","50-59","Declared non-disabled","Cabinet Office","Outside London","260","250","42130","33630"
"In post","2021","50-59","Declared non-disabled","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Cabinet Office","Unknown","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Chancellor's other departments","London","50","50","72030","55250"
"In post","2021","50-59","Declared non-disabled","Chancellor's other departments","Outside London","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Charity Commission","Outside London","40","35","37650","29540"
"In post","2021","50-59","Declared non-disabled","Competition and Markets Authority","London","110","105","68130","60390"
"In post","2021","50-59","Declared non-disabled","Competition and Markets Authority","Outside London","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","640","630","52600","53380"
"In post","2021","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","1380","1325","40500","39650"
"In post","2021","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","125","125","53790","52350"
"In post","2021","50-59","Declared non-disabled","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Department for Education","London","370","365","53640","54400"
"In post","2021","50-59","Declared non-disabled","Department for Education","Outside London","920","890","44970","40300"
"In post","2021","50-59","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","London","365","360","47820","43230"
"In post","2021","50-59","Declared non-disabled","Department for Environment, Food and Rural Affairs","Outside London","1650","1575","35930","31270"
"In post","2021","50-59","Declared non-disabled","Department for International Trade","London","240","240","47320","39440"
"In post","2021","50-59","Declared non-disabled","Department for International Trade","Outside London","45","40","48080","48220"
"In post","2021","50-59","Declared non-disabled","Department for International Trade","Overseas","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Department for Transport","London","505","495","50330","44480"
"In post","2021","50-59","Declared non-disabled","Department for Transport","Outside London","2420","2275","31580","26780"
"In post","2021","50-59","Declared non-disabled","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Department for Work and Pensions","London","2460","2320","34320","31060"
"In post","2021","50-59","Declared non-disabled","Department for Work and Pensions","Outside London","22355","20145","28230","27570"
"In post","2021","50-59","Declared non-disabled","Department for Work and Pensions","Unknown","230","210","31730","27570"
"In post","2021","50-59","Declared non-disabled","Department of Health and Social Care","London","605","575","52630","50580"
"In post","2021","50-59","Declared non-disabled","Department of Health and Social Care","Outside London","630","585","49600","41870"
"In post","2021","50-59","Declared non-disabled","ESTYN","Outside London","40","35","68140","74730"
"In post","2021","50-59","Declared non-disabled","Food Standards Agency","London","90","90","43640","40960"
"In post","2021","50-59","Declared non-disabled","Food Standards Agency","Outside London","220","220","32980","27190"
"In post","2021","50-59","Declared non-disabled","Foreign, Commonwealth and Development Office","London","635","625","54260","52400"
"In post","2021","50-59","Declared non-disabled","Foreign, Commonwealth and Development Office","Outside London","395","380","43690","41330"
"In post","2021","50-59","Declared non-disabled","Foreign, Commonwealth and Development Office","Overseas","400","400","56880","56100"
"In post","2021","50-59","Declared non-disabled","HM Land Registry","London","110","105","41460","37290"
"In post","2021","50-59","Declared non-disabled","HM Land Registry","Outside London","1690","1510","32770","31740"
"In post","2021","50-59","Declared non-disabled","HM Revenue and Customs","London","1895","1830","44980","39800"
"In post","2021","50-59","Declared non-disabled","HM Revenue and Customs","Outside London","9920","9090","32800","28130"
"In post","2021","50-59","Declared non-disabled","HM Treasury","London","150","145","53940","51190"
"In post","2021","50-59","Declared non-disabled","HM Treasury","Outside London","105","100","48440","45390"
"In post","2021","50-59","Declared non-disabled","Home Office","London","2820","2665","40280","35070"
"In post","2021","50-59","Declared non-disabled","Home Office","Outside London","4505","4115","28540","26160"
"In post","2021","50-59","Declared non-disabled","Home Office","Overseas","70","70","28140","27370"
"In post","2021","50-59","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Ministry of Defence","London","760","750","40640","36930"
"In post","2021","50-59","Declared non-disabled","Ministry of Defence","Outside London","11860","11610","34480","33000"
"In post","2021","50-59","Declared non-disabled","Ministry of Defence","Overseas","150","150","41640","33630"
"In post","2021","50-59","Declared non-disabled","Ministry of Defence","Unknown","45","45","31740","27370"
"In post","2021","50-59","Declared non-disabled","Ministry of Housing, Communities and Local Government","London","240","235","51460","53130"
"In post","2021","50-59","Declared non-disabled","Ministry of Housing, Communities and Local Government","Outside London","310","295","45840","45700"
"In post","2021","50-59","Declared non-disabled","Ministry of Justice","London","2405","2325","38380","33880"
"In post","2021","50-59","Declared non-disabled","Ministry of Justice","Outside London","11495","10785","30400","27890"
"In post","2021","50-59","Declared non-disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","National Crime Agency","London","140","140","50630","47460"
"In post","2021","50-59","Declared non-disabled","National Crime Agency","Outside London","400","395","42750","40600"
"In post","2021","50-59","Declared non-disabled","National Crime Agency","Overseas","35","35","67940","66240"
"In post","2021","50-59","Declared non-disabled","National Crime Agency","Unknown","20","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Northern Ireland Office","London","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Northern Ireland Office","Outside London","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Office for Standards in Education","London","110","110","64780","70500"
"In post","2021","50-59","Declared non-disabled","Office for Standards in Education","Outside London","330","320","56760","51360"
"In post","2021","50-59","Declared non-disabled","Office of Gas and Electricity Markets","London","80","80","62550","61200"
"In post","2021","50-59","Declared non-disabled","Office of Gas and Electricity Markets","Outside London","35","35","38870","34580"
"In post","2021","50-59","Declared non-disabled","Office of Qualifications and Examinations Regulation","Outside London","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Office of Rail and Road","London","55","50","63350","61880"
"In post","2021","50-59","Declared non-disabled","Office of Rail and Road","Outside London","30","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Other Cabinet Office Agencies","London","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Other Cabinet Office Agencies","Outside London","75","75","48470","41510"
"In post","2021","50-59","Declared non-disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Scotland Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Scotland Office","Outside London","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Scottish Government","Outside London","2660","2555","42840","36780"
"In post","2021","50-59","Declared non-disabled","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","The National Archives","London","75","70","39090","34770"
"In post","2021","50-59","Declared non-disabled","UK Export Finance","London","100","95","61030","51850"
"In post","2021","50-59","Declared non-disabled","UK Supreme Court","London","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","United Kingdom Statistics Authority","London","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","United Kingdom Statistics Authority","Outside London","685","595","33250","29540"
"In post","2021","50-59","Declared non-disabled","Wales Office","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Water Services Regulation Authority","London","10","10","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Water Services Regulation Authority","Outside London","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Welsh Government","Outside London","1430","1375","44910","43760"
"In post","2021","50-59","Declared non-disabled","Welsh Government","Overseas","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Attorney General's Departments","London","35","30","61250","68400"
"In post","2021","50-59","Undeclared","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Cabinet Office","London","40","40","52730","54700"
"In post","2021","50-59","Undeclared","Cabinet Office","Outside London","25","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Department for Business, Energy and Industrial Strategy","London","45","45","52520","53600"
"In post","2021","50-59","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","45","40","34220","26930"
"In post","2021","50-59","Undeclared","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Department for Education","London","30","30","[c]","[c]"
"In post","2021","50-59","Undeclared","Department for Education","Outside London","70","70","42380","37310"
"In post","2021","50-59","Undeclared","Department for Environment, Food and Rural Affairs","London","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","125","120","35090","31900"
"In post","2021","50-59","Undeclared","Department for International Trade","London","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Department for Transport","London","95","90","42380","35430"
"In post","2021","50-59","Undeclared","Department for Transport","Outside London","260","240","30550","26780"
"In post","2021","50-59","Undeclared","Department for Work and Pensions","London","110","105","33680","31060"
"In post","2021","50-59","Undeclared","Department for Work and Pensions","Outside London","1140","1060","28610","27570"
"In post","2021","50-59","Undeclared","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Department of Health and Social Care","London","50","40","62540","53730"
"In post","2021","50-59","Undeclared","Department of Health and Social Care","Outside London","85","75","47160","41720"
"In post","2021","50-59","Undeclared","ESTYN","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Food Standards Agency","London","30","30","47410","42460"
"In post","2021","50-59","Undeclared","Food Standards Agency","Outside London","60","60","37960","37350"
"In post","2021","50-59","Undeclared","Foreign, Commonwealth and Development Office","London","60","60","53060","46520"
"In post","2021","50-59","Undeclared","Foreign, Commonwealth and Development Office","Outside London","30","25","[c]","[c]"
"In post","2021","50-59","Undeclared","Foreign, Commonwealth and Development Office","Overseas","35","35","57650","56590"
"In post","2021","50-59","Undeclared","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","HM Land Registry","Outside London","120","105","33150","33840"
"In post","2021","50-59","Undeclared","HM Revenue and Customs","London","245","240","44280","39330"
"In post","2021","50-59","Undeclared","HM Revenue and Customs","Outside London","1045","960","32220","31810"
