"Status","Year","Function_of_post","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Valuation Office Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","London","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Outside London","Heterosexual / straight","40","40","32100","30120"
"In post","2021","Commercial","Animal and Plant Health Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","London","Heterosexual / straight","200","195","74560","64500"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","London","LGBO","15","15","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","London","Undeclared","25","25","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","London","Unknown","530","520","76710","68270"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Outside London","Heterosexual / straight","90","85","69730","64500"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Outside London","Unknown","535","530","64300","61710"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Companies House","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Companies House","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Companies House","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Competition and Markets Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","Outside London","Heterosexual / straight","235","225","33830","34800"
"In post","2021","Commercial","Crown Commercial Service","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","Commercial","Crown Commercial Service","Outside London","Unknown","90","85","31420","30060"
"In post","2021","Commercial","Crown Prosecution Service","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Crown Prosecution Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Debt Management Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Debt Management Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Debt Management Office","London","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Defence Electronics and Components Agency","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Defence Electronics and Components Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Electronics and Components Agency","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Outside London","Heterosexual / straight","210","205","44860","41450"
"In post","2021","Commercial","Defence Equipment and Support","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Outside London","Undeclared","35","35","45440","41770"
"In post","2021","Commercial","Defence Equipment and Support","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Equipment and Support","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Science and Technology Laboratory","Outside London","Heterosexual / straight","60","60","33810","37320"
"In post","2021","Commercial","Defence Science and Technology Laboratory","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Science and Technology Laboratory","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Defence Science and Technology Laboratory","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Digital, Culture, Media and Sport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","Outside London","Heterosexual / straight","145","140","40220","38000"
"In post","2021","Commercial","Department for Education (excl. agencies)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Commercial","Department for Education (excl. agencies)","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Heterosexual / straight","90","90","39070","36970"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2021","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Department for Transport (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
