"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Vehicle Certification Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Vehicle Certification Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Vehicle Certification Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wales Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Water Services Regulation Authority","Human Resources","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Human Resources","Welsh Revenue Authority","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Welsh Revenue Authority","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wilton Park","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wilton Park","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Wilton Park","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Debt Management Office","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Defence Science and Technology Laboratory","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Defence Science and Technology Laboratory","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs (excl. agencies)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","EO","15","15","29520","29300"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","G6/G7","10","10","58600","56610"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","SEO/HEO","40","40","38400","37480"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","Internal Audit","G6/G7","130","125","57650","56240"
"In post","2021","Internal Audit","Government Internal Audit Agency","Internal Audit","SCS level","15","15","92800","88000"
"In post","2021","Internal Audit","Government Internal Audit Agency","Internal Audit","SEO/HEO","195","180","41610","42000"
"In post","2021","Internal Audit","Government Internal Audit Agency","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","Policy","G6/G7","10","5","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Government Internal Audit Agency","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Internal Audit","HM Prison and Probation Service","Internal Audit","AA/AO","10","10","34840","35900"
"In post","2021","Internal Audit","HM Prison and Probation Service","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Prison and Probation Service","Internal Audit","G6/G7","10","10","[c]","[c]"
"In post","2021","Internal Audit","HM Prison and Probation Service","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Prison and Probation Service","Internal Audit","SEO/HEO","40","40","46000","50260"
"In post","2021","Internal Audit","HM Prison and Probation Service","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","EO","5","5","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","G6/G7","15","15","56610","52600"
"In post","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","SEO/HEO","50","45","39310","40480"
"In post","2021","Internal Audit","Institute for Apprenticeships and Technical Education","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Maritime and Coastguard Agency","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Maritime and Coastguard Agency","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Maritime and Coastguard Agency","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Maritime and Coastguard Agency","Internal Audit","SEO/HEO","10","10","36440","38650"
"In post","2021","Internal Audit","Met Office","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Met Office","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","AA/AO","5","5","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","EO","25","25","27500","26670"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","G6/G7","15","15","58800","59730"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","SEO/HEO","90","85","37880","36460"
"In post","2021","Internal Audit","Scottish Prison Service","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Prison Service","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Prison Service","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Hydrographic Office","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Hydrographic Office","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Wilton Park","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Office","Legal","G6/G7","10","10","61180","65150"
"In post","2021","Legal","Attorney General's Office","Legal","SCS level","5","5","[c]","[c]"
"In post","2021","Legal","Attorney General's Office","Other","EO","5","5","[c]","[c]"
"In post","2021","Legal","Attorney General's Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Office","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Legal","Attorney General's Office","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Attorney General's Office","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cabinet Office (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cabinet Office (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Cabinet Office (excl. agencies)","Unknown","SCS level","50","45","87170","79910"
"In post","2021","Legal","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Legal","G6/G7","20","20","56620","56660"
"In post","2021","Legal","Charity Commission","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Companies House","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Companies House","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Companies House","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Legal","EO","10","10","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Legal","G6/G7","90","85","68210","72430"
"In post","2021","Legal","Competition and Markets Authority","Legal","SCS level","20","20","110230","101850"
"In post","2021","Legal","Competition and Markets Authority","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Policy","G6/G7","20","20","66720","63370"
"In post","2021","Legal","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Criminal Injuries Compensation Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Criminal Injuries Compensation Authority","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Crown Office and Procurator Fiscal Service","Legal","G6/G7","165","155","67480","68470"
"In post","2021","Legal","Crown Office and Procurator Fiscal Service","Legal","SCS level","20","20","87390","83230"
"In post","2021","Legal","Crown Office and Procurator Fiscal Service","Legal","SEO/HEO","415","390","47800","52490"
"In post","2021","Legal","Crown Prosecution Service","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Crown Prosecution Service","Legal","EO","100","95","27070","25920"
"In post","2021","Legal","Crown Prosecution Service","Legal","G6/G7","2645","2440","57500","55610"
"In post","2021","Legal","Crown Prosecution Service","Legal","SCS level","65","65","94440","90410"
"In post","2021","Legal","Crown Prosecution Service","Legal","SEO/HEO","375","355","37730","38000"
"In post","2021","Legal","Crown Prosecution Service","Operational Delivery","AA/AO","1435","1310","22250","21950"
"In post","2021","Legal","Crown Prosecution Service","Operational Delivery","EO","1170","1075","28120","28430"
"In post","2021","Legal","Crown Prosecution Service","Operational Delivery","G6/G7","90","90","60140","58590"
"In post","2021","Legal","Crown Prosecution Service","Operational Delivery","SCS level","10","10","96770","83860"
"In post","2021","Legal","Crown Prosecution Service","Operational Delivery","SEO/HEO","350","340","34540","33310"
"In post","2021","Legal","Crown Prosecution Service Inspectorate","Legal","G6/G7","15","15","63940","61850"
