"Status","Year","Age","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Commercial","The National Archives","London","5","5","[c]","[c]"
"In post","2021","65+","Commercial","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Commercial","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Defence Equipment and Support","London","25","20","23070","20720"
"In post","2021","65+","Communications","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","HM Revenue and Customs (excl. agencies)","Outside London","25","20","27700","26850"
"In post","2021","65+","Communications","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Ministry of Defence (excl. agencies)","Outside London","15","10","29030","26930"
"In post","2021","65+","Communications","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Public Health England","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","45","35","36280","32520"
"In post","2021","65+","Counter Fraud","HM Revenue and Customs (excl. agencies)","Outside London","130","85","32130","28130"
"In post","2021","65+","Counter Fraud","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Insolvency Service","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Counter Fraud","Serious Fraud Office","London","5","5","[c]","[c]"
"In post","2021","65+","Debt","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Debt","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Debt","HM Revenue and Customs (excl. agencies)","London","45","35","27860","25630"
"In post","2021","65+","Debt","HM Revenue and Customs (excl. agencies)","Outside London","95","70","23930","21440"
"In post","2021","65+","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","15","10","45590","40880"
"In post","2021","65+","Digital, Data & Technology","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Education and Skills Funding Agency","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","HM Land Registry","Outside London","10","5","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","10","10","53360","37140"
"In post","2021","65+","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outside London","30","20","32690","32100"
"In post","2021","65+","Digital, Data & Technology","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Met Office","Outside London","20","15","47470","47960"
"In post","2021","65+","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","20","20","28340","28060"
"In post","2021","65+","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","10","5","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Public Health England","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","United Kingdom Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","5","[c]","[c]"
"In post","2021","65+","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Finance","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","HM Courts and Tribunals Service","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","HM Revenue and Customs (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","65+","Finance","HM Revenue and Customs (excl. agencies)","Outside London","55","40","23910","21440"
"In post","2021","65+","Finance","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Ministry of Defence (excl. agencies)","London","10","10","[c]","[c]"
"In post","2021","65+","Finance","Ministry of Defence (excl. agencies)","Outside London","30","25","35800","29200"
"In post","2021","65+","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Ministry of Justice (excl. agencies)","London","10","5","[c]","[c]"
"In post","2021","65+","Finance","Ministry of Justice (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Public Health England","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","Rural Payments Agency","Outside London","40","35","23570","21050"
"In post","2021","65+","Human Resources","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","HM Revenue and Customs (excl. agencies)","Outside London","40","25","29920","28130"
"In post","2021","65+","Human Resources","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Ministry of Defence (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","65+","Human Resources","Ministry of Defence (excl. agencies)","Outside London","35","35","25930","21580"
"In post","2021","65+","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Public Health England","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Scotland Office (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","UK Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","United Kingdom Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Crown Office and Procurator Fiscal Service","Outside London","5","5","[c]","[c]"
"In post","2021","65+","Legal","Crown Prosecution Service","London","35","30","39750","30110"
"In post","2021","65+","Legal","Crown Prosecution Service","Outside London","60","45","45080","53370"
"In post","2021","65+","Legal","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","FCDO Services","London","10","5","61010","61010"
"In post","2021","65+","Legal","FCDO Services","Outside London","20","10","56840","57760"
"In post","2021","65+","Legal","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Government Legal Department","London","25","20","54010","61000"
"In post","2021","65+","Legal","HM Courts and Tribunals Service","London","10","5","[c]","[c]"
"In post","2021","65+","Legal","HM Courts and Tribunals Service","Outside London","15","10","45050","45100"
"In post","2021","65+","Legal","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","HM Land Registry","Outside London","10","5","[c]","[c]"
"In post","2021","65+","Legal","HM Revenue and Customs (excl. agencies)","London","10","10","54990","67560"
"In post","2021","65+","Legal","HM Revenue and Customs (excl. agencies)","Outside London","15","10","29460","25920"
"In post","2021","65+","Legal","Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Public Health England","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Scottish Courts and Tribunals Service","Outside London","55","40","23630","22820"
"In post","2021","65+","Legal","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Advisory, Conciliation and Arbitration Service","Outside London","25","15","36030","34500"
"In post","2021","65+","No function","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Animal and Plant Health Agency","Outside London","65","50","32720","28170"
"In post","2021","65+","No function","Cabinet Office (excl. agencies)","London","15","15","44140","29240"
"In post","2021","65+","No function","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Companies House","Outside London","30","20","23360","22490"
"In post","2021","65+","No function","Criminal Injuries Compensation Authority","Outside London","5","5","[c]","[c]"
"In post","2021","65+","No function","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Crown Office and Procurator Fiscal Service","Outside London","35","25","25380","22220"
"In post","2021","65+","No function","Defence Science and Technology Laboratory","Outside London","85","65","47860","47000"
"In post","2021","65+","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","35","30","45950","43560"
"In post","2021","65+","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Department for Education (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","65+","No function","Department for Education (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","65+","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","20","20","40380","31910"
"In post","2021","65+","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","5","[c]","[c]"
"In post","2021","65+","No function","Department for International Trade","London","15","15","71380","56400"
"In post","2021","65+","No function","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Department for Transport (excl. agencies)","London","30","25","34840","32740"
"In post","2021","65+","No function","Department for Transport (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","65+","No function","Department of Health and Social Care (excl. agencies)","London","5","5","[c]","[c]"
"In post","2021","65+","No function","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Driver and Vehicle Licensing Agency","Outside London","105","70","22130","20320"
"In post","2021","65+","No function","Driver and Vehicle Standards Agency","London","20","15","31720","30780"
"In post","2021","65+","No function","Driver and Vehicle Standards Agency","Outside London","230","170","27360","26780"
"In post","2021","65+","No function","Education and Skills Funding Agency","London","5","5","[c]","[c]"
"In post","2021","65+","No function","Education and Skills Funding Agency","Outside London","10","10","[c]","[c]"
"In post","2021","65+","No function","ESTYN","Outside London","5","5","[c]","[c]"
"In post","2021","65+","No function","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2021","65+","No function","Food Standards Agency","Outside London","30","20","28840","26750"
"In post","2021","65+","No function","Foreign, Commonwealth and Development Office (excl. agencies)","London","20","15","54030","52930"
"In post","2021","65+","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","65+","No function","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2021","65+","No function","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Health and Safety Executive","Outside London","35","25","51830","46320"
"In post","2021","65+","No function","HM Courts and Tribunals Service","London","210","175","22900","22450"
"In post","2021","65+","No function","HM Courts and Tribunals Service","Outside London","445","325","19080","18890"
"In post","2021","65+","No function","HM Land Registry","London","10","5","[c]","[c]"
"In post","2021","65+","No function","HM Land Registry","Outside London","90","50","29980","27130"
"In post","2021","65+","No function","HM Prison and Probation Service","London","145","120","32850","27490"
"In post","2021","65+","No function","HM Prison and Probation Service","Outside London","945","670","27710","25840"
"In post","2021","65+","No function","HM Revenue and Customs (excl. agencies)","London","110","80","39300","36160"
"In post","2021","65+","No function","HM Revenue and Customs (excl. agencies)","Outside London","740","515","26850","21440"
"In post","2021","65+","No function","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Insolvency Service","London","10","10","[c]","[c]"
"In post","2021","65+","No function","Insolvency Service","Outside London","20","15","26230","20880"
"In post","2021","65+","No function","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Legal Aid Agency","Outside London","25","20","22180","20860"
"In post","2021","65+","No function","Maritime and Coastguard Agency","Outside London","30","20","47130","52300"
"In post","2021","65+","No function","Met Office","Outside London","5","5","[c]","[c]"
"In post","2021","65+","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","London","10","10","44950","35340"
"In post","2021","65+","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Ministry of Justice (excl. agencies)","London","15","15","40930","35980"
"In post","2021","65+","No function","Ministry of Justice (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2021","65+","No function","National Crime Agency","London","20","20","39330","38190"
"In post","2021","65+","No function","National Crime Agency","Outside London","15","15","37800","36410"
"In post","2021","65+","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Office for Standards in Education, Children's Services and Skills","London","10","10","62470","63430"
"In post","2021","65+","No function","Office for Standards in Education, Children's Services and Skills","Outside London","15","10","56860","75500"
"In post","2021","65+","No function","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Office of the Public Guardian","Outside London","15","10","21390","19930"
"In post","2021","65+","No function","Planning Inspectorate","Outside London","60","40","58700","65270"
"In post","2021","65+","No function","Public Health England","London","75","60","57800","44950"
"In post","2021","65+","No function","Public Health England","Outside London","100","75","43810","36330"
"In post","2021","65+","No function","Registers of Scotland","Outside London","25","20","26690","24130"
"In post","2021","65+","No function","Scottish Prison Service","Outside London","55","35","34230","33650"
"In post","2021","65+","No function","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","The National Archives","London","15","10","27870","25210"
"In post","2021","65+","No function","UK Hydrographic Office","Outside London","20","15","30800","29290"
"In post","2021","65+","No function","UK Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","UK Intellectual Property Office","Outside London","20","15","31690","23320"
"In post","2021","65+","No function","United Kingdom Statistics Authority","Outside London","210","130","21800","19520"
"In post","2021","65+","No function","Vehicle Certification Agency","Outside London","5","5","[c]","[c]"
"In post","2021","65+","No function","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
